REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,TGNGCCPH1,TGE1,1,2031,1.0
REGION1,TGLFRCPH1,TGE1,1,2031,1.0
REGION1,TGHFGCPH1,TGE1,1,2031,1.0
REGION1,TGHYDMSH1,TGE1,1,2031,1.0
REGION1,UGSOU1PH1,UGE1,1,2031,1.0
REGION1,UGLFRCPH1,UGE1,1,2031,1.0
REGION1,UGHFGCPH1,UGE1,1,2031,1.0
REGION1,UGBMCHPH1,UGE1,1,2031,1.0
REGION1,TZNGGCPH1,TZE1,1,2031,1.0
REGION1,TZLFRCPH1,TZE1,1,2031,1.0
REGION1,TZHFGCPH1,TZE1,1,2031,1.0
REGION1,TZBMCHPH1,TZE1,1,2031,1.0
REGION1,TZHYDMSH1,TZE1,1,2031,1.0
REGION1,ZMWINDPH1,ZME1,1,2031,1.0
REGION1,ZMCOSCPH1,ZME1,1,2031,1.0
REGION1,ZMLFRCPH1,ZME1,1,2031,1.0
REGION1,ZMHFGCPH1,ZME1,1,2031,1.0
REGION1,ZMBMCHPH1,ZME1,1,2031,1.0
REGION1,ZWLFRCPH1,ZWE1,1,2031,1.0
REGION1,DZNGCCPN1,DZE1,1,2031,1.0
REGION1,DZNGGCPN1,DZE1,1,2031,1.0
REGION1,DZSOU1PN1,DZE1,1,2031,1.0
REGION1,EGBMCHPN1,EGE1,1,2031,1.0
REGION1,EGSOU1PN1,EGE1,1,2031,1.0
REGION1,EGWINDPN1,EGE1,1,2031,1.0
REGION1,LYNGCCPN1,LYE1,1,2031,1.0
REGION1,LYNGGCPN1,LYE1,1,2031,1.0
REGION1,LYLFRCPN1,LYE1,1,2031,1.0
REGION1,LYHFGCPN1,LYE1,1,2031,1.0
REGION1,LYSOU1PN1,LYE1,1,2031,1.0
REGION1,MASOU1PN1,MAE1,1,2031,1.0
REGION1,MAWINDPN1,MAE1,1,2031,1.0
REGION1,SDSOU1PN1,SDE1,1,2031,1.0
REGION1,TNNGCCPN1,TNE1,1,2031,1.0
REGION1,TNNGGCPN1,TNE1,1,2031,1.0
REGION1,TNSOU1PN1,TNE1,1,2031,1.0
REGION1,AOSOU1PN1,AOE1,1,2031,1.0
REGION1,BJSOU1PN1,BJE1,1,2031,1.0
REGION1,BFLFRCPN1,BFE1,1,2031,1.0
REGION1,BFHFGCPN1,BFE1,1,2031,1.0
REGION1,BFHYDMSN1,BFE1,1,2031,1.0
REGION1,BFSOU1PN1,BFE1,1,2031,1.0
REGION1,BIHYDMSN1,BIE1,1,2031,1.0
REGION1,CMHYDMSN1,CME1,1,2031,1.0
REGION1,CMSOU1PN1,CME1,1,2031,1.0
REGION1,CFSOU1PN1,CFE1,1,2031,1.0
REGION1,CINGCCPN1,CIE1,1,2031,1.0
REGION1,CINGGCPN1,CIE1,1,2031,1.0
REGION1,CISOU1PN1,CIE1,1,2031,1.0
REGION1,CDLFRCPN1,CDE1,1,2031,1.0
REGION1,CDHFGCPN1,CDE1,1,2031,1.0
REGION1,CDHYDMSN1,CDE1,1,2031,1.0
REGION1,CDSOU1PN1,CDE1,1,2031,1.0
REGION1,DJWINDPN1,DJE1,1,2031,1.0
REGION1,ETBMCHPN1,ETE1,1,2031,1.0
REGION1,ETHYDMSN1,ETE1,1,2031,1.0
REGION1,ETWINDPN1,ETE1,1,2031,1.0
REGION1,GHNGCCPN1,GHE1,1,2031,1.0
REGION1,GHNGGCPN1,GHE1,1,2031,1.0
REGION1,GHSOU1PN1,GHE1,1,2031,1.0
REGION1,KEGOCVPN1,KEE1,1,2031,1.0
REGION1,KEHYDMSN1,KEE1,1,2031,1.0
REGION1,KESOU1PN1,KEE1,1,2031,1.0
REGION1,LSSOU1PN1,LSE1,1,2031,1.0
REGION1,MWSOU1PN1,MWE1,1,2031,1.0
REGION1,MLHYDMSN1,MLE1,1,2031,1.0
REGION1,MLSOU1PN1,MLE1,1,2031,1.0
REGION1,MRSOU1PN1,MRE1,1,2031,1.0
REGION1,MRWINDPN1,MRE1,1,2031,1.0
REGION1,MZLFRCPN1,MZE1,1,2031,1.0
REGION1,MZHFGCPN1,MZE1,1,2031,1.0
REGION1,MZSOU1PN1,MZE1,1,2031,1.0
REGION1,NASOU1PN1,NAE1,1,2031,1.0
REGION1,NELFRCPN1,NEE1,1,2031,1.0
REGION1,NEHFGCPN1,NEE1,1,2031,1.0
REGION1,NESOU1PN1,NEE1,1,2031,1.0
REGION1,NGNGCCPN1,NGE1,1,2031,1.0
REGION1,NGNGGCPN1,NGE1,1,2031,1.0
REGION1,NGLFRCPN1,NGE1,1,2031,1.0
REGION1,NGHFGCPN1,NGE1,1,2031,1.0
REGION1,NGHYDMSN1,NGE1,1,2031,1.0
REGION1,NGSOU1PN1,NGE1,1,2031,1.0
REGION1,RWCOSCPN1,RWE1,1,2031,1.0
REGION1,SNNGCCPN1,SNE1,1,2031,1.0
REGION1,SNLFRCPN1,SNE1,1,2031,1.0
REGION1,SNHFGCPN1,SNE1,1,2031,1.0
REGION1,SNSOU1PN1,SNE1,1,2031,1.0
REGION1,ZANULWPN1,ZAE1,1,2031,1.0
REGION1,ZASOU1PN1,ZAE1,1,2031,1.0
REGION1,SSWINDPN1,SSE1,1,2031,1.0
REGION1,TGSOU1PN1,TGE1,1,2031,1.0
REGION1,UGHYDMSN1,UGE1,1,2031,1.0
REGION1,TZSOU1PN1,TZE1,1,2031,1.0
REGION1,ZMHYDMSN1,ZME1,1,2031,1.0
REGION1,ZWSOU1PN1,ZWE1,1,2031,1.0
REGION1,ZWCOSCPN1,ZWE1,1,2031,1.0
REGION1,DZLFRCPN1,DZE1,1,2031,1.0
REGION1,DZHFGCPN1,DZE1,1,2031,1.0
REGION1,DZHYDMSN1,DZE1,1,2031,1.0
REGION1,DZSOC1PN1,DZE1,1,2031,1.0
REGION1,EGNGCCPN1,EGE1,1,2031,1.0
REGION1,EGNGGCPN1,EGE1,1,2031,1.0
REGION1,EGLFRCPN1,EGE1,1,2031,1.0
REGION1,EGHFGCPN1,EGE1,1,2031,1.0
REGION1,EGHYDMSN1,EGE1,1,2031,1.0
REGION1,EGSOC1PN1,EGE1,1,2031,1.0
REGION1,MACOSCPN1,MAE1,1,2031,1.0
REGION1,MALFRCPN1,MAE1,1,2031,1.0
REGION1,MAHFGCPN1,MAE1,1,2031,1.0
REGION1,MANGCCPN1,MAE1,1,2031,1.0
REGION1,MANGGCPN1,MAE1,1,2031,1.0
REGION1,MABMCHPN1,MAE1,1,2031,1.0
REGION1,MAHYDMSN1,MAE1,1,2031,1.0
REGION1,MASOC1PN1,MAE1,1,2031,1.0
REGION1,SDLFRCPN1,SDE1,1,2031,1.0
REGION1,SDHFGCPN1,SDE1,1,2031,1.0
REGION1,SDBMCHPN1,SDE1,1,2031,1.0
REGION1,SDHYDMSN1,SDE1,1,2031,1.0
REGION1,TNLFRCPN1,TNE1,1,2031,1.0
REGION1,TNHFGCPN1,TNE1,1,2031,1.0
REGION1,TNHYDMSN1,TNE1,1,2031,1.0
REGION1,TNWINDPN1,TNE1,1,2031,1.0
REGION1,AONGGCPN1,AOE1,1,2031,1.0
REGION1,AOLFRCPN1,AOE1,1,2031,1.0
REGION1,AOHFGCPN1,AOE1,1,2031,1.0
REGION1,AOBMCHPN1,AOE1,1,2031,1.0
REGION1,AOHYDMSN1,AOE1,1,2031,1.0
REGION1,BJNGGCPN1,BJE1,1,2031,1.0
REGION1,BJLFRCPN1,BJE1,1,2031,1.0
REGION1,BJHFGCPN1,BJE1,1,2031,1.0
REGION1,BJHYDMSN1,BJE1,1,2031,1.0
REGION1,BWCOSCPN1,BWE1,1,2031,1.0
REGION1,BWLFRCPN1,BWE1,1,2031,1.0
REGION1,BWSOU1PN1,BWE1,1,2031,1.0
REGION1,BFBMCHPN1,BFE1,1,2031,1.0
REGION1,BILFRCPN1,BIE1,1,2031,1.0
REGION1,BISOU1PN1,BIE1,1,2031,1.0
REGION1,CMNGGCPN1,CME1,1,2031,1.0
REGION1,CMLFRCPN1,CME1,1,2031,1.0
REGION1,CMHFGCPN1,CME1,1,2031,1.0
REGION1,CFLFRCPN1,CFE1,1,2031,1.0
REGION1,CFHYDMSN1,CFE1,1,2031,1.0
REGION1,TDNGCCPN1,TDE1,1,2031,1.0
REGION1,TDLFRCPN1,TDE1,1,2031,1.0
REGION1,TDHFGCPN1,TDE1,1,2031,1.0
REGION1,TDBMCHPN1,TDE1,1,2031,1.0
REGION1,TDSOU1PN1,TDE1,1,2031,1.0
REGION1,CGNGGCPN1,CGE1,1,2031,1.0
REGION1,CGLFRCPN1,CGE1,1,2031,1.0
REGION1,CGHFGCPN1,CGE1,1,2031,1.0
REGION1,CGBMCHPN1,CGE1,1,2031,1.0
REGION1,CGHYDMSN1,CGE1,1,2031,1.0
REGION1,CILFRCPN1,CIE1,1,2031,1.0
REGION1,CIHFGCPN1,CIE1,1,2031,1.0
REGION1,CIHYDMSN1,CIE1,1,2031,1.0
REGION1,DJLFRCPN1,DJE1,1,2031,1.0
REGION1,DJHFGCPN1,DJE1,1,2031,1.0
REGION1,GWNGCCPN1,GWE1,1,2031,1.0
REGION1,GQNGGCPN1,GQE1,1,2031,1.0
REGION1,GQLFRCPN1,GQE1,1,2031,1.0
REGION1,GQHFGCPN1,GQE1,1,2031,1.0
REGION1,GQHYDMSN1,GQE1,1,2031,1.0
REGION1,ERLFRCPN1,ERE1,1,2031,1.0
REGION1,ERHFGCPN1,ERE1,1,2031,1.0
REGION1,SZLFRCPN1,SZE1,1,2031,1.0
REGION1,SZHFGCPN1,SZE1,1,2031,1.0
REGION1,SZBMCHPN1,SZE1,1,2031,1.0
REGION1,SZHYDMSN1,SZE1,1,2031,1.0
REGION1,SZSOU1PN1,SZE1,1,2031,1.0
REGION1,ETLFRCPN1,ETE1,1,2031,1.0
REGION1,ETGOCVPN1,ETE1,1,2031,1.0
REGION1,GANGGCPN1,GAE1,1,2031,1.0
REGION1,GALFRCPN1,GAE1,1,2031,1.0
REGION1,GAHFGCPN1,GAE1,1,2031,1.0
REGION1,GAHYDMSN1,GAE1,1,2031,1.0
REGION1,GMLFRCPN1,GME1,1,2031,1.0
REGION1,GMHFGCPN1,GME1,1,2031,1.0
REGION1,GMWINDPN1,GME1,1,2031,1.0
REGION1,GMSOU1PN1,GME1,1,2031,1.0
REGION1,GAWINDPN1,GAE1,1,2031,1.0
REGION1,GHLFRCPN1,GHE1,1,2031,1.0
REGION1,GHHFGCPN1,GHE1,1,2031,1.0
REGION1,GHBMCHPN1,GHE1,1,2031,1.0
REGION1,GHHYDMSN1,GHE1,1,2031,1.0
REGION1,GNLFRCPN1,GNE1,1,2031,1.0
REGION1,GNHFGCPN1,GNE1,1,2031,1.0
REGION1,GNHYDMSN1,GNE1,1,2031,1.0
REGION1,GNSOU1PN1,GNE1,1,2031,1.0
REGION1,GWLFRCPN1,GWE1,1,2031,1.0
REGION1,KELFRCPN1,KEE1,1,2031,1.0
REGION1,KEHFGCPN1,KEE1,1,2031,1.0
REGION1,KEBMCHPN1,KEE1,1,2031,1.0
REGION1,KEWINDPN1,KEE1,1,2031,1.0
REGION1,LSHYDMSN1,LSE1,1,2031,1.0
REGION1,LRLFRCPN1,LRE1,1,2031,1.0
REGION1,LRHFGCPN1,LRE1,1,2031,1.0
REGION1,LRHYDMSN1,LRE1,1,2031,1.0
REGION1,MWLFRCPN1,MWE1,1,2031,1.0
REGION1,MWBMCHPN1,MWE1,1,2031,1.0
REGION1,MWHYDMSN1,MWE1,1,2031,1.0
REGION1,MLLFRCPN1,MLE1,1,2031,1.0
REGION1,MLHFGCPN1,MLE1,1,2031,1.0
REGION1,MLBMCHPN1,MLE1,1,2031,1.0
REGION1,MRNGCCPN1,MRE1,1,2031,1.0
REGION1,MRLFRCPN1,MRE1,1,2031,1.0
REGION1,MRHFGCPN1,MRE1,1,2031,1.0
REGION1,MZNGGCPN1,MZE1,1,2031,1.0
REGION1,MZBMCHPN1,MZE1,1,2031,1.0
REGION1,MZHYDMSN1,MZE1,1,2031,1.0
REGION1,NACOSCPN1,NAE1,1,2031,1.0
REGION1,NALFRCPN1,NAE1,1,2031,1.0
REGION1,NAHFGCPN1,NAE1,1,2031,1.0
REGION1,NABMCHPN1,NAE1,1,2031,1.0
REGION1,NAHYDMSN1,NAE1,1,2031,1.0
REGION1,NAWINDPN1,NAE1,1,2031,1.0
REGION1,NECOSCPN1,NEE1,1,2031,1.0
REGION1,NENGCCPN1,NEE1,1,2031,1.0
REGION1,NGBMCHPN1,NGE1,1,2031,1.0
REGION1,RWWINDPN1,RWE1,1,2031,1.0
REGION1,RWNGGCPN1,RWE1,1,2031,1.0
REGION1,RWLFRCPN1,RWE1,1,2031,1.0
REGION1,RWHFGCPN1,RWE1,1,2031,1.0
REGION1,RWBMCHPN1,RWE1,1,2031,1.0
REGION1,RWHYDMSN1,RWE1,1,2031,1.0
REGION1,SNHYDMSN1,SNE1,1,2031,1.0
REGION1,SNCOSCPN1,SNE1,1,2031,1.0
REGION1,SNBMCHPN1,SNE1,1,2031,1.0
REGION1,SLWINDPN1,SLE1,1,2031,1.0
REGION1,SLLFRCPN1,SLE1,1,2031,1.0
REGION1,SLHFGCPN1,SLE1,1,2031,1.0
REGION1,SLBMCHPN1,SLE1,1,2031,1.0
REGION1,SLHYDMSN1,SLE1,1,2031,1.0
REGION1,ZACOSCPN1,ZAE1,1,2031,1.0
REGION1,ZALFRCPN1,ZAE1,1,2031,1.0
REGION1,ZAHFGCPN1,ZAE1,1,2031,1.0
REGION1,ZABMCHPN1,ZAE1,1,2031,1.0
REGION1,ZAHYDMSN1,ZAE1,1,2031,1.0
REGION1,ZASOC1PN1,ZAE1,1,2031,1.0
REGION1,SSLFRCPN1,SSE1,1,2031,1.0
REGION1,SSHFGCPN1,SSE1,1,2031,1.0
REGION1,TGNGCCPN1,TGE1,1,2031,1.0
REGION1,TGLFRCPN1,TGE1,1,2031,1.0
REGION1,TGHFGCPN1,TGE1,1,2031,1.0
REGION1,TGHYDMSN1,TGE1,1,2031,1.0
REGION1,UGSOU1PN1,UGE1,1,2031,1.0
REGION1,UGLFRCPN1,UGE1,1,2031,1.0
REGION1,UGHFGCPN1,UGE1,1,2031,1.0
REGION1,UGBMCHPN1,UGE1,1,2031,1.0
REGION1,TZNGGCPN1,TZE1,1,2031,1.0
REGION1,TZLFRCPN1,TZE1,1,2031,1.0
REGION1,TZHFGCPN1,TZE1,1,2031,1.0
REGION1,TZBMCHPN1,TZE1,1,2031,1.0
REGION1,TZHYDMSN1,TZE1,1,2031,1.0
REGION1,ZMWINDPN1,ZME1,1,2031,1.0
REGION1,ZMCOSCPN1,ZME1,1,2031,1.0
REGION1,ZMLFRCPN1,ZME1,1,2031,1.0
REGION1,ZMHFGCPN1,ZME1,1,2031,1.0
REGION1,ZMBMCHPN1,ZME1,1,2031,1.0
REGION1,ZWLFRCPN1,ZWE1,1,2031,1.0
REGION1,AOWINDPN1,AOE1,1,2031,1.0
REGION1,BFNGCCPN1,BFE1,1,2031,1.0
REGION1,BFWINDPN1,BFE1,1,2031,1.0
REGION1,BINGCCPN1,BIE1,1,2031,1.0
REGION1,BIWINDPN1,BIE1,1,2031,1.0
REGION1,BJWINDPN1,BJE1,1,2031,1.0
REGION1,BWNGCCPN1,BWE1,1,2031,1.0
REGION1,BWWINDPN1,BWE1,1,2031,1.0
REGION1,CDNGCCPN1,CDE1,1,2031,1.0
REGION1,CDWINDPN1,CDE1,1,2031,1.0
REGION1,CFNGCCPN1,CFE1,1,2031,1.0
REGION1,CFWINDPN1,CFE1,1,2031,1.0
REGION1,CGSOU1PN1,CGE1,1,2031,1.0
REGION1,CGWINDPN1,CGE1,1,2031,1.0
REGION1,CIWINDPN1,CIE1,1,2031,1.0
REGION1,CMWINDPN1,CME1,1,2031,1.0
REGION1,DJNGCCPN1,DJE1,1,2031,1.0
REGION1,DJSOU1PN1,DJE1,1,2031,1.0
REGION1,DZWINDPN1,DZE1,1,2031,1.0
REGION1,ERNGCCPN1,ERE1,1,2031,1.0
REGION1,ERSOU1PN1,ERE1,1,2031,1.0
REGION1,ERWINDPN1,ERE1,1,2031,1.0
REGION1,ETNGCCPN1,ETE1,1,2031,1.0
REGION1,ETSOU1PN1,ETE1,1,2031,1.0
REGION1,GASOU1PN1,GAE1,1,2031,1.0
REGION1,GHWINDPN1,GHE1,1,2031,1.0
REGION1,GMNGCCPN1,GME1,1,2031,1.0
REGION1,GNNGCCPN1,GNE1,1,2031,1.0
REGION1,GNWINDPN1,GNE1,1,2031,1.0
REGION1,GQSOU1PN1,GQE1,1,2031,1.0
REGION1,GQWINDPN1,GQE1,1,2031,1.0
REGION1,GWSOU1PN1,GWE1,1,2031,1.0
REGION1,GWWINDPN1,GWE1,1,2031,1.0
REGION1,KENGCCPN1,KEE1,1,2031,1.0
REGION1,LRNGCCPN1,LRE1,1,2031,1.0
REGION1,LRSOU1PN1,LRE1,1,2031,1.0
REGION1,LRWINDPN1,LRE1,1,2031,1.0
REGION1,LSNGCCPN1,LSE1,1,2031,1.0
REGION1,LSWINDPN1,LSE1,1,2031,1.0
REGION1,LYWINDPN1,LYE1,1,2031,1.0
REGION1,MLNGCCPN1,MLE1,1,2031,1.0
REGION1,MLWINDPN1,MLE1,1,2031,1.0
REGION1,MWNGCCPN1,MWE1,1,2031,1.0
REGION1,MWWINDPN1,MWE1,1,2031,1.0
REGION1,MZWINDPN1,MZE1,1,2031,1.0
REGION1,NANGCCPN1,NAE1,1,2031,1.0
REGION1,NEWINDPN1,NEE1,1,2031,1.0
REGION1,NGWINDPN1,NGE1,1,2031,1.0
REGION1,RWSOU1PN1,RWE1,1,2031,1.0
REGION1,SDNGCCPN1,SDE1,1,2031,1.0
REGION1,SDWINDPN1,SDE1,1,2031,1.0
REGION1,SLNGCCPN1,SLE1,1,2031,1.0
REGION1,SLSOU1PN1,SLE1,1,2031,1.0
REGION1,SNWINDPN1,SNE1,1,2031,1.0
REGION1,SONGCCPN1,SOE1,1,2031,1.0
REGION1,SOSOU1PN1,SOE1,1,2031,1.0
REGION1,SOWINDPN1,SOE1,1,2031,1.0
REGION1,SSNGCCPN1,SSE1,1,2031,1.0
REGION1,SSSOU1PN1,SSE1,1,2031,1.0
REGION1,SZNGCCPN1,SZE1,1,2031,1.0
REGION1,SZWINDPN1,SZE1,1,2031,1.0
REGION1,TDWINDPN1,TDE1,1,2031,1.0
REGION1,TGWINDPN1,TGE1,1,2031,1.0
REGION1,TZWINDPN1,TZE1,1,2031,1.0
REGION1,UGNGCCPN1,UGE1,1,2031,1.0
REGION1,UGWINDPN1,UGE1,1,2031,1.0
REGION1,ZANGCCPN1,ZAE1,1,2031,1.0
REGION1,ZAWINDPN1,ZAE1,1,2031,1.0
REGION1,ZMNGCCPN1,ZME1,1,2031,1.0
REGION1,ZMSOU1PN1,ZME1,1,2031,1.0
REGION1,ZWNGCCPN1,ZWE1,1,2031,1.0
REGION1,ZWWINDPN1,ZWE1,1,2031,1.0
REGION1,AONGCCSPN1,AOE1,1,2031,1.0
REGION1,BFNGCCSPN1,BFE1,1,2031,1.0
REGION1,BINGCCSPN1,BIE1,1,2031,1.0
REGION1,BJNGCCSPN1,BJE1,1,2031,1.0
REGION1,BWNGCCSPN1,BWE1,1,2031,1.0
REGION1,CDNGCCSPN1,CDE1,1,2031,1.0
REGION1,CFNGCCSPN1,CFE1,1,2031,1.0
REGION1,CGNGCCSPN1,CGE1,1,2031,1.0
REGION1,CINGCCSPN1,CIE1,1,2031,1.0
REGION1,CMNGCCSPN1,CME1,1,2031,1.0
REGION1,DJNGCCSPN1,DJE1,1,2031,1.0
REGION1,DZNGCCSPN1,DZE1,1,2031,1.0
REGION1,EGNGCCSPN1,EGE1,1,2031,1.0
REGION1,ERNGCCSPN1,ERE1,1,2031,1.0
REGION1,ETNGCCSPN1,ETE1,1,2031,1.0
REGION1,GANGCCSPN1,GAE1,1,2031,1.0
REGION1,GHNGCCSPN1,GHE1,1,2031,1.0
REGION1,GMNGCCSPN1,GME1,1,2031,1.0
REGION1,GNNGCCSPN1,GNE1,1,2031,1.0
REGION1,GQNGCCSPN1,GQE1,1,2031,1.0
REGION1,GWNGCCSPN1,GWE1,1,2031,1.0
REGION1,KENGCCSPN1,KEE1,1,2031,1.0
REGION1,LRNGCCSPN1,LRE1,1,2031,1.0
REGION1,LSNGCCSPN1,LSE1,1,2031,1.0
REGION1,LYNGCCSPN1,LYE1,1,2031,1.0
REGION1,MANGCCSPN1,MAE1,1,2031,1.0
REGION1,MLNGCCSPN1,MLE1,1,2031,1.0
REGION1,MRNGCCSPN1,MRE1,1,2031,1.0
REGION1,MWNGCCSPN1,MWE1,1,2031,1.0
REGION1,MZNGCCSPN1,MZE1,1,2031,1.0
REGION1,NANGCCSPN1,NAE1,1,2031,1.0
REGION1,NENGCCSPN1,NEE1,1,2031,1.0
REGION1,NGNGCCSPN1,NGE1,1,2031,1.0
REGION1,RWNGCCSPN1,RWE1,1,2031,1.0
REGION1,SDNGCCSPN1,SDE1,1,2031,1.0
REGION1,SLNGCCSPN1,SLE1,1,2031,1.0
REGION1,SNNGCCSPN1,SNE1,1,2031,1.0
REGION1,SONGCCSPN1,SOE1,1,2031,1.0
REGION1,SSNGCCSPN1,SSE1,1,2031,1.0
REGION1,SZNGCCSPN1,SZE1,1,2031,1.0
REGION1,TDNGCCSPN1,TDE1,1,2031,1.0
REGION1,TGNGCCSPN1,TGE1,1,2031,1.0
REGION1,TNNGCCSPN1,TNE1,1,2031,1.0
REGION1,TZNGCCSPN1,TZE1,1,2031,1.0
REGION1,UGNGCCSPN1,UGE1,1,2031,1.0
REGION1,ZANGCCSPN1,ZAE1,1,2031,1.0
REGION1,ZMNGCCSPN1,ZME1,1,2031,1.0
REGION1,ZWNGCCSPN1,ZWE1,1,2031,1.0
REGION1,EGBMCCSPN1,EGE1,1,2031,1.0
REGION1,ETBMCCSPN1,ETE1,1,2031,1.0
REGION1,MABMCCSPN1,MAE1,1,2031,1.0
REGION1,SDBMCCSPN1,SDE1,1,2031,1.0
REGION1,AOBMCCSPN1,AOE1,1,2031,1.0
REGION1,BFBMCCSPN1,BFE1,1,2031,1.0
REGION1,TDBMCCSPN1,TDE1,1,2031,1.0
REGION1,CGBMCCSPN1,CGE1,1,2031,1.0
REGION1,SZBMCCSPN1,SZE1,1,2031,1.0
REGION1,GHBMCCSPN1,GHE1,1,2031,1.0
REGION1,KEBMCCSPN1,KEE1,1,2031,1.0
REGION1,MWBMCCSPN1,MWE1,1,2031,1.0
REGION1,MLBMCCSPN1,MLE1,1,2031,1.0
REGION1,MZBMCCSPN1,MZE1,1,2031,1.0
REGION1,NABMCCSPN1,NAE1,1,2031,1.0
REGION1,NGBMCCSPN1,NGE1,1,2031,1.0
REGION1,RWBMCCSPN1,RWE1,1,2031,1.0
REGION1,SNBMCCSPN1,SNE1,1,2031,1.0
REGION1,SLBMCCSPN1,SLE1,1,2031,1.0
REGION1,ZABMCCSPN1,ZAE1,1,2031,1.0
REGION1,UGBMCCSPN1,UGE1,1,2031,1.0
REGION1,TZBMCCSPN1,TZE1,1,2031,1.0
REGION1,ZMBMCCSPN1,ZME1,1,2031,1.0
REGION1,RWCOCCSPN1,RWE1,1,2031,1.0
REGION1,ZWCOCCSPN1,ZWE1,1,2031,1.0
REGION1,MACOCCSPN1,MAE1,1,2031,1.0
REGION1,BWCOCCSPN1,BWE1,1,2031,1.0
REGION1,NACOCCSPN1,NAE1,1,2031,1.0
REGION1,NECOCCSPN1,NEE1,1,2031,1.0
REGION1,SNCOCCSPN1,SNE1,1,2031,1.0
REGION1,ZACOCCSPN1,ZAE1,1,2031,1.0
REGION1,ZMCOCCSPN1,ZME1,1,2031,1.0
REGION1,ZWHYDMSH1,ZWE1,1,2031,1.0
REGION1,ZWBMCHPH1,ZWE1,1,2031,1.0
REGION1,ZWHYDMSN1,ZWE1,1,2031,1.0
REGION1,ZWBMCHPN1,ZWE1,1,2031,1.0
REGION1,ZWBMCCSPN1,ZWE1,1,2031,1.0
REGION1,EGLG00I00,EGNG,1,2031,1.0
REGION1,GHLG00I00,GHNG,1,2031,1.0
REGION1,MALG00I00,MANG,1,2031,1.0
REGION1,MZLG00I00,MZNG,1,2031,1.0
REGION1,SNLG00I00,SNNG,1,2031,1.0
REGION1,ZALG00I00,ZANG,1,2031,1.0
REGION1,DZLG00E00,DZNGE,1,2031,1.0
REGION1,NGLG00E00,NGNGE,1,2031,1.0
REGION1,EGLG00E00,EGNGE,1,2031,1.0
REGION1,AOLG00E00,AONGE,1,2031,1.0
REGION1,GQLG00E00,GQNGE,1,2031,1.0
REGION1,MZLG00E00,MZNGE,1,2031,1.0
REGION1,CGLG00E00,CGNGE,1,2031,1.0
REGION1,GALG00E00,GANGE,1,2031,1.0
REGION1,MRLG00E00,MRNGE,1,2031,1.0
REGION1,SNLG00E00,SNNGE,1,2031,1.0
REGION1,TZLG00E00,TZNGE,1,2031,1.0
REGION1,DZNG00X00,DZNG,1,2031,1.0
REGION1,EGNG00X00,EGNG,1,2031,1.0
REGION1,LYNG00X00,LYNG,1,2031,1.0
REGION1,NGNG00X00,NGNG,1,2031,1.0
REGION1,CGNG00X00,CGNG,1,2031,1.0
REGION1,AONG00X00,AONG,1,2031,1.0
REGION1,CMNG00X00,CMNG,1,2031,1.0
REGION1,CING00X00,CING,1,2031,1.0
REGION1,GQNG00X00,GQNG,1,2031,1.0
REGION1,GANG00X00,GANG,1,2031,1.0
REGION1,GHNG00X00,GHNG,1,2031,1.0
REGION1,MANG00X00,MANG,1,2031,1.0
REGION1,MZNG00X00,MZNG,1,2031,1.0
REGION1,NENG00X00,NENG,1,2031,1.0
REGION1,RWNG00X00,RWNG,1,2031,1.0
REGION1,SNNG00X00,SNNG,1,2031,1.0
REGION1,ZANG00X00,ZANG,1,2031,1.0
REGION1,TZNG00X00,TZNG,1,2031,1.0
REGION1,TNNG00X00,TNNG,1,2031,1.0
REGION1,SOLFRCPH1,SOE1,1,2031,1.0
REGION1,SOLFRCPN1,SOE1,1,2031,1.0
REGION1,SOSOU1PH1,SOE1,1,2031,1.0
REGION1,SOWINDPH1,SOE1,1,2031,1.0
REGION1,SNWINDPH1,SNE1,1,2031,1.0
REGION1,DZBATTN1,DZBATF,1,2031,1.0
REGION1,AOBATTN1,AOBATF,1,2031,1.0
REGION1,BJBATTN1,BJBATF,1,2031,1.0
REGION1,BWBATTN1,BWBATF,1,2031,1.0
REGION1,BFBATTN1,BFBATF,1,2031,1.0
REGION1,BIBATTN1,BIBATF,1,2031,1.0
REGION1,CMBATTN1,CMBATF,1,2031,1.0
REGION1,CFBATTN1,CFBATF,1,2031,1.0
REGION1,TDBATTN1,TDBATF,1,2031,1.0
REGION1,CIBATTN1,CIBATF,1,2031,1.0
REGION1,DJBATTN1,DJBATF,1,2031,1.0
REGION1,CDBATTN1,CDBATF,1,2031,1.0
REGION1,EGBATTN1,EGBATF,1,2031,1.0
REGION1,GQBATTN1,GQBATF,1,2031,1.0
REGION1,ERBATTN1,ERBATF,1,2031,1.0
REGION1,SZBATTN1,SZBATF,1,2031,1.0
REGION1,ETBATTN1,ETBATF,1,2031,1.0
REGION1,GABATTN1,GABATF,1,2031,1.0
REGION1,GMBATTN1,GMBATF,1,2031,1.0
REGION1,GHBATTN1,GHBATF,1,2031,1.0
REGION1,GNBATTN1,GNBATF,1,2031,1.0
REGION1,GWBATTN1,GWBATF,1,2031,1.0
REGION1,KEBATTN1,KEBATF,1,2031,1.0
REGION1,LSBATTN1,LSBATF,1,2031,1.0
REGION1,LRBATTN1,LRBATF,1,2031,1.0
REGION1,LYBATTN1,LYBATF,1,2031,1.0
REGION1,MWBATTN1,MWBATF,1,2031,1.0
