REGION,FUEL,YEAR,VALUE
REGION1,CME3,2031,36.09
REGION1,CFE3,2031,0.473
REGION1,TDE3,2031,1.235
REGION1,CDE3,2031,119.956
REGION1,CIE3,2031,46.36
REGION1,DJE3,2031,2.955
REGION1,EGE3,2031,1202.316
REGION1,GQE3,2031,7.268
REGION1,ERE3,2031,1.484
REGION1,ETE3,2031,111.12
REGION1,GAE3,2031,11.342
REGION1,GME3,2031,1.849
REGION1,GHE3,2031,84.494
REGION1,GNE3,2031,13.292
REGION1,GWE3,2031,0.844
REGION1,KEE3,2031,67.954
REGION1,LSE3,2031,5.577
REGION1,LRE3,2031,1.541
REGION1,LYE3,2031,154.99
REGION1,MWE3,2031,11.189
REGION1,MLE3,2031,15.583
REGION1,MRE3,2031,8.12
REGION1,MAE3,2031,286.224
REGION1,MZE3,2031,49.421
REGION1,NAE3,2031,21.093
REGION1,NEE3,2031,6.726
REGION1,NGE3,2031,220.369
REGION1,CGE3,2031,9.042
REGION1,RWE3,2031,4.187
REGION1,SNE3,2031,32.747
REGION1,SLE3,2031,1.648
REGION1,SOE3,2031,2.251
REGION1,ZAE3,2031,853.286
REGION1,SSE3,2031,2.326
REGION1,SDE3,2031,60.027
REGION1,SZE3,2031,8.872
REGION1,TZE3,2031,30.141
REGION1,TGE3,2031,8.334
REGION1,TNE3,2031,152.959
REGION1,UGE3,2031,17.855
REGION1,ZME3,2031,89.804
REGION1,ZWE3,2031,60.092
REGION1,ATE3,2032,315.442
REGION1,BEE3,2032,378.125
REGION1,BGE3,2032,126.539
REGION1,HRE3,2032,66.916
REGION1,CYE3,2032,20.014
REGION1,CZE3,2032,241.519
REGION1,DKE3,2032,151.158
REGION1,EEE3,2032,35.274
REGION1,FIE3,2032,379.655
REGION1,FRE3,2032,2048.253
REGION1,DEE3,2032,2359.639
REGION1,GRE3,2032,237.71
REGION1,HUE3,2032,170.314
REGION1,IEE3,2032,151.967
REGION1,ITE3,2032,1417.466
REGION1,LVE3,2032,31.918
REGION1,LTE3,2032,52.665
REGION1,LUE3,2032,30.341
REGION1,MTE3,2032,13.304
REGION1,NLE3,2032,512.61
REGION1,NOE3,2032,632.207
REGION1,PLE3,2032,582.752
REGION1,PTE3,2032,240.357
REGION1,ROE3,2032,176.016
REGION1,SKE3,2032,94.207
REGION1,SIE3,2032,53.718
REGION1,ESE3,2032,1108.17
REGION1,SEE3,2032,606.37
REGION1,CHE3,2032,324.599
REGION1,UKE3,2032,1666.554
REGION1,DZE3,2032,492.78
REGION1,AOE3,2032,122.135
REGION1,BJE3,2032,7.448
REGION1,BWE3,2032,26.811
REGION1,BFE3,2032,13.555
REGION1,BIE3,2032,1.551
REGION1,CME3,2032,37.311
REGION1,CFE3,2032,0.489
REGION1,TDE3,2032,1.277
REGION1,CDE3,2032,126.739
REGION1,CIE3,2032,48.352
REGION1,DJE3,2032,3.063
REGION1,EGE3,2032,1239.095
REGION1,GQE3,2032,7.514
REGION1,ERE3,2032,1.538
REGION1,ETE3,2032,117.105
REGION1,GAE3,2032,11.726
REGION1,GME3,2032,1.928
REGION1,GHE3,2032,88.123
REGION1,GNE3,2032,13.863
REGION1,GWE3,2032,0.88
REGION1,KEE3,2032,69.75
REGION1,LSE3,2032,5.811
REGION1,LRE3,2032,1.607
REGION1,LYE3,2032,161.21
REGION1,MWE3,2032,11.66
REGION1,MLE3,2032,16.252
REGION1,MRE3,2032,8.469
REGION1,MAE3,2032,297.675
REGION1,MZE3,2032,52.425
REGION1,NAE3,2032,21.981
REGION1,NEE3,2032,7.015
REGION1,NGE3,2032,233.21
REGION1,CGE3,2032,9.348
REGION1,RWE3,2032,4.34
REGION1,SNE3,2032,34.154
REGION1,SLE3,2032,1.719
REGION1,SOE3,2032,2.333
REGION1,ZAE3,2032,877.707
REGION1,SSE3,2032,2.411
REGION1,SDE3,2032,62.225
REGION1,SZE3,2032,9.245
REGION1,TZE3,2032,31.973
REGION1,TGE3,2032,8.692
REGION1,TNE3,2032,165.127
REGION1,UGE3,2032,18.508
REGION1,ZME3,2032,93.585
REGION1,ZWE3,2032,62.623
REGION1,ATE3,2033,319.436
REGION1,BEE3,2033,382.913
REGION1,BGE3,2033,128.252
REGION1,HRE3,2033,67.821
REGION1,CYE3,2033,20.285
REGION1,CZE3,2033,244.787
REGION1,DKE3,2033,153.072
REGION1,EEE3,2033,35.72
REGION1,FIE3,2033,384.462
REGION1,FRE3,2033,2074.188
REGION1,DEE3,2033,2389.518
REGION1,GRE3,2033,240.72
REGION1,HUE3,2033,172.619
REGION1,IEE3,2033,153.891
REGION1,ITE3,2033,1435.414
REGION1,LVE3,2033,32.322
REGION1,LTE3,2033,53.332
REGION1,LUE3,2033,30.725
REGION1,MTE3,2033,13.473
REGION1,NLE3,2033,519.101
REGION1,NOE3,2033,640.212
REGION1,PLE3,2033,590.639
REGION1,PTE3,2033,243.4
REGION1,ROE3,2033,178.398
REGION1,SKE3,2033,95.482
REGION1,SIE3,2033,54.445
REGION1,ESE3,2033,1122.202
REGION1,SEE3,2033,614.048
REGION1,CHE3,2033,328.709
REGION1,UKE3,2033,1687.656
REGION1,DZE3,2033,508.788
REGION1,AOE3,2033,126.89
REGION1,BJE3,2033,7.755
REGION1,BWE3,2033,27.895
REGION1,BFE3,2033,14.114
REGION1,BIE3,2033,1.606
REGION1,CME3,2033,38.531
REGION1,CFE3,2033,0.505
REGION1,TDE3,2033,1.319
REGION1,CDE3,2033,133.522
REGION1,CIE3,2033,50.343
REGION1,DJE3,2033,3.171
REGION1,EGE3,2033,1275.874
REGION1,GQE3,2033,7.76
REGION1,ERE3,2033,1.592
REGION1,ETE3,2033,123.09
REGION1,GAE3,2033,12.109
REGION1,GME3,2033,2.008
REGION1,GHE3,2033,91.753
REGION1,GNE3,2033,14.434
REGION1,GWE3,2033,0.917
REGION1,KEE3,2033,71.547
REGION1,LSE3,2033,6.046
REGION1,LRE3,2033,1.673
REGION1,LYE3,2033,167.43
REGION1,MWE3,2033,12.132
REGION1,MLE3,2033,16.922
REGION1,MRE3,2033,8.817
REGION1,MAE3,2033,309.127
REGION1,MZE3,2033,55.429
REGION1,NAE3,2033,22.869
REGION1,NEE3,2033,7.304
REGION1,NGE3,2033,246.052
REGION1,CGE3,2033,9.654
REGION1,RWE3,2033,4.494
REGION1,SNE3,2033,35.56
REGION1,SLE3,2033,1.79
REGION1,SOE3,2033,2.415
REGION1,ZAE3,2033,902.127
REGION1,SSE3,2033,2.496
REGION1,SDE3,2033,64.422
REGION1,SZE3,2033,9.619
REGION1,TZE3,2033,33.805
REGION1,TGE3,2033,9.05
REGION1,TNE3,2033,177.295
REGION1,UGE3,2033,19.162
REGION1,ZME3,2033,97.366
REGION1,ZWE3,2033,65.153
REGION1,ATE3,2034,323.431
REGION1,BEE3,2034,387.701
REGION1,BGE3,2034,129.964
REGION1,HRE3,2034,68.727
REGION1,CYE3,2034,20.555
REGION1,CZE3,2034,248.056
REGION1,DKE3,2034,154.986
REGION1,EEE3,2034,36.167
REGION1,FIE3,2034,389.269
REGION1,FRE3,2034,2100.124
REGION1,DEE3,2034,2419.396
REGION1,GRE3,2034,243.73
REGION1,HUE3,2034,174.924
REGION1,IEE3,2034,155.815
REGION1,ITE3,2034,1453.363
REGION1,LVE3,2034,32.726
REGION1,LTE3,2034,53.998
REGION1,LUE3,2034,31.11
REGION1,MTE3,2034,13.641
REGION1,NLE3,2034,525.592
REGION1,NOE3,2034,648.217
REGION1,PLE3,2034,598.526
REGION1,PTE3,2034,246.444
REGION1,ROE3,2034,180.78
REGION1,SKE3,2034,96.757
REGION1,SIE3,2034,55.172
REGION1,ESE3,2034,1136.234
REGION1,SEE3,2034,621.726
REGION1,CHE3,2034,332.819
REGION1,UKE3,2034,1708.759
REGION1,DZE3,2034,524.795
REGION1,AOE3,2034,131.645
REGION1,BJE3,2034,8.062
REGION1,BWE3,2034,28.978
REGION1,BFE3,2034,14.672
REGION1,BIE3,2034,1.661
REGION1,CME3,2034,39.752
REGION1,CFE3,2034,0.521
REGION1,TDE3,2034,1.361
REGION1,CDE3,2034,140.306
REGION1,CIE3,2034,52.334
REGION1,DJE3,2034,3.279
REGION1,EGE3,2034,1312.652
REGION1,GQE3,2034,8.005
REGION1,ERE3,2034,1.647
REGION1,ETE3,2034,129.074
REGION1,GAE3,2034,12.493
REGION1,GME3,2034,2.087
REGION1,GHE3,2034,95.382
REGION1,GNE3,2034,15.005
REGION1,GWE3,2034,0.953
REGION1,KEE3,2034,73.343
REGION1,LSE3,2034,6.281
REGION1,LRE3,2034,1.739
REGION1,LYE3,2034,173.65
REGION1,MWE3,2034,12.603
REGION1,MLE3,2034,17.591
REGION1,MRE3,2034,9.166
REGION1,MAE3,2034,320.579
REGION1,MZE3,2034,58.434
REGION1,NAE3,2034,23.757
REGION1,NEE3,2034,7.593
REGION1,NGE3,2034,258.894
REGION1,CGE3,2034,9.96
REGION1,RWE3,2034,4.647
REGION1,SNE3,2034,36.967
REGION1,SLE3,2034,1.86
REGION1,SOE3,2034,2.498
REGION1,ZAE3,2034,926.548
REGION1,SSE3,2034,2.582
REGION1,SDE3,2034,66.62
REGION1,SZE3,2034,9.992
REGION1,TZE3,2034,35.638
REGION1,TGE3,2034,9.408
REGION1,TNE3,2034,189.463
REGION1,UGE3,2034,19.816
REGION1,ZME3,2034,101.148
REGION1,ZWE3,2034,67.683
REGION1,ATE3,2035,327.425
REGION1,BEE3,2035,392.489
REGION1,BGE3,2035,131.677
REGION1,HRE3,2035,69.633
REGION1,CYE3,2035,20.826
REGION1,CZE3,2035,251.324
REGION1,DKE3,2035,156.9
REGION1,EEE3,2035,36.613
REGION1,FIE3,2035,394.077
REGION1,FRE3,2035,2126.06
REGION1,DEE3,2035,2449.275
REGION1,GRE3,2035,246.74
REGION1,HUE3,2035,177.229
REGION1,IEE3,2035,157.74
REGION1,ITE3,2035,1471.311
REGION1,LVE3,2035,33.13
REGION1,LTE3,2035,54.665
REGION1,LUE3,2035,31.494
REGION1,MTE3,2035,13.809
REGION1,NLE3,2035,532.083
REGION1,NOE3,2035,656.222
REGION1,PLE3,2035,606.412
REGION1,PTE3,2035,249.487
REGION1,ROE3,2035,183.162
REGION1,SKE3,2035,98.032
REGION1,SIE3,2035,55.899
REGION1,ESE3,2035,1150.266
REGION1,SEE3,2035,629.404
REGION1,CHE3,2035,336.929
REGION1,UKE3,2035,1729.861
REGION1,DZE3,2035,540.803
REGION1,AOE3,2035,136.4
REGION1,BJE3,2035,8.369
REGION1,BWE3,2035,30.061
REGION1,BFE3,2035,15.23
REGION1,BIE3,2035,1.715
REGION1,CME3,2035,40.972
REGION1,CFE3,2035,0.537
REGION1,TDE3,2035,1.403
REGION1,CDE3,2035,147.089
REGION1,CIE3,2035,54.326
REGION1,DJE3,2035,3.388
REGION1,EGE3,2035,1349.431
REGION1,GQE3,2035,8.251
REGION1,ERE3,2035,1.701
REGION1,ETE3,2035,135.059
REGION1,GAE3,2035,12.877
REGION1,GME3,2035,2.167
REGION1,GHE3,2035,99.011
REGION1,GNE3,2035,15.575
REGION1,GWE3,2035,0.989
REGION1,KEE3,2035,75.14
REGION1,LSE3,2035,6.516
REGION1,LRE3,2035,1.806
REGION1,LYE3,2035,179.87
REGION1,MWE3,2035,13.074
REGION1,MLE3,2035,18.26
REGION1,MRE3,2035,9.515
REGION1,MAE3,2035,332.031
REGION1,MZE3,2035,61.438
REGION1,NAE3,2035,24.646
REGION1,NEE3,2035,7.882
REGION1,NGE3,2035,271.736
REGION1,CGE3,2035,10.265
REGION1,RWE3,2035,4.8
REGION1,SNE3,2035,38.373
REGION1,SLE3,2035,1.931
REGION1,SOE3,2035,2.58
REGION1,ZAE3,2035,950.968
REGION1,SSE3,2035,2.667
REGION1,SDE3,2035,68.817
REGION1,SZE3,2035,10.366
REGION1,TZE3,2035,37.47
REGION1,TGE3,2035,9.766
REGION1,TNE3,2035,201.631
REGION1,UGE3,2035,20.469
REGION1,ZME3,2035,104.929
REGION1,ZWE3,2035,70.213
REGION1,ATE3,2036,335.14
REGION1,BEE3,2036,401.738
REGION1,BGE3,2036,131.265
REGION1,HRE3,2036,69.415
REGION1,CYE3,2036,20.761
REGION1,CZE3,2036,250.539
REGION1,DKE3,2036,160.597
REGION1,EEE3,2036,37.476
REGION1,FIE3,2036,403.363
REGION1,FRE3,2036,2176.159
REGION1,DEE3,2036,2506.99
REGION1,GRE3,2036,252.554
REGION1,HUE3,2036,176.675
REGION1,IEE3,2036,161.457
REGION1,ITE3,2036,1505.982
REGION1,LVE3,2036,33.911
REGION1,LTE3,2036,55.953
REGION1,LUE3,2036,32.236
REGION1,MTE3,2036,14.135
REGION1,NLE3,2036,544.621
REGION1,NOE3,2036,671.686
REGION1,PLE3,2036,604.518
REGION1,PTE3,2036,255.366
REGION1,ROE3,2036,182.59
REGION1,SKE3,2036,97.725
REGION1,SIE3,2036,55.725
REGION1,ESE3,2036,1177.371
REGION1,SEE3,2036,644.235
REGION1,CHE3,2036,344.869
REGION1,UKE3,2036,1770.624
REGION1,DZE3,2036,573.312
REGION1,AOE3,2036,142.42
REGION1,BJE3,2036,8.774
REGION1,BWE3,2036,31.224
REGION1,BFE3,2036,15.968
REGION1,BIE3,2036,1.791
REGION1,CME3,2036,42.532
REGION1,CFE3,2036,0.558
REGION1,TDE3,2036,1.456
REGION1,CDE3,2036,155.746
REGION1,CIE3,2036,56.959
REGION1,DJE3,2036,3.537
REGION1,EGE3,2036,1427.224
REGION1,GQE3,2036,8.565
REGION1,ERE3,2036,1.776
REGION1,ETE3,2036,141.084
REGION1,GAE3,2036,13.367
REGION1,GME3,2036,2.272
REGION1,GHE3,2036,103.81
REGION1,GNE3,2036,16.33
REGION1,GWE3,2036,1.037
REGION1,KEE3,2036,77.749
REGION1,LSE3,2036,6.768
REGION1,LRE3,2036,1.893
REGION1,LYE3,2036,184.274
REGION1,MWE3,2036,13.579
REGION1,MLE3,2036,19.145
REGION1,MRE3,2036,9.976
REGION1,MAE3,2036,345.874
REGION1,MZE3,2036,64.671
REGION1,NAE3,2036,25.598
REGION1,NEE3,2036,8.264
REGION1,NGE3,2036,286.164
REGION1,CGE3,2036,10.656
REGION1,RWE3,2036,5.011
REGION1,SNE3,2036,40.233
REGION1,SLE3,2036,2.025
REGION1,SOE3,2036,2.694
REGION1,ZAE3,2036,1007.858
REGION1,SSE3,2036,2.784
REGION1,SDE3,2036,71.845
REGION1,SZE3,2036,10.767
REGION1,TZE3,2036,39.442
REGION1,TGE3,2036,10.239
REGION1,TNE3,2036,208.317
REGION1,UGE3,2036,21.37
REGION1,ZME3,2036,108.986
REGION1,ZWE3,2036,72.928
REGION1,ATE3,2037,342.856
REGION1,BEE3,2037,410.986
REGION1,BGE3,2037,130.854
REGION1,HRE3,2037,69.197
REGION1,CYE3,2037,20.696
REGION1,CZE3,2037,249.754
REGION1,DKE3,2037,164.294
REGION1,EEE3,2037,38.339
REGION1,FIE3,2037,412.649
REGION1,FRE3,2037,2226.258
REGION1,DEE3,2037,2564.706
REGION1,GRE3,2037,258.368
REGION1,HUE3,2037,176.122
REGION1,IEE3,2037,165.174
REGION1,ITE3,2037,1540.652
REGION1,LVE3,2037,34.691
REGION1,LTE3,2037,57.242
REGION1,LUE3,2037,32.978
REGION1,MTE3,2037,14.46
REGION1,NLE3,2037,557.159
REGION1,NOE3,2037,687.149
REGION1,PLE3,2037,602.623
REGION1,PTE3,2037,261.245
REGION1,ROE3,2037,182.018
REGION1,SKE3,2037,97.419
REGION1,SIE3,2037,55.55
REGION1,ESE3,2037,1204.477
REGION1,SEE3,2037,659.067
REGION1,CHE3,2037,352.808
REGION1,UKE3,2037,1811.387
REGION1,DZE3,2037,605.821
REGION1,AOE3,2037,148.439
REGION1,BJE3,2037,9.18
REGION1,BWE3,2037,32.386
REGION1,BFE3,2037,16.706
REGION1,BIE3,2037,1.866
REGION1,CME3,2037,44.091
REGION1,CFE3,2037,0.578
REGION1,TDE3,2037,1.509
REGION1,CDE3,2037,164.404
REGION1,CIE3,2037,59.592
REGION1,DJE3,2037,3.686
REGION1,EGE3,2037,1505.018
REGION1,GQE3,2037,8.879
REGION1,ERE3,2037,1.851
REGION1,ETE3,2037,147.109
REGION1,GAE3,2037,13.857
REGION1,GME3,2037,2.377
REGION1,GHE3,2037,108.609
REGION1,GNE3,2037,17.085
REGION1,GWE3,2037,1.085
REGION1,KEE3,2037,80.358
REGION1,LSE3,2037,7.02
REGION1,LRE3,2037,1.981
REGION1,LYE3,2037,188.677
REGION1,MWE3,2037,14.085
REGION1,MLE3,2037,20.031
REGION1,MRE3,2037,10.437
REGION1,MAE3,2037,359.717
REGION1,MZE3,2037,67.904
REGION1,NAE3,2037,26.551
REGION1,NEE3,2037,8.646
REGION1,NGE3,2037,300.592
REGION1,CGE3,2037,11.047
REGION1,RWE3,2037,5.223
REGION1,SNE3,2037,42.093
REGION1,SLE3,2037,2.118
REGION1,SOE3,2037,2.807
REGION1,ZAE3,2037,1064.749
REGION1,SSE3,2037,2.901
REGION1,SDE3,2037,74.873
REGION1,SZE3,2037,11.168
REGION1,TZE3,2037,41.413
REGION1,TGE3,2037,10.713
REGION1,TNE3,2037,215.002
REGION1,UGE3,2037,22.27
REGION1,ZME3,2037,113.043
REGION1,ZWE3,2037,75.643
REGION1,ATE3,2038,350.571
REGION1,BEE3,2038,420.235
REGION1,BGE3,2038,130.443
REGION1,HRE3,2038,68.98
REGION1,CYE3,2038,20.631
REGION1,CZE3,2038,248.969
REGION1,DKE3,2038,167.991
REGION1,EEE3,2038,39.202
REGION1,FIE3,2038,421.935
REGION1,FRE3,2038,2276.357
REGION1,DEE3,2038,2622.421
REGION1,GRE3,2038,264.183
REGION1,HUE3,2038,175.568
REGION1,IEE3,2038,168.891
REGION1,ITE3,2038,1575.323
REGION1,LVE3,2038,35.472
REGION1,LTE3,2038,58.53
REGION1,LUE3,2038,33.72
REGION1,MTE3,2038,14.786
REGION1,NLE3,2038,569.697
REGION1,NOE3,2038,702.613
REGION1,PLE3,2038,600.728
REGION1,PTE3,2038,267.124
REGION1,ROE3,2038,181.445
REGION1,SKE3,2038,97.113
REGION1,SIE3,2038,55.375
REGION1,ESE3,2038,1231.582
REGION1,SEE3,2038,673.898
REGION1,CHE3,2038,360.748
REGION1,UKE3,2038,1852.15
REGION1,DZE3,2038,638.331
REGION1,AOE3,2038,154.459
REGION1,BJE3,2038,9.586
REGION1,BWE3,2038,33.548
REGION1,BFE3,2038,17.445
REGION1,BIE3,2038,1.942
REGION1,CME3,2038,45.65
REGION1,CFE3,2038,0.598
REGION1,TDE3,2038,1.563
REGION1,CDE3,2038,173.061
REGION1,CIE3,2038,62.225
REGION1,DJE3,2038,3.835
REGION1,EGE3,2038,1582.811
REGION1,GQE3,2038,9.193
REGION1,ERE3,2038,1.925
REGION1,ETE3,2038,153.134
REGION1,GAE3,2038,14.347
REGION1,GME3,2038,2.482
REGION1,GHE3,2038,113.408
REGION1,GNE3,2038,17.84
REGION1,GWE3,2038,1.133
REGION1,KEE3,2038,82.967
REGION1,LSE3,2038,7.272
REGION1,LRE3,2038,2.068
REGION1,LYE3,2038,193.08
REGION1,MWE3,2038,14.59
REGION1,MLE3,2038,20.916
REGION1,MRE3,2038,10.898
REGION1,MAE3,2038,373.561
REGION1,MZE3,2038,71.137
REGION1,NAE3,2038,27.504
REGION1,NEE3,2038,9.028
REGION1,NGE3,2038,315.021
REGION1,CGE3,2038,11.438
REGION1,RWE3,2038,5.434
REGION1,SNE3,2038,43.953
REGION1,SLE3,2038,2.212
REGION1,SOE3,2038,2.921
REGION1,ZAE3,2038,1121.639
REGION1,SSE3,2038,3.019
REGION1,SDE3,2038,77.9
REGION1,SZE3,2038,11.568
REGION1,TZE3,2038,43.385
REGION1,TGE3,2038,11.186
REGION1,TNE3,2038,221.688
REGION1,UGE3,2038,23.171
REGION1,ZME3,2038,117.1
REGION1,ZWE3,2038,78.358
REGION1,ATE3,2039,358.287
REGION1,BEE3,2039,429.484
REGION1,BGE3,2039,130.031
REGION1,HRE3,2039,68.762
REGION1,CYE3,2039,20.566
REGION1,CZE3,2039,248.183
REGION1,DKE3,2039,171.688
REGION1,EEE3,2039,40.065
REGION1,FIE3,2039,431.221
REGION1,FRE3,2039,2326.456
REGION1,DEE3,2039,2680.137
REGION1,GRE3,2039,269.997
REGION1,HUE3,2039,175.014
REGION1,IEE3,2039,172.608
REGION1,ITE3,2039,1609.993
REGION1,LVE3,2039,36.253
REGION1,LTE3,2039,59.818
REGION1,LUE3,2039,34.462
REGION1,MTE3,2039,15.111
REGION1,NLE3,2039,582.235
REGION1,NOE3,2039,718.076
REGION1,PLE3,2039,598.833
REGION1,PTE3,2039,273.003
REGION1,ROE3,2039,180.873
REGION1,SKE3,2039,96.806
REGION1,SIE3,2039,55.201
REGION1,ESE3,2039,1258.687
REGION1,SEE3,2039,688.73
REGION1,CHE3,2039,368.687
REGION1,UKE3,2039,1892.913
REGION1,DZE3,2039,670.84
REGION1,AOE3,2039,160.478
REGION1,BJE3,2039,9.991
REGION1,BWE3,2039,34.71
REGION1,BFE3,2039,18.183
REGION1,BIE3,2039,2.017
REGION1,CME3,2039,47.21
REGION1,CFE3,2039,0.619
REGION1,TDE3,2039,1.616
REGION1,CDE3,2039,181.719
REGION1,CIE3,2039,64.859
REGION1,DJE3,2039,3.984
REGION1,EGE3,2039,1660.604
REGION1,GQE3,2039,9.507
REGION1,ERE3,2039,2.0
REGION1,ETE3,2039,159.159
REGION1,GAE3,2039,14.837
REGION1,GME3,2039,2.587
REGION1,GHE3,2039,118.208
REGION1,GNE3,2039,18.595
REGION1,GWE3,2039,1.181
REGION1,KEE3,2039,85.577
REGION1,LSE3,2039,7.523
REGION1,LRE3,2039,2.156
REGION1,LYE3,2039,197.483
REGION1,MWE3,2039,15.096
REGION1,MLE3,2039,21.801
REGION1,MRE3,2039,11.36
REGION1,MAE3,2039,387.404
REGION1,MZE3,2039,74.371
REGION1,NAE3,2039,28.457
REGION1,NEE3,2039,9.41
REGION1,NGE3,2039,329.449
REGION1,CGE3,2039,11.828
REGION1,RWE3,2039,5.645
REGION1,SNE3,2039,45.813
REGION1,SLE3,2039,2.306
REGION1,SOE3,2039,3.034
REGION1,ZAE3,2039,1178.529
REGION1,SSE3,2039,3.136
REGION1,SDE3,2039,80.928
REGION1,SZE3,2039,11.969
REGION1,TZE3,2039,45.357
REGION1,TGE3,2039,11.66
REGION1,TNE3,2039,228.373
REGION1,UGE3,2039,24.072
REGION1,ZME3,2039,121.157
REGION1,ZWE3,2039,81.072
REGION1,ATE3,2040,366.003
REGION1,BEE3,2040,438.733
REGION1,BGE3,2040,129.62
REGION1,HRE3,2040,68.545
REGION1,CYE3,2040,20.501
REGION1,CZE3,2040,247.398
REGION1,DKE3,2040,175.386
REGION1,EEE3,2040,40.927
REGION1,FIE3,2040,440.507
REGION1,FRE3,2040,2376.556
REGION1,DEE3,2040,2737.853
REGION1,GRE3,2040,275.811
REGION1,HUE3,2040,174.46
REGION1,IEE3,2040,176.325
REGION1,ITE3,2040,1644.663
REGION1,LVE3,2040,37.034
REGION1,LTE3,2040,61.106
REGION1,LUE3,2040,35.204
REGION1,MTE3,2040,15.436
REGION1,NLE3,2040,594.774
REGION1,NOE3,2040,733.54
REGION1,PLE3,2040,596.939
REGION1,PTE3,2040,278.882
REGION1,ROE3,2040,180.301
REGION1,SKE3,2040,96.5
REGION1,SIE3,2040,55.026
REGION1,ESE3,2040,1285.793
REGION1,SEE3,2040,703.561
REGION1,CHE3,2040,376.627
REGION1,UKE3,2040,1933.676
REGION1,DZE3,2040,703.349
REGION1,AOE3,2040,166.498
REGION1,BJE3,2040,10.397
REGION1,BWE3,2040,35.873
REGION1,BFE3,2040,18.921
REGION1,BIE3,2040,2.093
REGION1,CME3,2040,48.769
REGION1,CFE3,2040,0.639
REGION1,TDE3,2040,1.669
REGION1,CDE3,2040,190.376
REGION1,CIE3,2040,67.492
REGION1,DJE3,2040,4.133
REGION1,EGE3,2040,1738.397
REGION1,GQE3,2040,9.821
REGION1,ERE3,2040,2.075
REGION1,ETE3,2040,165.184
REGION1,GAE3,2040,15.327
REGION1,GME3,2040,2.692
REGION1,GHE3,2040,123.007
REGION1,GNE3,2040,19.35
REGION1,GWE3,2040,1.229
REGION1,KEE3,2040,88.186
REGION1,LSE3,2040,7.775
REGION1,LRE3,2040,2.243
REGION1,LYE3,2040,201.887
REGION1,MWE3,2040,15.601
REGION1,MLE3,2040,22.686
REGION1,MRE3,2040,11.821
REGION1,MAE3,2040,401.247
REGION1,MZE3,2040,77.604
REGION1,NAE3,2040,29.41
REGION1,NEE3,2040,9.792
REGION1,NGE3,2040,343.877
REGION1,CGE3,2040,12.219
REGION1,RWE3,2040,5.856
REGION1,SNE3,2040,47.673
REGION1,SLE3,2040,2.399
REGION1,SOE3,2040,3.148
REGION1,ZAE3,2040,1235.42
REGION1,SSE3,2040,3.253
REGION1,SDE3,2040,83.956
REGION1,SZE3,2040,12.37
REGION1,TZE3,2040,47.329
REGION1,TGE3,2040,12.133
REGION1,TNE3,2040,235.059
REGION1,UGE3,2040,24.972
REGION1,ZME3,2040,125.213
REGION1,ZWE3,2040,83.787
REGION1,ATE3,2041,377.041
REGION1,BEE3,2041,451.964
REGION1,BGE3,2041,135.528
REGION1,HRE3,2041,71.669
REGION1,CYE3,2041,21.435
REGION1,CZE3,2041,258.675
REGION1,DKE3,2041,180.675
REGION1,EEE3,2041,42.162
REGION1,FIE3,2041,453.793
REGION1,FRE3,2041,2448.231
REGION1,DEE3,2041,2820.424
REGION1,GRE3,2041,284.13
REGION1,HUE3,2041,182.413
REGION1,IEE3,2041,181.643
REGION1,ITE3,2041,1694.266
REGION1,LVE3,2041,38.15
REGION1,LTE3,2041,62.949
REGION1,LUE3,2041,36.266
REGION1,MTE3,2041,15.902
REGION1,NLE3,2041,612.712
REGION1,NOE3,2041,755.663
REGION1,PLE3,2041,624.149
REGION1,PTE3,2041,287.293
REGION1,ROE3,2041,188.519
REGION1,SKE3,2041,100.899
REGION1,SIE3,2041,57.534
REGION1,ESE3,2041,1324.571
REGION1,SEE3,2041,724.78
REGION1,CHE3,2041,387.986
REGION1,UKE3,2041,1991.995
REGION1,DZE3,2041,732.401
REGION1,AOE3,2041,173.507
REGION1,BJE3,2041,10.9
REGION1,BWE3,2041,37.219
REGION1,BFE3,2041,19.837
REGION1,BIE3,2041,2.354
REGION1,CME3,2041,50.639
REGION1,CFE3,2041,0.664
REGION1,TDE3,2041,1.733
REGION1,CDE3,2041,200.373
REGION1,CIE3,2041,70.76
REGION1,DJE3,2041,4.65
REGION1,EGE3,2041,1808.38
REGION1,GQE3,2041,10.198
REGION1,ERE3,2041,2.335
REGION1,ETE3,2041,172.779
REGION1,GAE3,2041,15.915
REGION1,GME3,2041,2.822
REGION1,GHE3,2041,128.963
REGION1,GNE3,2041,20.287
REGION1,GWE3,2041,1.288
REGION1,KEE3,2041,92.777
REGION1,LSE3,2041,8.067
REGION1,LRE3,2041,2.352
REGION1,LYE3,2041,208.641
REGION1,MWE3,2041,16.187
REGION1,MLE3,2041,23.784
REGION1,MRE3,2041,12.393
REGION1,MAE3,2041,417.151
REGION1,MZE3,2041,81.545
REGION1,NAE3,2041,30.514
REGION1,NEE3,2041,10.266
REGION1,NGE3,2041,358.97
REGION1,CGE3,2041,12.687
REGION1,RWE3,2041,6.589
REGION1,SNE3,2041,49.982
REGION1,SLE3,2041,2.515
REGION1,SOE3,2041,3.542
REGION1,ZAE3,2041,1267.731
REGION1,SSE3,2041,3.66
REGION1,SDE3,2041,94.457
REGION1,SZE3,2041,12.834
REGION1,TZE3,2041,49.733
REGION1,TGE3,2041,12.72
