REGION,FUEL,YEAR,VALUE
REGION1,FRE1,2028,1.0
REGION1,GRE1,2028,1.0
REGION1,HRE1,2028,1.0
REGION1,HUE1,2028,1.0
REGION1,IEE1,2028,1.0
REGION1,ITE1,2028,1.0
REGION1,LTE1,2028,1.0
REGION1,LUE1,2028,1.0
REGION1,LVE1,2028,1.0
REGION1,MTE1,2028,1.0
REGION1,NLE1,2028,1.0
REGION1,NOE1,2028,1.0
REGION1,PLE1,2028,1.0
REGION1,PTE1,2028,1.0
REGION1,ROE1,2028,1.0
REGION1,SEE1,2028,1.0
REGION1,SIE1,2028,1.0
REGION1,SKE1,2028,1.0
REGION1,UKE1,2028,1.0
REGION1,DZE1,2028,1.0
REGION1,AOE1,2028,1.0
REGION1,BJE1,2028,1.0
REGION1,BWE1,2028,1.0
REGION1,BFE1,2028,1.0
REGION1,BIE1,2028,1.0
REGION1,CME1,2028,1.0
REGION1,CFE1,2028,1.0
REGION1,TDE1,2028,1.0
REGION1,CIE1,2028,1.0
REGION1,DJE1,2028,1.0
REGION1,CDE1,2028,1.0
REGION1,EGE1,2028,1.0
REGION1,GQE1,2028,1.0
REGION1,ERE1,2028,1.0
REGION1,SZE1,2028,1.0
REGION1,ETE1,2028,1.0
REGION1,GAE1,2028,1.0
REGION1,GME1,2028,1.0
REGION1,GHE1,2028,1.0
REGION1,GNE1,2028,1.0
REGION1,GWE1,2028,1.0
REGION1,KEE1,2028,1.0
REGION1,LSE1,2028,1.0
REGION1,LRE1,2028,1.0
REGION1,LYE1,2028,1.0
REGION1,MWE1,2028,1.0
REGION1,MLE1,2028,1.0
REGION1,MRE1,2028,1.0
REGION1,MAE1,2028,1.0
REGION1,MZE1,2028,1.0
REGION1,NAE1,2028,1.0
REGION1,NEE1,2028,1.0
REGION1,NGE1,2028,1.0
REGION1,CGE1,2028,1.0
REGION1,RWE1,2028,1.0
REGION1,SNE1,2028,1.0
REGION1,SLE1,2028,1.0
REGION1,SOE1,2028,1.0
REGION1,ZAE1,2028,1.0
