REGION,TECHNOLOGY,VALUE
REGION1,GRDSELN1,31.536
REGION1,GRBMCHPN1,31.536
REGION1,ESCOCHPN1,31.536
REGION1,ESCOSTPN1,31.536
REGION1,ESNUG2PN1,31.536
REGION1,ESLISTPN1,31.536
REGION1,ESNGCCPN1,31.536
REGION1,ESNGCHPN1,31.536
REGION1,ESBFCHPN1,31.536
REGION1,ESBFSTPN1,31.536
REGION1,ESDGCHPN1,31.536
REGION1,ESDGELN1,31.536
REGION1,ESRGCHPN1,31.536
REGION1,ESRGELN1,31.536
REGION1,ESDSCHPN1,31.536
REGION1,ESDSELN1,31.536
REGION1,ESHFCHPN1,31.536
REGION1,ESHFSTPN1,31.536
REGION1,ESBMCHPN1,31.536
REGION1,ESBMSTPN1,31.536
REGION1,ESWSCHPN1,31.536
REGION1,ESWSSTPN1,31.536
REGION1,ESWIOFPN1,31.536
REGION1,ESWIONPN1,31.536
REGION1,ESSOUTPN1,31.536
REGION1,ESSOSTHN1,31.536
REGION1,ESOCWVPN1,31.536
REGION1,ESHYDMPN1,31.536
REGION1,ESHYDRPN1,31.536
REGION1,ESHYDSPN1,31.536
REGION1,FIBFHPFN1,31.536
REGION1,FIBMSTPN1,31.536
REGION1,FICOCHPN1,31.536
REGION1,FICOSTPN1,31.536
REGION1,FIHFCHPN1,31.536
REGION1,FIHFSTPN1,31.536
REGION1,FIHYDMPN1,31.536
REGION1,FIHYDRPN1,31.536
REGION1,FINGCCPN1,31.536
REGION1,FINGCHPN1,31.536
REGION1,FINUG2PN1,31.536
REGION1,FISOUTPN1,31.536
REGION1,FIWIOFPN1,31.536
REGION1,FIWIONPN1,31.536
REGION1,FIWSCHPN1,31.536
REGION1,FILICHPN1,31.536
REGION1,FILIELN1,31.536
REGION1,FIBFCHPN1,31.536
REGION1,FIDGCHPN1,31.536
REGION1,FIDGELN1,31.536
REGION1,FIRGCHPN1,31.536
REGION1,FIRGELN1,31.536
REGION1,FIDSCHPN1,31.536
REGION1,FIDSELN1,31.536
REGION1,FIBMCHPN1,31.536
REGION1,FRNUG2PN1,31.536
REGION1,FRCOCHPN1,31.536
REGION1,FRCOSTPN1,31.536
REGION1,FRNGCCPN1,31.536
REGION1,FRNGCHPN1,31.536
REGION1,FRBFHPFN1,31.536
REGION1,FRBFCHPN1,31.536
REGION1,FRDGELN1,31.536
REGION1,FRRGCHPN1,31.536
REGION1,FRRGELN1,31.536
REGION1,FRDSCHPN1,31.536
REGION1,FRDSELN1,31.536
REGION1,FRHFCHPN1,31.536
REGION1,FRHFSTPN1,31.536
REGION1,FRBMCHPN1,31.536
REGION1,FRBMSTPN1,31.536
REGION1,FRWSCHPN1,31.536
REGION1,FRWSSTPN1,31.536
REGION1,FRWIONPN1,31.536
REGION1,FRWIOFPN1,31.536
REGION1,FRSOUTPN1,31.536
REGION1,FRSOSTHN1,31.536
REGION1,FRGOCVPN1,31.536
REGION1,FRTIDN1,31.536
REGION1,FROCWVPN1,31.536
REGION1,FRHYDMPN1,31.536
REGION1,FRHYDRPN1,31.536
REGION1,FRHYDSPN1,31.536
REGION1,HRBFHPFN1,31.536
REGION1,HRBMCHPN1,31.536
REGION1,HRCOSTPN1,31.536
REGION1,HRHFCHPN1,31.536
REGION1,HRHFSTPN1,31.536
REGION1,HRHYDMPN1,31.536
REGION1,HRHYDRPN1,31.536
REGION1,HRHYDSPN1,31.536
REGION1,HRNGCCPN1,31.536
REGION1,HRNGCHPN1,31.536
REGION1,HRSOUTPN1,31.536
REGION1,HRWIONPN1,31.536
REGION1,HRLICHPN1,31.536
REGION1,HRBFCHPN1,31.536
REGION1,HRRGCHPN1,31.536
REGION1,HRDSCHPN1,31.536
REGION1,HRDSELN1,31.536
REGION1,HRGOCVPN1,31.536
REGION1,HUNUG2PN1,31.536
REGION1,HUCOCHPN1,31.536
REGION1,HUCOSTPN1,31.536
REGION1,HULICHPN1,31.536
REGION1,HULIELN1,31.536
REGION1,HUNGCCPN1,31.536
REGION1,HUNGCHPN1,31.536
REGION1,HUBFCHPN1,31.536
REGION1,HUDGCHPN1,31.536
REGION1,HUDGELN1,31.536
REGION1,HURGCHPN1,31.536
REGION1,HUDSCHPN1,31.536
REGION1,HUDSELN1,31.536
REGION1,HUHFCHPN1,31.536
REGION1,HUHFSTPN1,31.536
REGION1,HUBMSTPN1,31.536
REGION1,HUBMCHPN1,31.536
REGION1,HUWSSTPN1,31.536
REGION1,HUWIONPN1,31.536
REGION1,HUSOUTPN1,31.536
REGION1,HUGOCVPN1,31.536
REGION1,HUHYDMPN1,31.536
REGION1,HUHYDRPN1,31.536
REGION1,IEBFHPFN1,31.536
REGION1,IEBMSTPN1,31.536
REGION1,IEHYDMPN1,31.536
REGION1,IEHYDRPN1,31.536
REGION1,IEHYDSPN1,31.536
REGION1,IENGCCPN1,31.536
REGION1,IENGCHPN1,31.536
REGION1,IESOUTPN1,31.536
REGION1,IEWIOFPN1,31.536
REGION1,IEWIONPN1,31.536
REGION1,IEWSSTPN1,31.536
REGION1,IECOSTPN1,31.536
REGION1,IELICHPN1,31.536
REGION1,IELIELN1,31.536
REGION1,IEBFCHPN1,31.536
REGION1,IERGCHPN1,31.536
REGION1,IEDSELN1,31.536
REGION1,IEDSCHPN1,31.536
REGION1,IEHFSTPN1,31.536
REGION1,IEBMCHPN1,31.536
REGION1,ITBFHPFN1,31.536
REGION1,ITBMCHPN1,31.536
REGION1,ITBMSTPN1,31.536
REGION1,ITCOCHPN1,31.536
REGION1,ITGOCVPN1,31.536
REGION1,ITHFCHPN1,31.536
REGION1,ITHFSTPN1,31.536
REGION1,ITHYDMPN1,31.536
REGION1,ITHYDSPN1,31.536
REGION1,ITNGCCPN1,31.536
REGION1,ITNGCHPN1,31.536
REGION1,ITSOUTPN1,31.536
REGION1,ITWIONPN1,31.536
REGION1,ITWSCHPN1,31.536
REGION1,ITWSSTPN1,31.536
REGION1,ITCOSTPN1,31.536
REGION1,ITBFCHPN1,31.536
REGION1,ITDGCHPN1,31.536
REGION1,ITDGELN1,31.536
REGION1,ITRGCHPN1,31.536
REGION1,ITRGELN1,31.536
REGION1,ITDSCHPN1,31.536
REGION1,ITDSELN1,31.536
REGION1,ITWIOFPN1,31.536
REGION1,ITHYDRPN1,31.536
REGION1,LTBMCHPN1,31.536
REGION1,LTHFCHPN1,31.536
REGION1,LTNGCHPN1,31.536
REGION1,LTSOUTPN1,31.536
REGION1,LTWIONPN1,31.536
REGION1,LTWSCHPN1,31.536
REGION1,LTBFCHPN1,31.536
REGION1,LTRGCHPN1,31.536
REGION1,LTDSCHPN1,31.536
REGION1,LTHYDRPN1,31.536
REGION1,LTHYDSPN1,31.536
REGION1,LUHYDSPN1,31.536
REGION1,LUNGCCPN1,31.536
REGION1,LUNGCHPN1,31.536
REGION1,LUSOUTPN1,31.536
REGION1,LUWIONPN1,31.536
REGION1,LUWSCHPN1,31.536
REGION1,LUBFCHPN1,31.536
REGION1,LUDSCHPN1,31.536
REGION1,LUBMCHPN1,31.536
REGION1,LUHYDRPN1,31.536
REGION1,LVCOCHPN1,31.536
REGION1,LVHFCHPN1,31.536
REGION1,LVHYDMPN1,31.536
REGION1,LVNGCCPN1,31.536
REGION1,LVNGCHPN1,31.536
REGION1,LVSOUTPN1,31.536
REGION1,LVWIONPN1,31.536
REGION1,LVLICHPN1,31.536
REGION1,LVBFCHPN1,31.536
REGION1,LVDSCHPN1,31.536
REGION1,LVBMCHPN1,31.536
REGION1,LVHYDRPN1,31.536
REGION1,MTSOUTPN1,31.536
REGION1,MTWIONPN1,31.536
REGION1,MTNGHPFN1,31.536
REGION1,MTBFCHPN1,31.536
REGION1,MTDSGCCN1,31.536
REGION1,MTDSGCPN1,31.536
REGION1,MTDSSTPN1,31.536
REGION1,NLBFHPFN1,31.536
REGION1,NLBMSTPN1,31.536
REGION1,NLCOCHPN1,31.536
REGION1,NLNGCCPN1,31.536
REGION1,NLNGCHPN1,31.536
REGION1,NLNUG2PN1,31.536
REGION1,NLSOUTPN1,31.536
REGION1,NLWIOFPN1,31.536
REGION1,NLWIONPN1,31.536
REGION1,NLWSCHPN1,31.536
REGION1,NLCOSTPN1,31.536
REGION1,NLBFCHPN1,31.536
REGION1,NLDGCHPN1,31.536
REGION1,NLDGELN1,31.536
REGION1,NLRGCHPN1,31.536
REGION1,NLRGELN1,31.536
REGION1,NLDSCHPN1,31.536
REGION1,NLDSELN1,31.536
REGION1,NLHFCHPN1,31.536
REGION1,NLBMCHPN1,31.536
REGION1,NLHYDRPN1,31.536
REGION1,PLCOCHPN1,31.536
REGION1,PLCOSTPN1,31.536
REGION1,PLLICHPN1,31.536
REGION1,PLLIELN1,31.536
REGION1,PLNGCCPN1,31.536
REGION1,PLNGCHPN1,31.536
REGION1,PLBFCHPN1,31.536
REGION1,PLDGCHPN1,31.536
REGION1,PLRGCHPN1,31.536
REGION1,PLDSCHPN1,31.536
REGION1,PLDSELN1,31.536
REGION1,PLHFCHPN1,31.536
REGION1,PLBMSTPN1,31.536
REGION1,PLBMCHPN1,31.536
REGION1,PLWIONPN1,31.536
REGION1,PLHYDMPN1,31.536
REGION1,PLHYDSPN1,31.536
REGION1,PLHYDRPN1,31.536
REGION1,PTBFHPFN1,31.536
REGION1,PTBMSTPN1,31.536
REGION1,PTGOCVPN1,31.536
REGION1,PTHFCHPN1,31.536
REGION1,PTHFSTPN1,31.536
REGION1,PTHYDMPN1,31.536
REGION1,PTHYDSPN1,31.536
REGION1,PTNGCCPN1,31.536
REGION1,PTNGCHPN1,31.536
REGION1,PTOCWVPN1,31.536
REGION1,PTSOUTPN1,31.536
REGION1,PTWIOFPN1,31.536
REGION1,PTWIONPN1,31.536
REGION1,PTWSCHPN1,31.536
REGION1,PTWSSTPN1,31.536
REGION1,PTCOSTPN1,31.536
REGION1,PTBFCHPN1,31.536
REGION1,PTRGCHPN1,31.536
REGION1,PTDSCHPN1,31.536
REGION1,PTDSELN1,31.536
REGION1,PTBMCHPN1,31.536
REGION1,PTHYDRPN1,31.536
REGION1,ROBMSTPN1,31.536
REGION1,ROCOCHPN1,31.536
REGION1,ROHFCHPN1,31.536
REGION1,ROHYDMPN1,31.536
REGION1,RONGCHPN1,31.536
REGION1,RONUG2PN1,31.536
REGION1,ROSOUTPN1,31.536
REGION1,ROWIONPN1,31.536
REGION1,ROLICHPN1,31.536
REGION1,ROLIELN1,31.536
REGION1,RONGCCPN1,31.536
REGION1,RODGCHPN1,31.536
REGION1,RODGELN1,31.536
REGION1,RORGCHPN1,31.536
REGION1,RODSCHPN1,31.536
REGION1,RODSELN1,31.536
REGION1,ROHFSTPN1,31.536
REGION1,ROBMCHPN1,31.536
REGION1,ROGOCVPN1,31.536
REGION1,ROHYDRPN1,31.536
REGION1,ROHYDSPN1,31.536
REGION1,SEBMCHPN1,31.536
REGION1,SECOCHPN1,31.536
REGION1,SEHFCHPN1,31.536
REGION1,SEHYDMPN1,31.536
REGION1,SEHYDSPN1,31.536
REGION1,SENGCCPN1,31.536
REGION1,SENGCHPN1,31.536
REGION1,SENUG2PN1,31.536
REGION1,SESOUTPN1,31.536
REGION1,SEWIOFPN1,31.536
REGION1,SEWIONPN1,31.536
REGION1,SEWSCHPN1,31.536
REGION1,SELICHPN1,31.536
REGION1,SEBFCHPN1,31.536
REGION1,SEDGCHPN1,31.536
REGION1,SEDSCHPN1,31.536
REGION1,SEDSELN1,31.536
REGION1,SEHFSTPN1,31.536
REGION1,SEHYDRPN1,31.536
REGION1,SIHFCHPN1,31.536
REGION1,SIHFSTPN1,31.536
REGION1,SIHYDMPN1,31.536
REGION1,SINGCHPN1,31.536
REGION1,SINUG2PN1,31.536
REGION1,SISOUTPN1,31.536
REGION1,SIWIONPN1,31.536
REGION1,SILICHPN1,31.536
REGION1,SINGCCPN1,31.536
REGION1,SIBFCHPN1,31.536
REGION1,SIDSCHPN1,31.536
REGION1,SIDSELN1,31.536
REGION1,SIBMCHPN1,31.536
REGION1,SIWSCHPN1,31.536
REGION1,SIHYDRPN1,31.536
REGION1,SIHYDSPN1,31.536
REGION1,SKBFHPFN1,31.536
REGION1,SKBMSTPN1,31.536
REGION1,SKCOCHPN1,31.536
REGION1,SKHFCHPN1,31.536
REGION1,SKHYDMPN1,31.536
REGION1,SKHYDSPN1,31.536
REGION1,SKNGCCPN1,31.536
REGION1,SKNGCHPN1,31.536
REGION1,SKNUG2PN1,31.536
REGION1,SKSOUTPN1,31.536
REGION1,SKWIONPN1,31.536
REGION1,SKWSCHPN1,31.536
REGION1,SKLICHPN1,31.536
REGION1,SKLIELN1,31.536
REGION1,SKBFCHPN1,31.536
REGION1,SKDGCHPN1,31.536
REGION1,SKRGCHPN1,31.536
REGION1,SKDSCHPN1,31.536
REGION1,SKDSELN1,31.536
REGION1,SKBMCHPN1,31.536
REGION1,SKHYDRPN1,31.536
REGION1,NOBFHPFN1,31.536
REGION1,NOHFCHPN1,31.536
REGION1,NOHFSTPN1,31.536
REGION1,NOHYDRPN1,31.536
REGION1,NOHYDMPN1,31.536
REGION1,NOSOUTPN1,31.536
REGION1,NOWIOFPN1,31.536
REGION1,NOWIONPN1,31.536
REGION1,NOWSCHPN1,31.536
REGION1,NOBMCHPN1,31.536
REGION1,NOOCWVPN1,31.536
REGION1,CHBFHPFN1,31.536
REGION1,CHHFCHPN1,31.536
REGION1,CHHFSTPN1,31.536
REGION1,CHHYDSPN1,31.536
REGION1,CHNGCCPN1,31.536
REGION1,CHNGCHPN1,31.536
REGION1,CHNUG2PN1,31.536
REGION1,CHSOUTPN1,31.536
REGION1,CHWIONPN1,31.536
REGION1,CHWSCHPN1,31.536
REGION1,CHWSSTPN1,31.536
REGION1,CHHYDRPN1,31.536
REGION1,CHHYDMPN1,31.536
REGION1,UKBFHPFN1,31.536
REGION1,UKBMCCPN1,31.536
REGION1,UKBMSTPN1,31.536
REGION1,UKCOCHPN1,31.536
REGION1,UKHFCHPN1,31.536
REGION1,UKHFSTPN1,31.536
REGION1,UKHYDMPN1,31.536
REGION1,UKHYDRPN1,31.536
REGION1,UKHYDSPN1,31.536
REGION1,UKNGCCPN1,31.536
REGION1,UKNGCHPN1,31.536
REGION1,UKNUG2PN1,31.536
REGION1,UKOCWVPN1,31.536
REGION1,UKSOUTPN1,31.536
REGION1,UKWIOFPN1,31.536
REGION1,UKWIONPN1,31.536
REGION1,UKWSCHPN1,31.536
REGION1,UKWSSTPN1,31.536
REGION1,ATNGCCSN1,31.536
REGION1,BENGCCSN1,31.536
REGION1,BGNGCCSN1,31.536
REGION1,CHNGCCSN1,31.536
REGION1,CYNGCCSN1,31.536
REGION1,CZNGCCSN1,31.536
REGION1,DENGCCSN1,31.536
REGION1,DKNGCCSN1,31.536
REGION1,EENGCCSN1,31.536
REGION1,ESNGCCSN1,31.536
REGION1,FINGCCSN1,31.536
REGION1,FRNGCCSN1,31.536
REGION1,GRNGCCSN1,31.536
REGION1,HRNGCCSN1,31.536
REGION1,HUNGCCSN1,31.536
REGION1,IENGCCSN1,31.536
REGION1,ITNGCCSN1,31.536
REGION1,LTNGCCSN1,31.536
REGION1,LUNGCCSN1,31.536
REGION1,LVNGCCSN1,31.536
REGION1,MTNGCCSN1,31.536
REGION1,NLNGCCSN1,31.536
REGION1,NONGCCSN1,31.536
REGION1,PLNGCCSN1,31.536
REGION1,PTNGCCSN1,31.536
REGION1,RONGCCSN1,31.536
REGION1,SENGCCSN1,31.536
REGION1,SINGCCSN1,31.536
REGION1,SKNGCCSN1,31.536
REGION1,UKNGCCSN1,31.536
REGION1,ATBMCCSN1,31.536
REGION1,BEBMCCSN1,31.536
REGION1,BGBMCCSN1,31.536
REGION1,CZBMCCSN1,31.536
REGION1,DEBMCCSN1,31.536
REGION1,DKBMCCSN1,31.536
REGION1,EEBMCCSN1,31.536
REGION1,GRBMCCSN1,31.536
REGION1,ESBMCCSN1,31.536
REGION1,FIBMCCSN1,31.536
REGION1,FRBMCCSN1,31.536
REGION1,HRBMCCSN1,31.536
REGION1,HUBMCCSN1,31.536
REGION1,IEBMCCSN1,31.536
REGION1,ITBMCCSN1,31.536
REGION1,LTBMCCSN1,31.536
REGION1,LUBMCCSN1,31.536
REGION1,LVBMCCSN1,31.536
REGION1,NLBMCCSN1,31.536
REGION1,PLBMCCSN1,31.536
REGION1,PTBMCCSN1,31.536
REGION1,ROBMCCSN1,31.536
REGION1,SEBMCCSN1,31.536
REGION1,SIBMCCSN1,31.536
REGION1,SKBMCCSN1,31.536
REGION1,NOBMCCSN1,31.536
REGION1,UKBMCCSN1,31.536
REGION1,ATBACKSTOP,31.536
REGION1,BEBACKSTOP,31.536
REGION1,BGBACKSTOP,31.536
REGION1,CHBACKSTOP,31.536
REGION1,CYBACKSTOP,31.536
REGION1,CZBACKSTOP,31.536
REGION1,DEBACKSTOP,31.536
REGION1,DKBACKSTOP,31.536
REGION1,EEBACKSTOP,31.536
REGION1,GRBACKSTOP,31.536
REGION1,ESBACKSTOP,31.536
REGION1,FIBACKSTOP,31.536
REGION1,FRBACKSTOP,31.536
REGION1,HRBACKSTOP,31.536
REGION1,HUBACKSTOP,31.536
REGION1,IEBACKSTOP,31.536
REGION1,ITBACKSTOP,31.536
REGION1,LTBACKSTOP,31.536
REGION1,LUBACKSTOP,31.536
REGION1,LVBACKSTOP,31.536
REGION1,MTBACKSTOP,31.536
REGION1,NLBACKSTOP,31.536
REGION1,NOBACKSTOP,31.536
REGION1,PLBACKSTOP,31.536
REGION1,PTBACKSTOP,31.536
REGION1,ROBACKSTOP,31.536
REGION1,SEBACKSTOP,31.536
REGION1,SIBACKSTOP,31.536
REGION1,SKBACKSTOP,31.536
REGION1,UKBACKSTOP,31.536
REGION1,ATBATTH1,31.536
REGION1,BEBATTH1,31.536
REGION1,BGBATTH1,31.536
REGION1,CHBATTH1,31.536
REGION1,CYBATTH1,31.536
REGION1,CZBATTH1,31.536
REGION1,DEBATTH1,31.536
REGION1,DKBATTH1,31.536
REGION1,EEBATTH1,31.536
REGION1,GRBATTH1,31.536
REGION1,ESBATTH1,31.536
REGION1,FIBATTH1,31.536
REGION1,FRBATTH1,31.536
REGION1,HRBATTH1,31.536
REGION1,HUBATTH1,31.536
REGION1,IEBATTH1,31.536
REGION1,ITBATTH1,31.536
REGION1,LTBATTH1,31.536
REGION1,LUBATTH1,31.536
REGION1,LVBATTH1,31.536
REGION1,MTBATTH1,31.536
REGION1,NLBATTH1,31.536
REGION1,NOBATTH1,31.536
REGION1,PLBATTH1,31.536
REGION1,PTBATTH1,31.536
REGION1,ROBATTH1,31.536
REGION1,SEBATTH1,31.536
REGION1,SIBATTH1,31.536
REGION1,SKBATTH1,31.536
REGION1,UKBATTH1,31.536
REGION1,CYNGCCPH1,31.536
REGION1,CYNGSTPH1,31.536
REGION1,CYNGCCPN1,31.536
REGION1,CYNGSTPN1,31.536
REGION1,DZBACKSTOP,31.536
REGION1,AOBACKSTOP,31.536
REGION1,BJBACKSTOP,31.536
REGION1,BWBACKSTOP,31.536
REGION1,BFBACKSTOP,31.536
REGION1,BIBACKSTOP,31.536
REGION1,CMBACKSTOP,31.536
REGION1,CFBACKSTOP,31.536
REGION1,TDBACKSTOP,31.536
REGION1,CIBACKSTOP,31.536
REGION1,DJBACKSTOP,31.536
REGION1,CDBACKSTOP,31.536
REGION1,EGBACKSTOP,31.536
REGION1,GQBACKSTOP,31.536
REGION1,ERBACKSTOP,31.536
REGION1,SZBACKSTOP,31.536
REGION1,ETBACKSTOP,31.536
REGION1,GABACKSTOP,31.536
REGION1,GMBACKSTOP,31.536
REGION1,GHBACKSTOP,31.536
REGION1,GNBACKSTOP,31.536
REGION1,GWBACKSTOP,31.536
REGION1,KEBACKSTOP,31.536
REGION1,LSBACKSTOP,31.536
REGION1,LRBACKSTOP,31.536
REGION1,LYBACKSTOP,31.536
REGION1,MWBACKSTOP,31.536
REGION1,MLBACKSTOP,31.536
REGION1,MRBACKSTOP,31.536
REGION1,MABACKSTOP,31.536
REGION1,MZBACKSTOP,31.536
REGION1,NABACKSTOP,31.536
REGION1,NEBACKSTOP,31.536
REGION1,NGBACKSTOP,31.536
REGION1,CGBACKSTOP,31.536
REGION1,RWBACKSTOP,31.536
REGION1,SNBACKSTOP,31.536
REGION1,SLBACKSTOP,31.536
REGION1,SOBACKSTOP,31.536
REGION1,ZABACKSTOP,31.536
REGION1,SSBACKSTOP,31.536
REGION1,SDBACKSTOP,31.536
REGION1,TZBACKSTOP,31.536
REGION1,TGBACKSTOP,31.536
REGION1,TNBACKSTOP,31.536
REGION1,UGBACKSTOP,31.536
REGION1,ZMBACKSTOP,31.536
REGION1,ZWBACKSTOP,31.536
REGION1,DZNGCCPH1,31.536
REGION1,DZNGGCPH1,31.536
REGION1,DZSOU1PH1,31.536
REGION1,EGBMCHPH1,31.536
REGION1,EGSOU1PH1,31.536
REGION1,EGWINDPH1,31.536
REGION1,LYNGCCPH1,31.536
REGION1,LYNGGCPH1,31.536
REGION1,LYLFRCPH1,31.536
REGION1,LYHFGCPH1,31.536
REGION1,LYSOU1PH1,31.536
REGION1,MASOU1PH1,31.536
REGION1,MAWINDPH1,31.536
REGION1,SDSOU1PH1,31.536
REGION1,TNNGCCPH1,31.536
REGION1,TNNGGCPH1,31.536
REGION1,TNSOU1PH1,31.536
REGION1,AOSOU1PH1,31.536
REGION1,BJSOU1PH1,31.536
REGION1,BFLFRCPH1,31.536
REGION1,BFHFGCPH1,31.536
REGION1,BFHYDMSH1,31.536
REGION1,BFSOU1PH1,31.536
REGION1,BIHYDMSH1,31.536
REGION1,CMHYDMSH1,31.536
REGION1,CMSOU1PH1,31.536
REGION1,CFSOU1PH1,31.536
REGION1,CINGCCPH1,31.536
REGION1,CINGGCPH1,31.536
REGION1,CISOU1PH1,31.536
REGION1,CDLFRCPH1,31.536
REGION1,CDHFGCPH1,31.536
REGION1,CDHYDMSH1,31.536
REGION1,CDSOU1PH1,31.536
REGION1,DJWINDPH1,31.536
REGION1,ETBMCHPH1,31.536
REGION1,ETHYDMSH1,31.536
REGION1,ETWINDPH1,31.536
REGION1,GHNGCCPH1,31.536
REGION1,GHNGGCPH1,31.536
REGION1,GHSOU1PH1,31.536
REGION1,KEGOCVPH1,31.536
REGION1,KEHYDMSH1,31.536
REGION1,KESOU1PH1,31.536
REGION1,LSSOU1PH1,31.536
REGION1,MWSOU1PH1,31.536
REGION1,MLHYDMSH1,31.536
REGION1,MLSOU1PH1,31.536
REGION1,MRSOU1PH1,31.536
REGION1,MRWINDPH1,31.536
REGION1,MZLFRCPH1,31.536
REGION1,MZHFGCPH1,31.536
REGION1,MZSOU1PH1,31.536
REGION1,NASOU1PH1,31.536
REGION1,NELFRCPH1,31.536
REGION1,NEHFGCPH1,31.536
REGION1,NESOU1PH1,31.536
REGION1,NGNGCCPH1,31.536
REGION1,NGNGGCPH1,31.536
REGION1,NGLFRCPH1,31.536
REGION1,NGHFGCPH1,31.536
REGION1,NGHYDMSH1,31.536
REGION1,NGSOU1PH1,31.536
REGION1,RWCOSCPH1,31.536
REGION1,SNNGCCPH1,31.536
REGION1,SNLFRCPH1,31.536
REGION1,SNHFGCPH1,31.536
REGION1,SNSOU1PH1,31.536
REGION1,ZANULWPH1,31.536
REGION1,ZASOU1PH1,31.536
REGION1,SSWINDPH1,31.536
REGION1,TGSOU1PH1,31.536
REGION1,UGHYDMSH1,31.536
REGION1,TZSOU1PH1,31.536
REGION1,ZMHYDMSH1,31.536
REGION1,ZWSOU1PH1,31.536
REGION1,ZWCOSCPH1,31.536
REGION1,DZLFRCPH1,31.536
REGION1,DZHFGCPH1,31.536
REGION1,DZHYDMSH1,31.536
REGION1,DZSOC1PH1,31.536
REGION1,EGNGCCPH1,31.536
REGION1,EGNGGCPH1,31.536
REGION1,EGLFRCPH1,31.536
REGION1,EGHFGCPH1,31.536
REGION1,EGHYDMSH1,31.536
REGION1,EGSOC1PH1,31.536
REGION1,MACOSCPH1,31.536
REGION1,MALFRCPH1,31.536
REGION1,MAHFGCPH1,31.536
REGION1,MANGCCPH1,31.536
REGION1,MANGGCPH1,31.536
REGION1,MABMCHPH1,31.536
REGION1,MAHYDMSH1,31.536
REGION1,MASOC1PH1,31.536
REGION1,SDLFRCPH1,31.536
REGION1,SDHFGCPH1,31.536
REGION1,SDBMCHPH1,31.536
REGION1,SDHYDMSH1,31.536
REGION1,TNLFRCPH1,31.536
REGION1,TNHFGCPH1,31.536
REGION1,TNHYDMSH1,31.536
REGION1,TNWINDPH1,31.536
REGION1,AONGGCPH1,31.536
REGION1,AOLFRCPH1,31.536
REGION1,AOHFGCPH1,31.536
REGION1,AOBMCHPH1,31.536
REGION1,AOHYDMSH1,31.536
REGION1,BJNGGCPH1,31.536
REGION1,BJLFRCPH1,31.536
REGION1,BJHFGCPH1,31.536
REGION1,BJHYDMSH1,31.536
REGION1,BWCOSCPH1,31.536
REGION1,BWLFRCPH1,31.536
REGION1,BWSOU1PH1,31.536
REGION1,BFBMCHPH1,31.536
REGION1,BILFRCPH1,31.536
REGION1,BISOU1PH1,31.536
REGION1,CMNGGCPH1,31.536
REGION1,CMLFRCPH1,31.536
REGION1,CMHFGCPH1,31.536
REGION1,CFLFRCPH1,31.536
REGION1,CFHYDMSH1,31.536
REGION1,TDNGCCPH1,31.536
REGION1,TDLFRCPH1,31.536
REGION1,TDHFGCPH1,31.536
REGION1,TDBMCHPH1,31.536
REGION1,TDSOU1PH1,31.536
REGION1,CGNGGCPH1,31.536
REGION1,CGLFRCPH1,31.536
REGION1,CGHFGCPH1,31.536
REGION1,CGBMCHPH1,31.536
REGION1,CGHYDMSH1,31.536
REGION1,CILFRCPH1,31.536
REGION1,CIHFGCPH1,31.536
REGION1,CIHYDMSH1,31.536
REGION1,DJLFRCPH1,31.536
REGION1,DJHFGCPH1,31.536
REGION1,GWNGCCPH1,31.536
REGION1,GQNGGCPH1,31.536
REGION1,GQLFRCPH1,31.536
REGION1,GQHFGCPH1,31.536
REGION1,GQHYDMSH1,31.536
REGION1,ERLFRCPH1,31.536
REGION1,ERHFGCPH1,31.536
REGION1,SZLFRCPH1,31.536
REGION1,SZHFGCPH1,31.536
REGION1,SZBMCHPH1,31.536
REGION1,SZHYDMSH1,31.536
REGION1,SZSOU1PH1,31.536
REGION1,ETLFRCPH1,31.536
REGION1,ETGOCVPH1,31.536
REGION1,GANGGCPH1,31.536
REGION1,GALFRCPH1,31.536
REGION1,GAHFGCPH1,31.536
REGION1,GAHYDMSH1,31.536
REGION1,GMLFRCPH1,31.536
REGION1,GMHFGCPH1,31.536
REGION1,GMWINDPH1,31.536
REGION1,GMSOU1PH1,31.536
REGION1,GHLFRCPH1,31.536
REGION1,GHHFGCPH1,31.536
REGION1,GHBMCHPH1,31.536
REGION1,GHHYDMSH1,31.536
REGION1,GNLFRCPH1,31.536
REGION1,GNHFGCPH1,31.536
REGION1,GNHYDMSH1,31.536
REGION1,GNSOU1PH1,31.536
REGION1,GWLFRCPH1,31.536
REGION1,KELFRCPH1,31.536
REGION1,KEHFGCPH1,31.536
REGION1,KEBMCHPH1,31.536
REGION1,KEWINDPH1,31.536
REGION1,LSHYDMSH1,31.536
REGION1,LRLFRCPH1,31.536
REGION1,LRHFGCPH1,31.536
REGION1,LRHYDMSH1,31.536
REGION1,MWLFRCPH1,31.536
REGION1,MWBMCHPH1,31.536
REGION1,MWHYDMSH1,31.536
REGION1,MLLFRCPH1,31.536
REGION1,MLHFGCPH1,31.536
REGION1,MLBMCHPH1,31.536
REGION1,MRNGCCPH1,31.536
REGION1,MRLFRCPH1,31.536
REGION1,MRHFGCPH1,31.536
REGION1,MZNGGCPH1,31.536
REGION1,MZBMCHPH1,31.536
REGION1,MZHYDMSH1,31.536
REGION1,NACOSCPH1,31.536
