REGION,TECHNOLOGY,VALUE
REGION1,DKNG00X00,1056.12704778157
REGION1,DENG00X00,740.7949863000958
REGION1,ITNG00X00,1597.595459616
REGION1,NLNG00X00,4895.931881232
REGION1,NONG00X00,53853.22306817999
REGION1,PLNG00X00,2722.84674559257
REGION1,RONG00X00,2971.831461299999
REGION1,UKNG00X00,7045.606010780317
REGION1,DZNG00X00,85882.99104
REGION1,EGNG00X00,80551.57225499999
REGION1,LYNG00X00,53871.09672387425
REGION1,NGNG00X00,206228.43325134
