REGION,FUEL,YEAR,VALUE
REGION1,GNNG,2030,0.0
REGION1,GWNG,2030,0.0
REGION1,KENG,2030,0.0
REGION1,LSNG,2030,0.0
REGION1,LRNG,2030,0.0
REGION1,LYNG,2030,48.499
REGION1,MWNG,2030,0.0
REGION1,MLNG,2030,0.0
REGION1,MRNG,2030,0.0
REGION1,MANG,2030,0.99
REGION1,MZNG,2030,16.929
REGION1,NANG,2030,0.0
REGION1,NENG,2030,0.0
REGION1,NGNG,2030,376.657
REGION1,CGNG,2030,0.0
REGION1,RWNG,2030,0.0
REGION1,SNNG,2030,0.0
REGION1,SLNG,2030,0.0
REGION1,SONG,2030,0.0
REGION1,ZANG,2030,74.185
REGION1,SSNG,2030,0.0
REGION1,SDNG,2030,0.0
REGION1,SZNG,2030,0.0
REGION1,TZNG,2030,56.417
REGION1,TGNG,2030,0.0
REGION1,TNNG,2030,48.202
REGION1,UGNG,2030,0.0
REGION1,ZMNG,2030,0.0
REGION1,ZWNG,2030,0.0
REGION1,ATNG,2031,183.944
REGION1,BENG,2031,395.033
REGION1,BGNG,2031,49.948
REGION1,HRNG,2031,49.576
REGION1,CYNG,2031,0.0
REGION1,CZNG,2031,188.242
REGION1,DKNG,2031,58.092
REGION1,EENG,2031,7.147
REGION1,FING,2031,26.161
REGION1,FRNG,2031,1035.193
REGION1,DENG,2031,2132.162
REGION1,GRNG,2031,52.456
REGION1,HUNG,2031,218.742
REGION1,IENG,2031,73.249
REGION1,ITNG,2031,1323.805
REGION1,LVNG,2031,12.289
REGION1,LTNG,2031,45.121
REGION1,LUNG,2031,20.315
REGION1,MTNG,2031,0.0
REGION1,NLNG,2031,630.598
REGION1,NONG,2031,30.802
REGION1,PLNG,2031,472.485
REGION1,PTNG,2031,75.062
REGION1,RONG,2031,222.133
REGION1,SKNG,2031,112.137
REGION1,SING,2031,23.31
REGION1,ESNG,2031,587.364
REGION1,SENG,2031,21.112
REGION1,CHNG,2031,108.794
REGION1,UKNG,2031,1529.075
REGION1,DZNG,2031,1171.48
REGION1,AONG,2031,33.371
REGION1,BJNG,2031,0.0
REGION1,BWNG,2031,0.0
REGION1,BFNG,2031,0.0
