REGION,TECHNOLOGY,VALUE
REGION1,GRBMCHPN1,35.0
REGION1,ESCOCHPN1,25.0
REGION1,ESCOSTPN1,40.0
REGION1,ESNUG2PN1,35.0
REGION1,ESLISTPN1,40.0
REGION1,ESNGCCPN1,30.0
REGION1,ESNGCHPN1,25.0
REGION1,ESBFCHPN1,35.0
REGION1,ESBFSTPN1,25.0
REGION1,ESDGCHPN1,25.0
REGION1,ESDGELN1,30.0
REGION1,ESRGCHPN1,25.0
REGION1,ESRGELN1,30.0
REGION1,ESDSCHPN1,25.0
REGION1,ESDSELN1,30.0
REGION1,ESHFCHPN1,25.0
REGION1,ESHFSTPN1,30.0
REGION1,ESBMCHPN1,35.0
REGION1,ESBMSTPN1,40.0
REGION1,ESWSCHPN1,35.0
REGION1,ESWSSTPN1,20.0
REGION1,ESWIOFPN1,30.0
REGION1,ESWIONPN1,30.0
REGION1,ESSOUTPN1,30.0
REGION1,ESSOSTHN1,25.0
REGION1,ESOCWVPN1,80.0
REGION1,ESHYDMPN1,60.0
REGION1,ESHYDRPN1,50.0
REGION1,ESHYDSPN1,50.0
REGION1,FIBFHPFN1,25.0
REGION1,FIBMSTPN1,40.0
REGION1,FICOCHPN1,25.0
REGION1,FICOSTPN1,40.0
REGION1,FIHFCHPN1,25.0
REGION1,FIHFSTPN1,30.0
REGION1,FIHYDMPN1,60.0
REGION1,FIHYDRPN1,50.0
REGION1,FINGCCPN1,30.0
REGION1,FINGCHPN1,25.0
REGION1,FINUG2PN1,35.0
REGION1,FISOUTPN1,30.0
REGION1,FIWIOFPN1,30.0
REGION1,FIWIONPN1,30.0
REGION1,FIWSCHPN1,35.0
REGION1,FILICHPN1,25.0
REGION1,FILIELN1,40.0
REGION1,FIBFCHPN1,35.0
REGION1,FIDGCHPN1,25.0
REGION1,FIDGELN1,30.0
REGION1,FIRGCHPN1,25.0
REGION1,FIRGELN1,30.0
REGION1,FIDSCHPN1,25.0
REGION1,FIDSELN1,30.0
REGION1,FIBMCHPN1,35.0
REGION1,FRNUG2PN1,35.0
REGION1,FRCOCHPN1,25.0
REGION1,FRCOSTPN1,40.0
REGION1,FRNGCCPN1,30.0
REGION1,FRNGCHPN1,25.0
REGION1,FRBFHPFN1,25.0
REGION1,FRBFCHPN1,35.0
REGION1,FRDGELN1,30.0
REGION1,FRRGCHPN1,25.0
REGION1,FRRGELN1,30.0
REGION1,FRDSCHPN1,25.0
REGION1,FRDSELN1,30.0
REGION1,FRHFCHPN1,25.0
REGION1,FRHFSTPN1,30.0
REGION1,FRBMCHPN1,35.0
REGION1,FRBMSTPN1,40.0
REGION1,FRWSCHPN1,35.0
REGION1,FRWSSTPN1,20.0
REGION1,FRWIONPN1,30.0
REGION1,FRWIOFPN1,30.0
REGION1,FRSOUTPN1,30.0
REGION1,FRSOSTHN1,25.0
REGION1,FRGOCVPN1,30.0
REGION1,FRTIDN1,80.0
REGION1,FROCWVPN1,80.0
REGION1,FRHYDMPN1,60.0
REGION1,FRHYDRPN1,50.0
REGION1,FRHYDSPN1,50.0
REGION1,HRBFHPFN1,25.0
REGION1,HRBMCHPN1,35.0
REGION1,HRCOSTPN1,40.0
REGION1,HRHFCHPN1,25.0
REGION1,HRHFSTPN1,30.0
REGION1,HRHYDMPN1,60.0
REGION1,HRHYDRPN1,50.0
REGION1,HRHYDSPN1,50.0
REGION1,HRNGCCPN1,30.0
REGION1,HRNGCHPN1,25.0
REGION1,HRSOUTPN1,30.0
REGION1,HRWIONPN1,30.0
REGION1,HRLICHPN1,25.0
REGION1,HRBFCHPN1,35.0
REGION1,HRRGCHPN1,25.0
REGION1,HRDSCHPN1,25.0
REGION1,HRDSELN1,30.0
REGION1,HRGOCVPN1,30.0
REGION1,HUNUG2PN1,35.0
REGION1,HUCOCHPN1,25.0
REGION1,HUCOSTPN1,40.0
REGION1,HULICHPN1,25.0
REGION1,HULIELN1,40.0
REGION1,HUNGCCPN1,30.0
REGION1,HUNGCHPN1,25.0
REGION1,HUBFCHPN1,35.0
REGION1,HUDGCHPN1,25.0
REGION1,HUDGELN1,30.0
REGION1,HURGCHPN1,25.0
REGION1,HUDSCHPN1,25.0
REGION1,HUDSELN1,30.0
REGION1,HUHFCHPN1,25.0
REGION1,HUHFSTPN1,30.0
REGION1,HUBMSTPN1,40.0
REGION1,HUBMCHPN1,35.0
REGION1,HUWSSTPN1,20.0
REGION1,HUWIONPN1,30.0
REGION1,HUSOUTPN1,30.0
REGION1,HUGOCVPN1,30.0
REGION1,HUHYDMPN1,60.0
REGION1,HUHYDRPN1,50.0
REGION1,IEBFHPFN1,25.0
REGION1,IEBMSTPN1,40.0
REGION1,IEHYDMPN1,60.0
REGION1,IEHYDRPN1,50.0
REGION1,IEHYDSPN1,50.0
REGION1,IENGCCPN1,30.0
REGION1,IENGCHPN1,25.0
REGION1,IESOUTPN1,30.0
REGION1,IEWIOFPN1,30.0
REGION1,IEWIONPN1,30.0
REGION1,IEWSSTPN1,20.0
REGION1,IECOSTPN1,40.0
REGION1,IELICHPN1,25.0
REGION1,IELIELN1,40.0
REGION1,IEBFCHPN1,35.0
REGION1,IERGCHPN1,25.0
REGION1,IEDSELN1,30.0
REGION1,IEDSCHPN1,25.0
REGION1,IEHFSTPN1,30.0
REGION1,IEBMCHPN1,35.0
REGION1,ITBFHPFN1,25.0
REGION1,ITBMCHPN1,35.0
REGION1,ITBMSTPN1,40.0
REGION1,ITCOCHPN1,25.0
REGION1,ITGOCVPN1,30.0
REGION1,ITHFCHPN1,25.0
REGION1,ITHFSTPN1,30.0
REGION1,ITHYDMPN1,60.0
REGION1,ITHYDSPN1,50.0
REGION1,ITNGCCPN1,30.0
REGION1,ITNGCHPN1,25.0
REGION1,ITSOUTPN1,30.0
REGION1,ITWIONPN1,30.0
REGION1,ITWSCHPN1,35.0
REGION1,ITWSSTPN1,20.0
REGION1,ITCOSTPN1,40.0
REGION1,ITBFCHPN1,35.0
REGION1,ITDGCHPN1,25.0
REGION1,ITDGELN1,30.0
REGION1,ITRGCHPN1,25.0
REGION1,ITRGELN1,30.0
REGION1,ITDSCHPN1,25.0
REGION1,ITDSELN1,30.0
REGION1,ITWIOFPN1,30.0
REGION1,ITHYDRPN1,50.0
REGION1,LTBMCHPN1,35.0
REGION1,LTHFCHPN1,25.0
REGION1,LTNGCHPN1,25.0
REGION1,LTSOUTPN1,30.0
REGION1,LTWIONPN1,30.0
REGION1,LTWSCHPN1,35.0
REGION1,LTBFCHPN1,35.0
REGION1,LTRGCHPN1,25.0
REGION1,LTDSCHPN1,25.0
REGION1,LTHYDRPN1,50.0
REGION1,LTHYDSPN1,50.0
REGION1,LUHYDSPN1,50.0
REGION1,LUNGCCPN1,30.0
REGION1,LUNGCHPN1,25.0
REGION1,LUSOUTPN1,30.0
REGION1,LUWIONPN1,30.0
REGION1,LUWSCHPN1,35.0
REGION1,LUBFCHPN1,35.0
REGION1,LUDSCHPN1,25.0
REGION1,LUBMCHPN1,35.0
REGION1,LUHYDRPN1,50.0
REGION1,LVCOCHPN1,25.0
REGION1,LVHFCHPN1,25.0
REGION1,LVHYDMPN1,60.0
REGION1,LVNGCCPN1,30.0
REGION1,LVNGCHPN1,25.0
REGION1,LVSOUTPN1,30.0
REGION1,LVWIONPN1,30.0
REGION1,LVLICHPN1,25.0
REGION1,LVBFCHPN1,35.0
REGION1,LVDSCHPN1,25.0
REGION1,LVBMCHPN1,35.0
REGION1,LVHYDRPN1,50.0
REGION1,MTSOUTPN1,30.0
REGION1,MTWIONPN1,30.0
REGION1,MTNGHPFN1,20.0
REGION1,MTBFCHPN1,35.0
REGION1,MTDSGCCN1,30.0
REGION1,MTDSGCPN1,25.0
REGION1,MTDSSTPN1,30.0
REGION1,NLBFHPFN1,25.0
REGION1,NLBMSTPN1,40.0
REGION1,NLCOCHPN1,25.0
REGION1,NLNGCCPN1,30.0
REGION1,NLNGCHPN1,25.0
REGION1,NLNUG2PN1,35.0
REGION1,NLSOUTPN1,30.0
REGION1,NLWIOFPN1,30.0
REGION1,NLWIONPN1,30.0
REGION1,NLWSCHPN1,35.0
REGION1,NLCOSTPN1,40.0
REGION1,NLBFCHPN1,35.0
REGION1,NLDGCHPN1,25.0
REGION1,NLDGELN1,30.0
REGION1,NLRGCHPN1,25.0
REGION1,NLRGELN1,30.0
REGION1,NLDSCHPN1,25.0
REGION1,NLDSELN1,30.0
REGION1,NLHFCHPN1,25.0
REGION1,NLBMCHPN1,35.0
REGION1,NLHYDRPN1,50.0
REGION1,PLCOCHPN1,25.0
REGION1,PLCOSTPN1,40.0
REGION1,PLLICHPN1,25.0
REGION1,PLLIELN1,40.0
REGION1,PLNGCCPN1,30.0
REGION1,PLNGCHPN1,25.0
REGION1,PLBFCHPN1,35.0
REGION1,PLDGCHPN1,25.0
REGION1,PLRGCHPN1,25.0
REGION1,PLDSCHPN1,25.0
REGION1,PLDSELN1,30.0
REGION1,PLHFCHPN1,25.0
REGION1,PLBMSTPN1,40.0
REGION1,PLBMCHPN1,35.0
REGION1,PLWIONPN1,30.0
REGION1,PLHYDMPN1,60.0
REGION1,PLHYDSPN1,50.0
REGION1,PLHYDRPN1,50.0
REGION1,PTBFHPFN1,25.0
REGION1,PTBMSTPN1,40.0
REGION1,PTGOCVPN1,30.0
REGION1,PTHFCHPN1,25.0
REGION1,PTHFSTPN1,30.0
REGION1,PTHYDMPN1,60.0
REGION1,PTHYDSPN1,50.0
REGION1,PTNGCCPN1,30.0
REGION1,PTNGCHPN1,25.0
REGION1,PTOCWVPN1,80.0
REGION1,PTSOUTPN1,30.0
REGION1,PTWIOFPN1,30.0
REGION1,PTWIONPN1,30.0
REGION1,PTWSCHPN1,35.0
REGION1,PTWSSTPN1,20.0
REGION1,PTCOSTPN1,40.0
REGION1,PTBFCHPN1,35.0
REGION1,PTRGCHPN1,25.0
REGION1,PTDSCHPN1,25.0
REGION1,PTDSELN1,30.0
REGION1,PTBMCHPN1,35.0
REGION1,PTHYDRPN1,50.0
REGION1,ROBMSTPN1,40.0
REGION1,ROCOCHPN1,25.0
REGION1,ROHFCHPN1,25.0
REGION1,ROHYDMPN1,60.0
REGION1,RONGCHPN1,25.0
REGION1,RONUG2PN1,35.0
REGION1,ROSOUTPN1,30.0
REGION1,ROWIONPN1,30.0
REGION1,ROLICHPN1,25.0
REGION1,ROLIELN1,40.0
REGION1,RONGCCPN1,30.0
REGION1,RODGCHPN1,25.0
REGION1,RODGELN1,30.0
REGION1,RORGCHPN1,25.0
REGION1,RODSCHPN1,25.0
REGION1,RODSELN1,30.0
REGION1,ROHFSTPN1,30.0
REGION1,ROBMCHPN1,35.0
REGION1,ROGOCVPN1,30.0
REGION1,ROHYDRPN1,50.0
REGION1,ROHYDSPN1,50.0
REGION1,SEBMCHPN1,35.0
REGION1,SECOCHPN1,25.0
REGION1,SEHFCHPN1,25.0
REGION1,SEHYDMPN1,60.0
REGION1,SEHYDSPN1,50.0
REGION1,SENGCCPN1,30.0
REGION1,SENGCHPN1,25.0
REGION1,SENUG2PN1,35.0
REGION1,SESOUTPN1,30.0
REGION1,SEWIOFPN1,30.0
REGION1,SEWIONPN1,30.0
REGION1,SEWSCHPN1,35.0
REGION1,SELICHPN1,25.0
REGION1,SEBFCHPN1,35.0
REGION1,SEDGCHPN1,25.0
REGION1,SEDSCHPN1,25.0
REGION1,SEDSELN1,30.0
REGION1,SEHFSTPN1,30.0
REGION1,SEHYDRPN1,50.0
REGION1,SIHFCHPN1,25.0
REGION1,SIHFSTPN1,30.0
REGION1,SIHYDMPN1,60.0
REGION1,SINGCHPN1,25.0
REGION1,SINUG2PN1,35.0
REGION1,SISOUTPN1,30.0
REGION1,SIWIONPN1,30.0
REGION1,SILICHPN1,25.0
REGION1,SINGCCPN1,30.0
REGION1,SIBFCHPN1,35.0
REGION1,SIDSCHPN1,25.0
REGION1,SIDSELN1,30.0
REGION1,SIBMCHPN1,35.0
REGION1,SIWSCHPN1,35.0
REGION1,SIHYDRPN1,50.0
REGION1,SIHYDSPN1,50.0
REGION1,SKBFHPFN1,25.0
REGION1,SKBMSTPN1,40.0
REGION1,SKCOCHPN1,25.0
REGION1,SKHFCHPN1,25.0
REGION1,SKHYDMPN1,60.0
REGION1,SKHYDSPN1,50.0
REGION1,SKNGCCPN1,30.0
REGION1,SKNGCHPN1,25.0
REGION1,SKNUG2PN1,35.0
REGION1,SKSOUTPN1,30.0
REGION1,SKWIONPN1,30.0
REGION1,SKWSCHPN1,35.0
REGION1,SKLICHPN1,25.0
REGION1,SKLIELN1,40.0
REGION1,SKBFCHPN1,35.0
REGION1,SKDGCHPN1,25.0
REGION1,SKRGCHPN1,25.0
REGION1,SKDSCHPN1,25.0
REGION1,SKDSELN1,30.0
REGION1,SKBMCHPN1,35.0
REGION1,SKHYDRPN1,50.0
REGION1,NOBFHPFN1,25.0
REGION1,NOHFCHPN1,25.0
REGION1,NOHFSTPN1,30.0
REGION1,NOHYDRPN1,50.0
REGION1,NOHYDMPN1,60.0
REGION1,NOSOUTPN1,30.0
REGION1,NOWIOFPN1,30.0
REGION1,NOWIONPN1,30.0
REGION1,NOWSCHPN1,35.0
REGION1,NOBMCHPN1,35.0
REGION1,NOOCWVPN1,80.0
REGION1,CHBFHPFN1,25.0
REGION1,CHHFCHPN1,25.0
REGION1,CHHFSTPN1,30.0
REGION1,CHHYDSPN1,50.0
REGION1,CHNGCCPN1,30.0
REGION1,CHNGCHPN1,25.0
REGION1,CHNUG2PN1,35.0
REGION1,CHSOUTPN1,30.0
REGION1,CHWIONPN1,30.0
REGION1,CHWSCHPN1,35.0
REGION1,CHWSSTPN1,20.0
REGION1,CHHYDRPN1,50.0
REGION1,CHHYDMPN1,60.0
REGION1,UKBFHPFN1,25.0
REGION1,UKBMCCPN1,40.0
REGION1,UKBMSTPN1,40.0
REGION1,UKCOCHPN1,25.0
REGION1,UKHFCHPN1,25.0
REGION1,UKHFSTPN1,30.0
REGION1,UKHYDMPN1,60.0
REGION1,UKHYDRPN1,50.0
REGION1,UKHYDSPN1,50.0
REGION1,UKNGCCPN1,30.0
REGION1,UKNGCHPN1,25.0
REGION1,UKNUG2PN1,35.0
REGION1,UKOCWVPN1,80.0
REGION1,UKSOUTPN1,30.0
REGION1,UKWIOFPN1,30.0
REGION1,UKWIONPN1,30.0
REGION1,UKWSCHPN1,35.0
REGION1,UKWSSTPN1,20.0
REGION1,ATNGCCSN1,30.0
REGION1,BENGCCSN1,30.0
REGION1,BGNGCCSN1,30.0
REGION1,CHNGCCSN1,30.0
REGION1,CYNGCCSN1,30.0
REGION1,CZNGCCSN1,30.0
REGION1,DENGCCSN1,30.0
REGION1,DKNGCCSN1,30.0
REGION1,EENGCCSN1,30.0
REGION1,ESNGCCSN1,30.0
REGION1,FINGCCSN1,30.0
REGION1,FRNGCCSN1,30.0
REGION1,GRNGCCSN1,30.0
REGION1,HRNGCCSN1,30.0
REGION1,HUNGCCSN1,30.0
REGION1,IENGCCSN1,30.0
REGION1,ITNGCCSN1,30.0
REGION1,LTNGCCSN1,30.0
REGION1,LUNGCCSN1,30.0
REGION1,LVNGCCSN1,30.0
REGION1,MTNGCCSN1,30.0
REGION1,NLNGCCSN1,30.0
REGION1,NONGCCSN1,30.0
REGION1,PLNGCCSN1,30.0
REGION1,PTNGCCSN1,30.0
REGION1,RONGCCSN1,30.0
REGION1,SENGCCSN1,30.0
REGION1,SINGCCSN1,30.0
REGION1,SKNGCCSN1,30.0
REGION1,UKNGCCSN1,30.0
REGION1,ATBMCCSN1,40.0
REGION1,BEBMCCSN1,40.0
REGION1,BGBMCCSN1,40.0
REGION1,CZBMCCSN1,40.0
REGION1,DEBMCCSN1,40.0
REGION1,DKBMCCSN1,40.0
REGION1,EEBMCCSN1,40.0
REGION1,GRBMCCSN1,40.0
REGION1,ESBMCCSN1,40.0
REGION1,FIBMCCSN1,40.0
REGION1,FRBMCCSN1,40.0
REGION1,HRBMCCSN1,40.0
REGION1,HUBMCCSN1,40.0
REGION1,IEBMCCSN1,40.0
REGION1,ITBMCCSN1,40.0
REGION1,LTBMCCSN1,40.0
REGION1,LUBMCCSN1,40.0
REGION1,LVBMCCSN1,40.0
REGION1,NLBMCCSN1,40.0
REGION1,PLBMCCSN1,40.0
REGION1,PTBMCCSN1,40.0
REGION1,ROBMCCSN1,40.0
REGION1,SEBMCCSN1,40.0
REGION1,SIBMCCSN1,40.0
REGION1,SKBMCCSN1,40.0
REGION1,NOBMCCSN1,40.0
REGION1,UKBMCCSN1,40.0
REGION1,ATBATTH1,25.0
REGION1,BEBATTH1,25.0
REGION1,BGBATTH1,25.0
REGION1,CHBATTH1,25.0
REGION1,CYBATTH1,25.0
REGION1,CZBATTH1,25.0
REGION1,DEBATTH1,25.0
REGION1,DKBATTH1,25.0
REGION1,EEBATTH1,25.0
REGION1,GRBATTH1,25.0
REGION1,ESBATTH1,25.0
REGION1,FIBATTH1,25.0
REGION1,FRBATTH1,25.0
REGION1,HRBATTH1,25.0
REGION1,HUBATTH1,25.0
REGION1,IEBATTH1,25.0
REGION1,ITBATTH1,25.0
REGION1,LTBATTH1,25.0
REGION1,LUBATTH1,25.0
REGION1,LVBATTH1,25.0
REGION1,MTBATTH1,25.0
REGION1,NLBATTH1,25.0
REGION1,NOBATTH1,25.0
REGION1,PLBATTH1,25.0
REGION1,PTBATTH1,25.0
REGION1,ROBATTH1,25.0
REGION1,SEBATTH1,25.0
REGION1,SIBATTH1,25.0
REGION1,SKBATTH1,25.0
REGION1,UKBATTH1,25.0
REGION1,BELG00I00,20.0
REGION1,HRLG00I00,20.0
REGION1,CYLG00I00,20.0
REGION1,FRLG00I00,20.0
REGION1,FILG00I00,20.0
REGION1,DELG00I00,20.0
REGION1,GRLG00I00,20.0
REGION1,ITLG00I00,20.0
REGION1,LVLG00I00,20.0
REGION1,LTLG00I00,20.0
REGION1,MTLG00I00,20.0
REGION1,NLLG00I00,20.0
REGION1,PLLG00I00,20.0
REGION1,ESLG00I00,20.0
REGION1,UKLG00I00,20.0
REGION1,PTLG00I00,20.0
REGION1,NOLG00E00,20.0
REGION1,DKNG00X00,35.0
REGION1,DENG00X00,35.0
REGION1,ITNG00X00,35.0
REGION1,NLNG00X00,35.0
REGION1,NONG00X00,35.0
REGION1,PLNG00X00,35.0
REGION1,RONG00X00,35.0
REGION1,UKNG00X00,35.0
REGION1,ATNG00X00,35.0
REGION1,BENG00X00,35.0
REGION1,BGNG00X00,35.0
REGION1,HRNG00X00,35.0
REGION1,CZNG00X00,35.0
REGION1,FRNG00X00,35.0
REGION1,GRNG00X00,35.0
REGION1,HUNG00X00,35.0
REGION1,IENG00X00,35.0
REGION1,SKNG00X00,35.0
REGION1,SING00X00,35.0
REGION1,ESNG00X00,35.0
REGION1,CYNGCCPH1,30.0
REGION1,CYNGSTPH1,30.0
REGION1,CYNGCCPN1,30.0
REGION1,CYNGSTPN1,30.0
REGION1,DZNGCCPH1,25.0
REGION1,DZNGGCPH1,25.0
REGION1,DZSOU1PH1,20.0
REGION1,EGBMCHPH1,20.0
REGION1,EGSOU1PH1,20.0
REGION1,EGWINDPH1,20.0
REGION1,LYNGCCPH1,25.0
REGION1,LYNGGCPH1,25.0
REGION1,LYLFRCPH1,30.0
REGION1,LYHFGCPH1,30.0
REGION1,LYSOU1PH1,20.0
REGION1,MASOU1PH1,20.0
REGION1,MAWINDPH1,20.0
REGION1,SDSOU1PH1,20.0
REGION1,TNNGCCPH1,25.0
REGION1,TNNGGCPH1,25.0
REGION1,TNSOU1PH1,20.0
REGION1,AOSOU1PH1,20.0
REGION1,BJSOU1PH1,20.0
REGION1,BFLFRCPH1,30.0
REGION1,BFHFGCPH1,30.0
REGION1,BFHYDMSH1,40.0
REGION1,BFSOU1PH1,20.0
REGION1,BIHYDMSH1,40.0
REGION1,CMHYDMSH1,40.0
REGION1,CMSOU1PH1,20.0
REGION1,CFSOU1PH1,20.0
REGION1,CINGCCPH1,25.0
REGION1,CINGGCPH1,25.0
REGION1,CISOU1PH1,20.0
REGION1,CDLFRCPH1,30.0
REGION1,CDHFGCPH1,30.0
REGION1,CDHYDMSH1,40.0
REGION1,CDSOU1PH1,20.0
REGION1,DJWINDPH1,20.0
REGION1,ETBMCHPH1,20.0
REGION1,ETHYDMSH1,40.0
REGION1,ETWINDPH1,20.0
REGION1,GHNGCCPH1,25.0
REGION1,GHNGGCPH1,25.0
REGION1,GHSOU1PH1,20.0
REGION1,KEGOCVPH1,25.0
REGION1,KEHYDMSH1,40.0
REGION1,KESOU1PH1,20.0
REGION1,LSSOU1PH1,20.0
REGION1,MWSOU1PH1,20.0
REGION1,MLHYDMSH1,40.0
REGION1,MLSOU1PH1,20.0
REGION1,MRSOU1PH1,20.0
REGION1,MRWINDPH1,20.0
REGION1,MZLFRCPH1,30.0
REGION1,MZHFGCPH1,30.0
REGION1,MZSOU1PH1,20.0
REGION1,NASOU1PH1,20.0
REGION1,NELFRCPH1,30.0
REGION1,NEHFGCPH1,30.0
REGION1,NESOU1PH1,20.0
REGION1,NGNGCCPH1,25.0
REGION1,NGNGGCPH1,25.0
REGION1,NGLFRCPH1,30.0
REGION1,NGHFGCPH1,30.0
REGION1,NGHYDMSH1,40.0
REGION1,NGSOU1PH1,20.0
REGION1,RWCOSCPH1,40.0
REGION1,SNNGCCPH1,25.0
REGION1,SNLFRCPH1,30.0
REGION1,SNHFGCPH1,30.0
REGION1,SNSOU1PH1,20.0
REGION1,ZANULWPH1,45.0
REGION1,ZASOU1PH1,20.0
REGION1,SSWINDPH1,20.0
REGION1,TGSOU1PH1,20.0
REGION1,UGHYDMSH1,40.0
REGION1,TZSOU1PH1,20.0
REGION1,ZMHYDMSH1,40.0
REGION1,ZWSOU1PH1,20.0
REGION1,ZWCOSCPH1,40.0
REGION1,DZLFRCPH1,30.0
REGION1,DZHFGCPH1,30.0
REGION1,DZHYDMSH1,40.0
REGION1,DZSOC1PH1,25.0
REGION1,EGNGCCPH1,25.0
REGION1,EGNGGCPH1,25.0
REGION1,EGLFRCPH1,30.0
REGION1,EGHFGCPH1,30.0
REGION1,EGHYDMSH1,40.0
REGION1,EGSOC1PH1,25.0
REGION1,MACOSCPH1,40.0
REGION1,MALFRCPH1,30.0
REGION1,MAHFGCPH1,30.0
REGION1,MANGCCPH1,25.0
REGION1,MANGGCPH1,25.0
REGION1,MABMCHPH1,20.0
REGION1,MAHYDMSH1,40.0
REGION1,MASOC1PH1,25.0
REGION1,SDLFRCPH1,30.0
REGION1,SDHFGCPH1,30.0
REGION1,SDBMCHPH1,20.0
REGION1,SDHYDMSH1,40.0
REGION1,TNLFRCPH1,30.0
REGION1,TNHFGCPH1,30.0
REGION1,TNHYDMSH1,40.0
REGION1,TNWINDPH1,20.0
REGION1,AONGGCPH1,25.0
REGION1,AOLFRCPH1,30.0
REGION1,AOHFGCPH1,30.0
REGION1,AOBMCHPH1,20.0
REGION1,AOHYDMSH1,40.0
REGION1,BJNGGCPH1,25.0
REGION1,BJLFRCPH1,30.0
REGION1,BJHFGCPH1,30.0
REGION1,BJHYDMSH1,40.0
REGION1,BWCOSCPH1,40.0
REGION1,BWLFRCPH1,30.0
REGION1,BWSOU1PH1,20.0
REGION1,BFBMCHPH1,20.0
REGION1,BILFRCPH1,30.0
REGION1,BISOU1PH1,20.0
REGION1,CMNGGCPH1,25.0
REGION1,CMLFRCPH1,30.0
REGION1,CMHFGCPH1,30.0
REGION1,CFLFRCPH1,30.0
REGION1,CFHYDMSH1,40.0
REGION1,TDNGCCPH1,25.0
REGION1,TDLFRCPH1,30.0
REGION1,TDHFGCPH1,30.0
REGION1,TDBMCHPH1,20.0
REGION1,TDSOU1PH1,20.0
REGION1,CGNGGCPH1,25.0
REGION1,CGLFRCPH1,30.0
REGION1,CGHFGCPH1,30.0
REGION1,CGBMCHPH1,20.0
REGION1,CGHYDMSH1,40.0
REGION1,CILFRCPH1,30.0
REGION1,CIHFGCPH1,30.0
REGION1,CIHYDMSH1,40.0
REGION1,DJLFRCPH1,30.0
REGION1,DJHFGCPH1,30.0
REGION1,GWNGCCPH1,25.0
REGION1,GQNGGCPH1,25.0
REGION1,GQLFRCPH1,30.0
REGION1,GQHFGCPH1,30.0
REGION1,GQHYDMSH1,40.0
REGION1,ERLFRCPH1,30.0
REGION1,ERHFGCPH1,30.0
REGION1,SZLFRCPH1,30.0
REGION1,SZHFGCPH1,30.0
REGION1,SZBMCHPH1,20.0
REGION1,SZHYDMSH1,40.0
REGION1,SZSOU1PH1,20.0
REGION1,ETLFRCPH1,30.0
REGION1,ETGOCVPH1,25.0
REGION1,GANGGCPH1,25.0
REGION1,GALFRCPH1,30.0
REGION1,GAHFGCPH1,30.0
REGION1,GAHYDMSH1,40.0
REGION1,GMLFRCPH1,30.0
REGION1,GMHFGCPH1,30.0
REGION1,GMWINDPH1,20.0
REGION1,GMSOU1PH1,20.0
REGION1,GHLFRCPH1,30.0
REGION1,GHHFGCPH1,30.0
REGION1,GHBMCHPH1,20.0
REGION1,GHHYDMSH1,40.0
REGION1,GNLFRCPH1,30.0
REGION1,GNHFGCPH1,30.0
REGION1,GNHYDMSH1,40.0
REGION1,GNSOU1PH1,20.0
REGION1,GWLFRCPH1,30.0
REGION1,KELFRCPH1,30.0
REGION1,KEHFGCPH1,30.0
REGION1,KEBMCHPH1,20.0
REGION1,KEWINDPH1,20.0
REGION1,LSHYDMSH1,40.0
REGION1,LRLFRCPH1,30.0
REGION1,LRHFGCPH1,30.0
REGION1,LRHYDMSH1,40.0
REGION1,MWLFRCPH1,30.0
REGION1,MWBMCHPH1,20.0
REGION1,MWHYDMSH1,40.0
REGION1,MLLFRCPH1,30.0
REGION1,MLHFGCPH1,30.0
REGION1,MLBMCHPH1,20.0
REGION1,MRNGCCPH1,25.0
REGION1,MRLFRCPH1,30.0
REGION1,MRHFGCPH1,30.0
REGION1,MZNGGCPH1,25.0
REGION1,MZBMCHPH1,20.0
REGION1,MZHYDMSH1,40.0
REGION1,NACOSCPH1,40.0
REGION1,NALFRCPH1,30.0
REGION1,NAHFGCPH1,30.0
REGION1,NABMCHPH1,20.0
REGION1,NAHYDMSH1,40.0
REGION1,NAWINDPH1,20.0
REGION1,NECOSCPH1,40.0
REGION1,NENGCCPH1,25.0
REGION1,NGBMCHPH1,20.0
REGION1,RWWINDPH1,20.0
REGION1,RWNGGCPH1,25.0
REGION1,RWLFRCPH1,30.0
REGION1,RWHFGCPH1,30.0
REGION1,RWBMCHPH1,20.0
REGION1,RWHYDMSH1,40.0
REGION1,SNHYDMSH1,40.0
REGION1,SNCOSCPH1,40.0
REGION1,SNBMCHPH1,20.0
REGION1,SLWINDPH1,20.0
REGION1,SLLFRCPH1,30.0
REGION1,SLHFGCPH1,30.0
REGION1,SLBMCHPH1,20.0
REGION1,SLHYDMSH1,40.0
REGION1,ZACOSCPH1,40.0
REGION1,ZALFRCPH1,30.0
REGION1,ZAHFGCPH1,30.0
REGION1,ZABMCHPH1,20.0
REGION1,ZAHYDMSH1,40.0
REGION1,ZASOC1PH1,25.0
REGION1,SSLFRCPH1,30.0
REGION1,SSHFGCPH1,30.0
REGION1,TGNGCCPH1,25.0
REGION1,TGLFRCPH1,30.0
REGION1,TGHFGCPH1,30.0
REGION1,TGHYDMSH1,40.0
REGION1,UGSOU1PH1,20.0
REGION1,UGLFRCPH1,30.0
REGION1,UGHFGCPH1,30.0
REGION1,UGBMCHPH1,20.0
REGION1,TZNGGCPH1,25.0
REGION1,TZLFRCPH1,30.0
REGION1,TZHFGCPH1,30.0
REGION1,TZBMCHPH1,20.0
REGION1,TZHYDMSH1,40.0
REGION1,ZMWINDPH1,20.0
REGION1,ZMCOSCPH1,40.0
REGION1,ZMLFRCPH1,30.0
