REGION,TECHNOLOGY,VALUE
REGION1,ZMHFGCPH1,30.0
REGION1,ZMBMCHPH1,20.0
REGION1,ZWLFRCPH1,30.0
REGION1,DZNGCCPN1,25.0
REGION1,DZNGGCPN1,25.0
REGION1,DZSOU1PN1,20.0
REGION1,EGBMCHPN1,20.0
REGION1,EGSOU1PN1,20.0
REGION1,EGWINDPN1,20.0
REGION1,LYNGCCPN1,25.0
REGION1,LYNGGCPN1,25.0
REGION1,LYLFRCPN1,30.0
REGION1,LYHFGCPN1,30.0
REGION1,LYSOU1PN1,20.0
REGION1,MASOU1PN1,20.0
REGION1,MAWINDPN1,20.0
REGION1,SDSOU1PN1,20.0
REGION1,TNNGCCPN1,25.0
REGION1,TNNGGCPN1,25.0
REGION1,TNSOU1PN1,20.0
REGION1,AOSOU1PN1,20.0
REGION1,BJSOU1PN1,20.0
REGION1,BFLFRCPN1,30.0
REGION1,BFHFGCPN1,30.0
REGION1,BFHYDMSN1,40.0
REGION1,BFSOU1PN1,20.0
REGION1,BIHYDMSN1,40.0
REGION1,CMHYDMSN1,40.0
REGION1,CMSOU1PN1,20.0
REGION1,CFSOU1PN1,20.0
REGION1,CINGCCPN1,25.0
REGION1,CINGGCPN1,25.0
REGION1,CISOU1PN1,20.0
REGION1,CDLFRCPN1,30.0
REGION1,CDHFGCPN1,30.0
REGION1,CDHYDMSN1,40.0
REGION1,CDSOU1PN1,20.0
REGION1,DJWINDPN1,20.0
REGION1,ETBMCHPN1,20.0
REGION1,ETHYDMSN1,40.0
REGION1,ETWINDPN1,20.0
REGION1,GHNGCCPN1,25.0
REGION1,GHNGGCPN1,25.0
REGION1,GHSOU1PN1,20.0
REGION1,KEGOCVPN1,25.0
REGION1,KEHYDMSN1,40.0
REGION1,KESOU1PN1,20.0
REGION1,LSSOU1PN1,20.0
REGION1,MWSOU1PN1,20.0
REGION1,MLHYDMSN1,40.0
REGION1,MLSOU1PN1,20.0
REGION1,MRSOU1PN1,20.0
REGION1,MRWINDPN1,20.0
REGION1,MZLFRCPN1,30.0
REGION1,MZHFGCPN1,30.0
REGION1,MZSOU1PN1,20.0
REGION1,NASOU1PN1,20.0
REGION1,NELFRCPN1,30.0
REGION1,NEHFGCPN1,30.0
REGION1,NESOU1PN1,20.0
REGION1,NGNGCCPN1,25.0
REGION1,NGNGGCPN1,25.0
REGION1,NGLFRCPN1,30.0
REGION1,NGHFGCPN1,30.0
REGION1,NGHYDMSN1,40.0
REGION1,NGSOU1PN1,20.0
REGION1,RWCOSCPN1,40.0
REGION1,SNNGCCPN1,25.0
REGION1,SNLFRCPN1,30.0
REGION1,SNHFGCPN1,30.0
REGION1,SNSOU1PN1,20.0
REGION1,ZANULWPN1,45.0
REGION1,ZASOU1PN1,20.0
REGION1,SSWINDPN1,20.0
REGION1,TGSOU1PN1,20.0
REGION1,UGHYDMSN1,40.0
REGION1,TZSOU1PN1,20.0
REGION1,ZMHYDMSN1,40.0
REGION1,ZWSOU1PN1,20.0
REGION1,ZWCOSCPN1,40.0
REGION1,DZLFRCPN1,30.0
REGION1,DZHFGCPN1,30.0
REGION1,DZHYDMSN1,40.0
REGION1,DZSOC1PN1,25.0
REGION1,EGNGCCPN1,25.0
REGION1,EGNGGCPN1,25.0
REGION1,EGLFRCPN1,30.0
REGION1,EGHFGCPN1,30.0
REGION1,EGHYDMSN1,40.0
REGION1,EGSOC1PN1,25.0
REGION1,MACOSCPN1,40.0
REGION1,MALFRCPN1,30.0
REGION1,MAHFGCPN1,30.0
REGION1,MANGCCPN1,25.0
REGION1,MANGGCPN1,25.0
REGION1,MABMCHPN1,20.0
REGION1,MAHYDMSN1,40.0
REGION1,MASOC1PN1,25.0
REGION1,SDLFRCPN1,30.0
REGION1,SDHFGCPN1,30.0
REGION1,SDBMCHPN1,20.0
REGION1,SDHYDMSN1,40.0
REGION1,TNLFRCPN1,30.0
REGION1,TNHFGCPN1,30.0
REGION1,TNHYDMSN1,40.0
REGION1,TNWINDPN1,20.0
REGION1,AONGGCPN1,25.0
REGION1,AOLFRCPN1,30.0
REGION1,AOHFGCPN1,30.0
REGION1,AOBMCHPN1,20.0
REGION1,AOHYDMSN1,40.0
REGION1,BJNGGCPN1,25.0
REGION1,BJLFRCPN1,30.0
REGION1,BJHFGCPN1,30.0
REGION1,BJHYDMSN1,40.0
REGION1,BWCOSCPN1,40.0
REGION1,BWLFRCPN1,30.0
REGION1,BWSOU1PN1,20.0
REGION1,BFBMCHPN1,20.0
REGION1,BILFRCPN1,30.0
REGION1,BISOU1PN1,20.0
REGION1,CMNGGCPN1,25.0
REGION1,CMLFRCPN1,30.0
REGION1,CMHFGCPN1,30.0
REGION1,CFLFRCPN1,30.0
REGION1,CFHYDMSN1,40.0
REGION1,TDNGCCPN1,25.0
REGION1,TDLFRCPN1,30.0
REGION1,TDHFGCPN1,30.0
REGION1,TDBMCHPN1,20.0
REGION1,TDSOU1PN1,20.0
REGION1,CGNGGCPN1,25.0
REGION1,CGLFRCPN1,30.0
REGION1,CGHFGCPN1,30.0
REGION1,CGBMCHPN1,20.0
REGION1,CGHYDMSN1,40.0
REGION1,CILFRCPN1,30.0
REGION1,CIHFGCPN1,30.0
REGION1,CIHYDMSN1,40.0
REGION1,DJLFRCPN1,30.0
REGION1,DJHFGCPN1,30.0
REGION1,GWNGCCPN1,25.0
REGION1,GQNGGCPN1,25.0
REGION1,GQLFRCPN1,30.0
REGION1,GQHFGCPN1,30.0
REGION1,GQHYDMSN1,40.0
REGION1,ERLFRCPN1,30.0
REGION1,ERHFGCPN1,30.0
REGION1,SZLFRCPN1,30.0
REGION1,SZHFGCPN1,30.0
REGION1,SZBMCHPN1,20.0
REGION1,SZHYDMSN1,40.0
REGION1,SZSOU1PN1,20.0
REGION1,ETLFRCPN1,30.0
REGION1,ETGOCVPN1,25.0
REGION1,GANGGCPN1,25.0
REGION1,GALFRCPN1,30.0
REGION1,GAHFGCPN1,30.0
REGION1,GAHYDMSN1,40.0
REGION1,GMLFRCPN1,30.0
REGION1,GMHFGCPN1,30.0
REGION1,GMWINDPN1,20.0
REGION1,GMSOU1PN1,20.0
REGION1,GAWINDPN1,20.0
REGION1,GHLFRCPN1,30.0
REGION1,GHHFGCPN1,30.0
REGION1,GHBMCHPN1,20.0
REGION1,GHHYDMSN1,40.0
REGION1,GNLFRCPN1,30.0
REGION1,GNHFGCPN1,30.0
REGION1,GNHYDMSN1,40.0
REGION1,GNSOU1PN1,20.0
REGION1,GWLFRCPN1,30.0
REGION1,KELFRCPN1,30.0
REGION1,KEHFGCPN1,30.0
REGION1,KEBMCHPN1,20.0
REGION1,KEWINDPN1,20.0
REGION1,LSHYDMSN1,40.0
REGION1,LRLFRCPN1,30.0
REGION1,LRHFGCPN1,30.0
REGION1,LRHYDMSN1,40.0
REGION1,MWLFRCPN1,30.0
REGION1,MWBMCHPN1,20.0
REGION1,MWHYDMSN1,40.0
REGION1,MLLFRCPN1,30.0
REGION1,MLHFGCPN1,30.0
REGION1,MLBMCHPN1,20.0
REGION1,MRNGCCPN1,25.0
REGION1,MRLFRCPN1,30.0
REGION1,MRHFGCPN1,30.0
REGION1,MZNGGCPN1,25.0
REGION1,MZBMCHPN1,20.0
REGION1,MZHYDMSN1,40.0
REGION1,NACOSCPN1,40.0
REGION1,NALFRCPN1,30.0
REGION1,NAHFGCPN1,30.0
REGION1,NABMCHPN1,20.0
REGION1,NAHYDMSN1,40.0
REGION1,NAWINDPN1,20.0
REGION1,NECOSCPN1,40.0
REGION1,NENGCCPN1,25.0
REGION1,NGBMCHPN1,20.0
REGION1,RWWINDPN1,20.0
REGION1,RWNGGCPN1,25.0
REGION1,RWLFRCPN1,30.0
REGION1,RWHFGCPN1,30.0
REGION1,RWBMCHPN1,20.0
REGION1,RWHYDMSN1,40.0
REGION1,SNHYDMSN1,40.0
REGION1,SNCOSCPN1,40.0
REGION1,SNBMCHPN1,20.0
REGION1,SLWINDPN1,20.0
REGION1,SLLFRCPN1,30.0
REGION1,SLHFGCPN1,30.0
REGION1,SLBMCHPN1,20.0
REGION1,SLHYDMSN1,40.0
REGION1,ZACOSCPN1,40.0
REGION1,ZALFRCPN1,30.0
REGION1,ZAHFGCPN1,30.0
REGION1,ZABMCHPN1,20.0
REGION1,ZAHYDMSN1,40.0
REGION1,ZASOC1PN1,25.0
REGION1,SSLFRCPN1,30.0
REGION1,SSHFGCPN1,30.0
REGION1,TGNGCCPN1,25.0
REGION1,TGLFRCPN1,30.0
REGION1,TGHFGCPN1,30.0
REGION1,TGHYDMSN1,40.0
REGION1,UGSOU1PN1,20.0
REGION1,UGLFRCPN1,30.0
REGION1,UGHFGCPN1,30.0
REGION1,UGBMCHPN1,20.0
REGION1,TZNGGCPN1,25.0
REGION1,TZLFRCPN1,30.0
REGION1,TZHFGCPN1,30.0
REGION1,TZBMCHPN1,20.0
REGION1,TZHYDMSN1,40.0
REGION1,ZMWINDPN1,20.0
REGION1,ZMCOSCPN1,40.0
REGION1,ZMLFRCPN1,30.0
REGION1,ZMHFGCPN1,30.0
REGION1,ZMBMCHPN1,20.0
REGION1,ZWLFRCPN1,30.0
REGION1,AOWINDPN1,20.0
REGION1,BFNGCCPN1,25.0
REGION1,BFWINDPN1,20.0
REGION1,BINGCCPN1,25.0
REGION1,BIWINDPN1,20.0
REGION1,BJWINDPN1,20.0
REGION1,BWNGCCPN1,25.0
REGION1,BWWINDPN1,20.0
REGION1,CDNGCCPN1,25.0
REGION1,CDWINDPN1,20.0
REGION1,CFNGCCPN1,25.0
REGION1,CFWINDPN1,20.0
REGION1,CGSOU1PN1,20.0
REGION1,CGWINDPN1,20.0
REGION1,CIWINDPN1,20.0
REGION1,CMWINDPN1,20.0
REGION1,DJNGCCPN1,25.0
REGION1,DJSOU1PN1,20.0
REGION1,DZWINDPN1,20.0
REGION1,ERNGCCPN1,25.0
REGION1,ERSOU1PN1,20.0
REGION1,ERWINDPN1,20.0
REGION1,ETNGCCPN1,25.0
REGION1,ETSOU1PN1,20.0
REGION1,GASOU1PN1,20.0
REGION1,GHWINDPN1,20.0
REGION1,GMNGCCPN1,25.0
REGION1,GNNGCCPN1,25.0
REGION1,GNWINDPN1,20.0
REGION1,GQSOU1PN1,20.0
REGION1,GQWINDPN1,20.0
REGION1,GWSOU1PN1,20.0
REGION1,GWWINDPN1,20.0
REGION1,KENGCCPN1,25.0
REGION1,LRNGCCPN1,25.0
REGION1,LRSOU1PN1,20.0
REGION1,LRWINDPN1,20.0
REGION1,LSNGCCPN1,25.0
REGION1,LSWINDPN1,20.0
REGION1,LYWINDPN1,20.0
REGION1,MLNGCCPN1,25.0
REGION1,MLWINDPN1,20.0
REGION1,MWNGCCPN1,25.0
REGION1,MWWINDPN1,20.0
REGION1,MZWINDPN1,20.0
REGION1,NANGCCPN1,25.0
REGION1,NEWINDPN1,20.0
REGION1,NGWINDPN1,20.0
REGION1,RWSOU1PN1,20.0
REGION1,SDNGCCPN1,25.0
REGION1,SDWINDPN1,20.0
REGION1,SLNGCCPN1,25.0
REGION1,SLSOU1PN1,20.0
REGION1,SNWINDPN1,20.0
REGION1,SONGCCPN1,25.0
REGION1,SOSOU1PN1,20.0
REGION1,SOWINDPN1,20.0
REGION1,SSNGCCPN1,25.0
REGION1,SSSOU1PN1,20.0
REGION1,SZNGCCPN1,25.0
REGION1,SZWINDPN1,20.0
REGION1,TDWINDPN1,20.0
REGION1,TGWINDPN1,20.0
REGION1,TZWINDPN1,20.0
REGION1,UGNGCCPN1,25.0
REGION1,UGWINDPN1,20.0
REGION1,ZANGCCPN1,25.0
REGION1,ZAWINDPN1,20.0
REGION1,ZMNGCCPN1,25.0
REGION1,ZMSOU1PN1,20.0
REGION1,ZWNGCCPN1,25.0
REGION1,ZWWINDPN1,20.0
REGION1,AONGCCSPN1,30.0
REGION1,BFNGCCSPN1,30.0
REGION1,BINGCCSPN1,30.0
REGION1,BJNGCCSPN1,30.0
REGION1,BWNGCCSPN1,30.0
REGION1,CDNGCCSPN1,30.0
REGION1,CFNGCCSPN1,30.0
REGION1,CGNGCCSPN1,30.0
REGION1,CINGCCSPN1,30.0
REGION1,CMNGCCSPN1,30.0
REGION1,DJNGCCSPN1,30.0
REGION1,DZNGCCSPN1,30.0
REGION1,EGNGCCSPN1,30.0
REGION1,ERNGCCSPN1,30.0
REGION1,ETNGCCSPN1,30.0
REGION1,GANGCCSPN1,30.0
REGION1,GHNGCCSPN1,30.0
REGION1,GMNGCCSPN1,30.0
REGION1,GNNGCCSPN1,30.0
REGION1,GQNGCCSPN1,30.0
REGION1,GWNGCCSPN1,30.0
REGION1,KENGCCSPN1,30.0
REGION1,LRNGCCSPN1,30.0
REGION1,LSNGCCSPN1,30.0
REGION1,LYNGCCSPN1,30.0
REGION1,MANGCCSPN1,30.0
REGION1,MLNGCCSPN1,30.0
REGION1,MRNGCCSPN1,30.0
REGION1,MWNGCCSPN1,30.0
REGION1,MZNGCCSPN1,30.0
REGION1,NANGCCSPN1,30.0
REGION1,NENGCCSPN1,30.0
REGION1,NGNGCCSPN1,30.0
REGION1,RWNGCCSPN1,30.0
REGION1,SDNGCCSPN1,30.0
REGION1,SLNGCCSPN1,30.0
REGION1,SNNGCCSPN1,30.0
REGION1,SONGCCSPN1,30.0
REGION1,SSNGCCSPN1,30.0
REGION1,SZNGCCSPN1,30.0
REGION1,TDNGCCSPN1,30.0
REGION1,TGNGCCSPN1,30.0
REGION1,TNNGCCSPN1,30.0
REGION1,TZNGCCSPN1,30.0
REGION1,UGNGCCSPN1,30.0
REGION1,ZANGCCSPN1,30.0
REGION1,ZMNGCCSPN1,30.0
REGION1,ZWNGCCSPN1,30.0
REGION1,EGBMCCSPN1,35.0
REGION1,ETBMCCSPN1,35.0
REGION1,MABMCCSPN1,35.0
REGION1,SDBMCCSPN1,35.0
REGION1,AOBMCCSPN1,35.0
REGION1,BFBMCCSPN1,35.0
REGION1,TDBMCCSPN1,35.0
REGION1,CGBMCCSPN1,35.0
REGION1,SZBMCCSPN1,35.0
REGION1,GHBMCCSPN1,35.0
REGION1,KEBMCCSPN1,35.0
REGION1,MWBMCCSPN1,35.0
REGION1,MLBMCCSPN1,35.0
REGION1,MZBMCCSPN1,35.0
REGION1,NABMCCSPN1,35.0
REGION1,NGBMCCSPN1,35.0
REGION1,RWBMCCSPN1,35.0
REGION1,SNBMCCSPN1,35.0
REGION1,SLBMCCSPN1,35.0
REGION1,ZABMCCSPN1,35.0
REGION1,UGBMCCSPN1,35.0
REGION1,TZBMCCSPN1,35.0
REGION1,ZMBMCCSPN1,35.0
REGION1,RWCOCCSPN1,40.0
REGION1,ZWCOCCSPN1,40.0
REGION1,MACOCCSPN1,40.0
REGION1,BWCOCCSPN1,40.0
REGION1,NACOCCSPN1,40.0
REGION1,NECOCCSPN1,40.0
REGION1,SNCOCCSPN1,40.0
REGION1,ZACOCCSPN1,40.0
REGION1,ZMCOCCSPN1,40.0
REGION1,ZWHYDMSH1,40.0
REGION1,ZWBMCHPH1,20.0
REGION1,ZWHYDMSN1,40.0
REGION1,ZWBMCHPN1,20.0
REGION1,ZWBMCCSPN1,35.0
REGION1,EGLG00I00,20.0
REGION1,GHLG00I00,20.0
REGION1,MALG00I00,20.0
REGION1,MZLG00I00,20.0
REGION1,SNLG00I00,20.0
REGION1,ZALG00I00,20.0
REGION1,DZLG00E00,20.0
REGION1,NGLG00E00,20.0
REGION1,EGLG00E00,20.0
REGION1,AOLG00E00,20.0
REGION1,GQLG00E00,20.0
REGION1,MZLG00E00,20.0
REGION1,CGLG00E00,20.0
REGION1,GALG00E00,20.0
REGION1,MRLG00E00,20.0
REGION1,SNLG00E00,20.0
REGION1,TZLG00E00,20.0
REGION1,DZNG00X00,35.0
REGION1,EGNG00X00,35.0
REGION1,LYNG00X00,35.0
REGION1,NGNG00X00,35.0
REGION1,CGNG00X00,35.0
REGION1,AONG00X00,35.0
REGION1,CMNG00X00,35.0
REGION1,CING00X00,35.0
REGION1,GQNG00X00,35.0
REGION1,GANG00X00,35.0
REGION1,GHNG00X00,35.0
REGION1,MANG00X00,35.0
REGION1,MZNG00X00,35.0
REGION1,NENG00X00,35.0
REGION1,RWNG00X00,35.0
REGION1,SNNG00X00,35.0
REGION1,ZANG00X00,35.0
REGION1,TZNG00X00,35.0
REGION1,TNNG00X00,35.0
REGION1,SOLFRCPH1,30.0
REGION1,SOLFRCPN1,30.0
REGION1,SOSOU1PH1,20.0
REGION1,SOWINDPH1,20.0
REGION1,SNWINDPH1,20.0
REGION1,DZBATTN1,25.0
REGION1,AOBATTN1,25.0
REGION1,BJBATTN1,25.0
REGION1,BWBATTN1,25.0
REGION1,BFBATTN1,25.0
REGION1,BIBATTN1,25.0
REGION1,CMBATTN1,25.0
REGION1,CFBATTN1,25.0
REGION1,TDBATTN1,25.0
REGION1,CIBATTN1,25.0
REGION1,DJBATTN1,25.0
REGION1,CDBATTN1,25.0
REGION1,EGBATTN1,25.0
REGION1,GQBATTN1,25.0
REGION1,ERBATTN1,25.0
REGION1,SZBATTN1,25.0
REGION1,ETBATTN1,25.0
REGION1,GABATTN1,25.0
REGION1,GMBATTN1,25.0
REGION1,GHBATTN1,25.0
REGION1,GNBATTN1,25.0
REGION1,GWBATTN1,25.0
REGION1,KEBATTN1,25.0
REGION1,LSBATTN1,25.0
REGION1,LRBATTN1,25.0
REGION1,LYBATTN1,25.0
REGION1,MWBATTN1,25.0
REGION1,MLBATTN1,25.0
REGION1,MRBATTN1,25.0
REGION1,MABATTN1,25.0
REGION1,MZBATTN1,25.0
REGION1,NABATTN1,25.0
REGION1,NEBATTN1,25.0
REGION1,NGBATTN1,25.0
REGION1,CGBATTN1,25.0
REGION1,RWBATTN1,25.0
REGION1,SNBATTN1,25.0
REGION1,SLBATTN1,25.0
REGION1,SOBATTN1,25.0
REGION1,ZABATTN1,25.0
REGION1,SSBATTN1,25.0
REGION1,SDBATTN1,25.0
REGION1,TZBATTN1,25.0
REGION1,TGBATTN1,25.0
REGION1,TNBATTN1,25.0
REGION1,UGBATTN1,25.0
REGION1,ZMBATTN1,25.0
REGION1,ZWBATTN1,25.0
REGION1,MAHYDSPH1,50.0
REGION1,ZAHYDSPH1,50.0
REGION1,MAHYDSPN1,50.0
REGION1,ZAHYDSPN1,50.0
REGION1,CICOSCPN1,40.0
REGION1,EGNULWPN1,45.0
REGION1,SSHYDMSN1,40.0
REGION1,TNHYDSPN1,50.0
REGION1,ATELCZPH1,40.0
REGION1,ATELDEPH1,40.0
REGION1,ATELHUPH1,40.0
REGION1,ATELITPH1,40.0
REGION1,ATELSIPH1,40.0
REGION1,ATELCHPH1,40.0
REGION1,BEELFRPH1,40.0
REGION1,BEELDEPH1,40.0
REGION1,BEELLUPH1,40.0
REGION1,BEELNLPH1,40.0
REGION1,BEELUKPH1,40.0
REGION1,BGELGRPH1,40.0
REGION1,BGELROPH1,40.0
REGION1,CZELDEPH1,40.0
REGION1,CZELPLPH1,40.0
REGION1,CZELSKPH1,40.0
REGION1,HRELHUPH1,40.0
REGION1,HRELSIPH1,40.0
REGION1,DKELNLPH1,40.0
REGION1,DKELNOPH1,40.0
REGION1,DKELSEPH1,40.0
REGION1,DKELUKPH1,40.0
REGION1,EEELFIPH1,40.0
REGION1,EEELLVPH1,40.0
REGION1,FIELNOPH1,40.0
REGION1,FIELSEPH1,40.0
REGION1,FRELITPH1,40.0
REGION1,FRELLUPH1,40.0
REGION1,FRELUKPH1,40.0
REGION1,DEELDKPH1,40.0
REGION1,DEELFRPH1,40.0
REGION1,DEELLUPH1,40.0
REGION1,DEELNLPH1,40.0
REGION1,DEELNOPH1,40.0
REGION1,DEELPLPH1,40.0
REGION1,DEELSEPH1,40.0
REGION1,DEELUKPH1,40.0
REGION1,HUELROPH1,40.0
REGION1,HUELSKPH1,40.0
REGION1,HUELSIPH1,40.0
REGION1,IEELUKPH1,40.0
REGION1,ITELMTPH1,40.0
REGION1,ITELSIPH1,40.0
REGION1,LTELLVPH1,40.0
REGION1,LTELPLPH1,40.0
REGION1,LTELSEPH1,40.0
REGION1,NLELNOPH1,40.0
REGION1,NLELUKPH1,40.0
REGION1,NOELSEPH1,40.0
REGION1,NOELUKPH1,40.0
REGION1,PLELSKPH1,40.0
REGION1,PLELSEPH1,40.0
REGION1,ESELFRPH1,40.0
REGION1,ESELPTPH1,40.0
REGION1,CHELFRPH1,40.0
REGION1,CHELDEPH1,40.0
REGION1,CHELITPH1,40.0
REGION1,GRELITPH1,40.0
REGION1,BGELMKPH1,40.0
REGION1,BGELRSPH1,40.0
REGION1,BGELTRPH1,40.0
REGION1,HRELBAPH1,40.0
REGION1,HRELRSPH1,40.0
REGION1,EEELRUPH1,40.0
REGION1,GRELALPH1,40.0
REGION1,GRELTRPH1,40.0
REGION1,HUELRSPH1,40.0
REGION1,HUELUAPH1,40.0
REGION1,ITELMEPH1,40.0
REGION1,LVELRUPH1,40.0
REGION1,LTELBYPH1,40.0
REGION1,LTELRUPH1,40.0
REGION1,PLELUAPH1,40.0
REGION1,ROELMDPH1,40.0
REGION1,ROELRSPH1,40.0
REGION1,ROELUAPH1,40.0
REGION1,SKELUAPH1,40.0
REGION1,GRELMKPH1,40.0
REGION1,ESELMAPH1,40.0
REGION1,CYELILPH1,40.0
REGION1,SEELLVPH1,40.0
REGION1,BEELDKPH1,40.0
REGION1,ITELTNPH1,40.0
REGION1,GRELEGPH1,40.0
REGION1,ITELDZPH1,40.0
REGION1,MTELTNPH1,40.0
REGION1,ROELGEPH1,40.0
REGION1,ESELITPH1,40.0
REGION1,DEELLVPH1,40.0
REGION1,GRELDEPH1,40.0
REGION1,ITELSAPH1,40.0
REGION1,UKELMAPH1,40.0
REGION1,DEELMAPH1,40.0
REGION1,BIELRWPH1,40.0
REGION1,BWELZAPH1,40.0
REGION1,CDELBIPH1,40.0
REGION1,CDELCGPH1,40.0
REGION1,CDELRWPH1,40.0
REGION1,CDELZMPH1,40.0
REGION1,CIELBFPH1,40.0
REGION1,EGELJOPH1,40.0
REGION1,EGELSDPH1,40.0
REGION1,ETELDJPH1,40.0
REGION1,ETELSDPH1,40.0
REGION1,GHELCIPH1,40.0
REGION1,GHELTGPH1,40.0
REGION1,KEELTZPH1,40.0
REGION1,LSELZAPH1,40.0
REGION1,LYELEGPH1,40.0
REGION1,MAELDZPH1,40.0
REGION1,MZELSZPH1,40.0
REGION1,MZELZAPH1,40.0
REGION1,MZELZWPH1,40.0
REGION1,NGELBJPH1,40.0
REGION1,NGELNEPH1,40.0
REGION1,NAELZAPH1,40.0
REGION1,RWELBIPH1,40.0
REGION1,SNELMLPH1,40.0
REGION1,TGELBJPH1,40.0
REGION1,TNELDZPH1,40.0
REGION1,TZELUGPH1,40.0
REGION1,UGELKEPH1,40.0
REGION1,UGELRWPH1,40.0
REGION1,UGELTZPH1,40.0
REGION1,ZAELSZPH1,40.0
REGION1,ZAELZWPH1,40.0
REGION1,ZMELZWPH1,40.0
REGION1,AOELBWPH1,40.0
REGION1,AOELCDPH1,40.0
REGION1,AOELNAPH1,40.0
REGION1,BFELMLPH1,40.0
REGION1,BWELNAPH1,40.0
REGION1,CDELNAPH1,40.0
REGION1,CDELZAPH1,40.0
REGION1,CGELGAPH1,40.0
REGION1,CMELTDPH1,40.0
REGION1,ETELKEPH1,40.0
REGION1,GAELGQPH1,40.0
REGION1,GHELBFPH1,40.0
REGION1,GMELGWPH1,40.0
REGION1,GQELCMPH1,40.0
REGION1,GWELGNPH1,40.0
REGION1,LRELGNPH1,40.0
REGION1,LRELSLPH1,40.0
REGION1,MLELCIPH1,40.0
REGION1,MWELMZPH1,40.0
REGION1,MWELZMPH1,40.0
REGION1,NAELZWPH1,40.0
REGION1,NEELBFPH1,40.0
REGION1,NEELBJPH1,40.0
REGION1,NEELTGPH1,40.0
REGION1,SLELGNPH1,40.0
REGION1,SNELGMPH1,40.0
REGION1,SNELGNPH1,40.0
REGION1,TGELGHPH1,40.0
REGION1,TZELZMPH1,40.0
REGION1,CIELLRPH1,40.0
REGION1,GNELMLPH1,40.0
REGION1,AOELZMPH1,40.0
REGION1,BFELBJPH1,40.0
REGION1,BFELTGPH1,40.0
REGION1,BIELTZPH1,40.0
REGION1,BJELGHPH1,40.0
REGION1,BWELZMPH1,40.0
REGION1,CDELCFPH1,40.0
REGION1,CDELSDPH1,40.0
REGION1,CDELTZPH1,40.0
REGION1,CDELUGPH1,40.0
REGION1,CFELCGPH1,40.0
REGION1,CFELCMPH1,40.0
REGION1,CFELSDPH1,40.0
REGION1,CFELTDPH1,40.0
REGION1,CGELCMPH1,40.0
REGION1,CIELGNPH1,40.0
REGION1,CMELGAPH1,40.0
REGION1,CMELNGPH1,40.0
REGION1,DJELERPH1,40.0
REGION1,DJELSOPH1,40.0
REGION1,DZELLYPH1,40.0
REGION1,DZELMLPH1,40.0
REGION1,DZELMRPH1,40.0
REGION1,DZELNEPH1,40.0
REGION1,ETELERPH1,40.0
REGION1,ETELSOPH1,40.0
REGION1,GWELSNPH1,40.0
REGION1,KEELSDPH1,40.0
REGION1,KEELSOPH1,40.0
REGION1,LYELNEPH1,40.0
REGION1,LYELSDPH1,40.0
REGION1,LYELTDPH1,40.0
REGION1,LYELTNPH1,40.0
REGION1,MLELMRPH1,40.0
REGION1,MLELNEPH1,40.0
REGION1,MRELSNPH1,40.0
REGION1,MWELTZPH1,40.0
REGION1,MZELTZPH1,40.0
REGION1,MZELZMPH1,40.0
REGION1,NEELTDPH1,40.0
REGION1,NGELTDPH1,40.0
REGION1,RWELTZPH1,40.0
REGION1,SDELERPH1,40.0
REGION1,SDELTDPH1,40.0
REGION1,SDELUGPH1,40.0
REGION1,CYELGRPH1,40.0
REGION1,ALNGGRPI0,35.0
REGION1,ALNGITPI0,35.0
REGION1,ATNGDEPI0,35.0
REGION1,ATNGHUPI0,35.0
REGION1,ATNGITPI0,35.0
REGION1,ATNGSIPI0,35.0
REGION1,ATNGSKPI0,35.0
REGION1,BENGDEPI0,35.0
REGION1,BENGFRPI0,35.0
REGION1,BENGUKPI0,35.0
REGION1,BENGNLPI0,35.0
REGION1,BGNGGRPI0,35.0
REGION1,BGNGROPI0,35.0
REGION1,BYNGLTPI0,35.0
REGION1,CYNGEGPI0,35.0
REGION1,CYNGGRPI0,35.0
REGION1,CZNGDEPI0,35.0
REGION1,CZNGPLPI0,35.0
REGION1,CZNGSKPI0,35.0
REGION1,DENGCHPI0,35.0
REGION1,DENGFRPI0,35.0
REGION1,DENGNLPI0,35.0
REGION1,DENGPLPI0,35.0
REGION1,DKNGDEPI0,35.0
REGION1,DKNGPLPI0,35.0
REGION1,DKNGSEPI0,35.0
REGION1,DZNGESPI0,35.0
REGION1,DZNGITPI0,35.0
REGION1,EENGFIPI0,35.0
REGION1,EENGLVPI0,35.0
REGION1,FRNGCHPI0,35.0
REGION1,FRNGESPI0,35.0
REGION1,GRNGITPI0,35.0
REGION1,HRNGHUPI0,35.0
REGION1,HRNGSIPI0,35.0
REGION1,HUNGROPI0,35.0
REGION1,HUNGSKPI0,35.0
REGION1,IENGUKPI0,35.0
REGION1,ITNGCHPI0,35.0
REGION1,ITNGMTPI0,35.0
REGION1,ITNGSIPI0,35.0
REGION1,LTNGPLPI0,35.0
REGION1,LVNGLTPI0,35.0
REGION1,LYNGITPI0,35.0
REGION1,MANGESPI0,35.0
REGION1,MDNGROPI0,35.0
REGION1,NLNGUKPI0,35.0
REGION1,NONGBEPI0,35.0
REGION1,NONGDEPI0,35.0
REGION1,NONGDKPI0,35.0
REGION1,NONGFRPI0,35.0
REGION1,NONGUKPI0,35.0
REGION1,NONGNLPI0,35.0
REGION1,PLNGSKPI0,35.0
REGION1,PTNGESPI0,35.0
REGION1,RSNGBGPI0,35.0
