REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,LTBATTH1,LTE1,1,2029,1.0
REGION1,LUBATTH1,LUE1,1,2029,1.0
REGION1,LVBATTH1,LVE1,1,2029,1.0
REGION1,MTBATTH1,MTE1,1,2029,1.0
REGION1,NLBATTH1,NLE1,1,2029,1.0
REGION1,NOBATTH1,NOE1,1,2029,1.0
REGION1,PLBATTH1,PLE1,1,2029,1.0
REGION1,PTBATTH1,PTE1,1,2029,1.0
REGION1,ROBATTH1,ROE1,1,2029,1.0
REGION1,SEBATTH1,SEE1,1,2029,1.0
REGION1,SIBATTH1,SIE1,1,2029,1.0
REGION1,SKBATTH1,SKE1,1,2029,1.0
REGION1,UKBATTH1,UKE1,1,2029,1.0
REGION1,NOLG00E00,NONG,1,2029,1.0
REGION1,CYNGCCPH1,CYNG,1,2029,1.727447216890595
REGION1,CYNGSTPH1,CYNG,1,2029,2.32558
REGION1,CYNGCCPN1,CYNG,1,2029,1.727447216890595
REGION1,CYNGSTPN1,CYNG,1,2029,2.32558
REGION1,DZEL00T00,DZE1,1,2029,1.0
REGION1,AOEL00T00,AOE1,1,2029,1.0
REGION1,BJEL00T00,BJE1,1,2029,1.0
REGION1,BWEL00T00,BWE1,1,2029,1.0
REGION1,BFEL00T00,BFE1,1,2029,1.0
REGION1,BIEL00T00,BIE1,1,2029,1.0
REGION1,CMEL00T00,CME1,1,2029,1.0
REGION1,CFEL00T00,CFE1,1,2029,1.0
REGION1,TDEL00T00,TDE1,1,2029,1.0
REGION1,CIEL00T00,CIE1,1,2029,1.0
REGION1,DJEL00T00,DJE1,1,2029,1.0
REGION1,CDEL00T00,CDE1,1,2029,1.0
REGION1,EGEL00T00,EGE1,1,2029,1.0
REGION1,GQEL00T00,GQE1,1,2029,1.0
REGION1,EREL00T00,ERE1,1,2029,1.0
REGION1,SZEL00T00,SZE1,1,2029,1.0
REGION1,ETEL00T00,ETE1,1,2029,1.0
REGION1,GAEL00T00,GAE1,1,2029,1.0
REGION1,GMEL00T00,GME1,1,2029,1.0
REGION1,GHEL00T00,GHE1,1,2029,1.0
REGION1,GNEL00T00,GNE1,1,2029,1.0
REGION1,GWEL00T00,GWE1,1,2029,1.0
REGION1,KEEL00T00,KEE1,1,2029,1.0
REGION1,LSEL00T00,LSE1,1,2029,1.0
REGION1,LREL00T00,LRE1,1,2029,1.0
REGION1,LYEL00T00,LYE1,1,2029,1.0
REGION1,MWEL00T00,MWE1,1,2029,1.0
REGION1,MLEL00T00,MLE1,1,2029,1.0
REGION1,MREL00T00,MRE1,1,2029,1.0
REGION1,MAEL00T00,MAE1,1,2029,1.0
REGION1,MZEL00T00,MZE1,1,2029,1.0
REGION1,NAEL00T00,NAE1,1,2029,1.0
REGION1,NEEL00T00,NEE1,1,2029,1.0
REGION1,NGEL00T00,NGE1,1,2029,1.0
REGION1,CGEL00T00,CGE1,1,2029,1.0
REGION1,RWEL00T00,RWE1,1,2029,1.0
REGION1,SNEL00T00,SNE1,1,2029,1.0
REGION1,SLEL00T00,SLE1,1,2029,1.0
REGION1,SOEL00T00,SOE1,1,2029,1.0
REGION1,ZAEL00T00,ZAE1,1,2029,1.0
REGION1,SSEL00T00,SSE1,1,2029,1.0
REGION1,SDEL00T00,SDE1,1,2029,1.0
REGION1,TZEL00T00,TZE1,1,2029,1.0
REGION1,TGEL00T00,TGE1,1,2029,1.0
REGION1,TNEL00T00,TNE1,1,2029,1.0
REGION1,UGEL00T00,UGE1,1,2029,1.0
REGION1,ZMEL00T00,ZME1,1,2029,1.0
REGION1,ZWEL00T00,ZWE1,1,2029,1.0
REGION1,DZEL00D00,DZE2,1,2029,1.0
REGION1,AOEL00D00,AOE2,1,2029,1.0
REGION1,BJEL00D00,BJE2,1,2029,1.0
REGION1,BWEL00D00,BWE2,1,2029,1.0
REGION1,BFEL00D00,BFE2,1,2029,1.0
REGION1,BIEL00D00,BIE2,1,2029,1.0
REGION1,CMEL00D00,CME2,1,2029,1.0
REGION1,CFEL00D00,CFE2,1,2029,1.0
REGION1,TDEL00D00,TDE2,1,2029,1.0
REGION1,CIEL00D00,CIE2,1,2029,1.0
REGION1,DJEL00D00,DJE2,1,2029,1.0
REGION1,CDEL00D00,CDE2,1,2029,1.0
REGION1,EGEL00D00,EGE2,1,2029,1.0
REGION1,GQEL00D00,GQE2,1,2029,1.0
REGION1,EREL00D00,ERE2,1,2029,1.0
REGION1,SZEL00D00,SZE2,1,2029,1.0
REGION1,ETEL00D00,ETE2,1,2029,1.0
REGION1,GAEL00D00,GAE2,1,2029,1.0
REGION1,GMEL00D00,GME2,1,2029,1.0
REGION1,GHEL00D00,GHE2,1,2029,1.0
REGION1,GNEL00D00,GNE2,1,2029,1.0
REGION1,GWEL00D00,GWE2,1,2029,1.0
REGION1,KEEL00D00,KEE2,1,2029,1.0
REGION1,LSEL00D00,LSE2,1,2029,1.0
REGION1,LREL00D00,LRE2,1,2029,1.0
REGION1,LYEL00D00,LYE2,1,2029,1.0
REGION1,MWEL00D00,MWE2,1,2029,1.0
REGION1,MLEL00D00,MLE2,1,2029,1.0
REGION1,MREL00D00,MRE2,1,2029,1.0
REGION1,MAEL00D00,MAE2,1,2029,1.0
REGION1,MZEL00D00,MZE2,1,2029,1.0
REGION1,NAEL00D00,NAE2,1,2029,1.0
REGION1,NEEL00D00,NEE2,1,2029,1.0
REGION1,NGEL00D00,NGE2,1,2029,1.0
REGION1,CGEL00D00,CGE2,1,2029,1.0
REGION1,RWEL00D00,RWE2,1,2029,1.0
REGION1,SNEL00D00,SNE2,1,2029,1.0
REGION1,SLEL00D00,SLE2,1,2029,1.0
REGION1,SOEL00D00,SOE2,1,2029,1.0
REGION1,ZAEL00D00,ZAE2,1,2029,1.0
REGION1,SSEL00D00,SSE2,1,2029,1.0
REGION1,SDEL00D00,SDE2,1,2029,1.0
REGION1,TZEL00D00,TZE2,1,2029,1.0
REGION1,TGEL00D00,TGE2,1,2029,1.0
REGION1,TNEL00D00,TNE2,1,2029,1.0
REGION1,UGEL00D00,UGE2,1,2029,1.0
REGION1,ZMEL00D00,ZME2,1,2029,1.0
REGION1,ZWEL00D00,ZWE2,1,2029,1.0
REGION1,DZNGCCPH1,DZNG,1,2029,1.727447216890595
REGION1,DZNGGCPH1,DZNG,1,2029,2.32558
REGION1,EGBMCHPH1,EGBM,1,2029,2.596120944025946
REGION1,LYNGCCPH1,LYNG,1,2029,1.727447216890595
REGION1,LYNGGCPH1,LYNG,1,2029,2.32558
REGION1,LYLFRCPH1,LYLF,1,2029,2.32558
REGION1,LYHFGCPH1,LYHF,1,2029,2.32558
REGION1,TNNGCCPH1,TNNG,1,2029,1.727447216890595
REGION1,TNNGGCPH1,TNNG,1,2029,2.32558
REGION1,BFLFRCPH1,BFLF,1,2029,2.32558
REGION1,BFHFGCPH1,BFHF,1,2029,2.32558
REGION1,CINGCCPH1,CING,1,2029,1.727447216890595
REGION1,CINGGCPH1,CING,1,2029,2.32558
REGION1,CDLFRCPH1,CDLF,1,2029,2.32558
REGION1,CDHFGCPH1,CDHF,1,2029,2.32558
REGION1,ETBMCHPH1,ETBM,1,2029,2.596120944025946
REGION1,GHNGCCPH1,GHNG,1,2029,1.727447216890595
REGION1,GHNGGCPH1,GHNG,1,2029,2.32558
REGION1,KEGOCVPH1,KEGO,1,2029,10.0
REGION1,MZLFRCPH1,MZLF,1,2029,2.32558
REGION1,MZHFGCPH1,MZHF,1,2029,2.32558
REGION1,NELFRCPH1,NELF,1,2029,2.32558
REGION1,NEHFGCPH1,NEHF,1,2029,2.32558
REGION1,NGNGCCPH1,NGNG,1,2029,1.727447216890595
REGION1,NGNGGCPH1,NGNG,1,2029,2.32558
REGION1,NGLFRCPH1,NGLF,1,2029,2.32558
REGION1,NGHFGCPH1,NGHF,1,2029,2.32558
REGION1,RWCOSCPH1,RWCO,1,2029,2.670623145400593
REGION1,SNNGCCPH1,SNNG,1,2029,1.727447216890595
REGION1,SNLFRCPH1,SNLF,1,2029,2.32558
REGION1,SNHFGCPH1,SNHF,1,2029,2.32558
REGION1,ZANULWPH1,ZANU,1,2029,2.631578947368421
REGION1,ZWCOSCPH1,ZWCO,1,2029,2.670623145400593
REGION1,DZLFRCPH1,DZLF,1,2029,2.32558
REGION1,DZHFGCPH1,DZHF,1,2029,2.32558
REGION1,EGNGCCPH1,EGNG,1,2029,1.727447216890595
REGION1,EGNGGCPH1,EGNG,1,2029,2.32558
REGION1,EGLFRCPH1,EGLF,1,2029,2.32558
REGION1,EGHFGCPH1,EGHF,1,2029,2.32558
REGION1,MACOSCPH1,MACO,1,2029,2.670623145400593
REGION1,MALFRCPH1,MALF,1,2029,2.32558
REGION1,MAHFGCPH1,MAHF,1,2029,2.32558
REGION1,MANGCCPH1,MANG,1,2029,1.727447216890595
REGION1,MANGGCPH1,MANG,1,2029,2.32558
REGION1,MABMCHPH1,MABM,1,2029,2.596120944025946
REGION1,SDLFRCPH1,SDLF,1,2029,2.32558
REGION1,SDHFGCPH1,SDHF,1,2029,2.32558
REGION1,SDBMCHPH1,SDBM,1,2029,2.596120944025946
REGION1,TNLFRCPH1,TNLF,1,2029,2.32558
REGION1,TNHFGCPH1,TNHF,1,2029,2.32558
REGION1,AONGGCPH1,AONG,1,2029,2.32558
REGION1,AOLFRCPH1,AOLF,1,2029,2.32558
REGION1,AOHFGCPH1,AOHF,1,2029,2.32558
REGION1,AOBMCHPH1,AOBM,1,2029,2.596120944025946
REGION1,BJNGGCPH1,BJNG,1,2029,2.32558
REGION1,BJLFRCPH1,BJLF,1,2029,2.32558
REGION1,BJHFGCPH1,BJHF,1,2029,2.32558
REGION1,BWCOSCPH1,BWCO,1,2029,2.670623145400593
REGION1,BWLFRCPH1,BWLF,1,2029,2.32558
REGION1,BFBMCHPH1,BFBM,1,2029,2.596120944025946
REGION1,BILFRCPH1,BILF,1,2029,2.32558
REGION1,CMNGGCPH1,CMNG,1,2029,2.32558
REGION1,CMLFRCPH1,CMLF,1,2029,2.32558
REGION1,CMHFGCPH1,CMHF,1,2029,2.32558
REGION1,CFLFRCPH1,CFLF,1,2029,2.32558
REGION1,TDNGCCPH1,TDNG,1,2029,1.727447216890595
REGION1,TDLFRCPH1,TDLF,1,2029,2.32558
REGION1,TDHFGCPH1,TDHF,1,2029,2.32558
REGION1,TDBMCHPH1,TDBM,1,2029,2.596120944025946
REGION1,CGNGGCPH1,CGNG,1,2029,2.32558
REGION1,CGLFRCPH1,CGLF,1,2029,2.32558
REGION1,CGHFGCPH1,CGHF,1,2029,2.32558
REGION1,CGBMCHPH1,CGBM,1,2029,2.596120944025946
REGION1,CILFRCPH1,CILF,1,2029,2.32558
REGION1,CIHFGCPH1,CIHF,1,2029,2.32558
REGION1,DJLFRCPH1,DJLF,1,2029,2.32558
REGION1,DJHFGCPH1,DJHF,1,2029,2.32558
REGION1,GWNGCCPH1,GWNG,1,2029,1.727447216890595
REGION1,GQNGGCPH1,GQNG,1,2029,2.32558
REGION1,GQLFRCPH1,GQLF,1,2029,2.32558
REGION1,GQHFGCPH1,GQHF,1,2029,2.32558
REGION1,ERLFRCPH1,ERLF,1,2029,2.32558
REGION1,ERHFGCPH1,ERHF,1,2029,2.32558
REGION1,SZLFRCPH1,SZLF,1,2029,2.32558
REGION1,SZHFGCPH1,SZHF,1,2029,2.32558
REGION1,SZBMCHPH1,SZBM,1,2029,2.596120944025946
REGION1,ETLFRCPH1,ETLF,1,2029,2.32558
REGION1,ETGOCVPH1,ETGO,1,2029,10.0
REGION1,GANGGCPH1,GANG,1,2029,2.32558
REGION1,GALFRCPH1,GALF,1,2029,2.32558
REGION1,GAHFGCPH1,GAHF,1,2029,2.32558
REGION1,GMLFRCPH1,GMLF,1,2029,2.32558
REGION1,GMHFGCPH1,GMHF,1,2029,2.32558
REGION1,GHLFRCPH1,GHLF,1,2029,2.32558
REGION1,GHHFGCPH1,GHHF,1,2029,2.32558
REGION1,GHBMCHPH1,GHBM,1,2029,2.596120944025946
REGION1,GNLFRCPH1,GNLF,1,2029,2.32558
REGION1,GNHFGCPH1,GNHF,1,2029,2.32558
REGION1,GWLFRCPH1,GWLF,1,2029,2.32558
REGION1,KELFRCPH1,KELF,1,2029,2.32558
REGION1,KEHFGCPH1,KEHF,1,2029,2.32558
REGION1,KEBMCHPH1,KEBM,1,2029,2.596120944025946
REGION1,LRLFRCPH1,LRLF,1,2029,2.32558
REGION1,LRHFGCPH1,LRHF,1,2029,2.32558
REGION1,MWLFRCPH1,MWLF,1,2029,2.32558
REGION1,MWBMCHPH1,MWBM,1,2029,2.596120944025946
REGION1,MLLFRCPH1,MLLF,1,2029,2.32558
REGION1,MLHFGCPH1,MLHF,1,2029,2.32558
REGION1,MLBMCHPH1,MLBM,1,2029,2.596120944025946
REGION1,MRNGCCPH1,MRNG,1,2029,1.727447216890595
REGION1,MRLFRCPH1,MRLF,1,2029,2.32558
REGION1,MRHFGCPH1,MRHF,1,2029,2.32558
REGION1,MZNGGCPH1,MZNG,1,2029,2.32558
REGION1,MZBMCHPH1,MZBM,1,2029,2.596120944025946
REGION1,NACOSCPH1,NACO,1,2029,2.670623145400593
REGION1,NALFRCPH1,NALF,1,2029,2.32558
REGION1,NAHFGCPH1,NAHF,1,2029,2.32558
REGION1,NABMCHPH1,NABM,1,2029,2.596120944025946
REGION1,NECOSCPH1,NECO,1,2029,2.670623145400593
REGION1,NENGCCPH1,NENG,1,2029,1.727447216890595
REGION1,NGBMCHPH1,NGBM,1,2029,2.596120944025946
REGION1,RWNGGCPH1,RWNG,1,2029,2.32558
REGION1,RWLFRCPH1,RWLF,1,2029,2.32558
REGION1,RWHFGCPH1,RWHF,1,2029,2.32558
REGION1,RWBMCHPH1,RWBM,1,2029,2.596120944025946
REGION1,SNCOSCPH1,SNCO,1,2029,2.670623145400593
REGION1,SNBMCHPH1,SNBM,1,2029,2.596120944025946
REGION1,SLLFRCPH1,SLLF,1,2029,2.32558
REGION1,SLHFGCPH1,SLHF,1,2029,2.32558
REGION1,SLBMCHPH1,SLBM,1,2029,2.596120944025946
REGION1,ZACOSCPH1,ZACO,1,2029,2.670623145400593
REGION1,ZALFRCPH1,ZALF,1,2029,2.32558
REGION1,ZAHFGCPH1,ZAHF,1,2029,2.32558
REGION1,ZABMCHPH1,ZABM,1,2029,2.596120944025946
REGION1,SSLFRCPH1,SSLF,1,2029,2.32558
REGION1,SSHFGCPH1,SSHF,1,2029,2.32558
REGION1,TGNGCCPH1,TGNG,1,2029,1.727447216890595
REGION1,TGLFRCPH1,TGLF,1,2029,2.32558
REGION1,TGHFGCPH1,TGHF,1,2029,2.32558
REGION1,UGLFRCPH1,UGLF,1,2029,2.32558
REGION1,UGHFGCPH1,UGHF,1,2029,2.32558
REGION1,UGBMCHPH1,UGBM,1,2029,2.596120944025946
REGION1,TZNGGCPH1,TZNG,1,2029,2.32558
REGION1,TZLFRCPH1,TZLF,1,2029,2.32558
REGION1,TZHFGCPH1,TZHF,1,2029,2.32558
REGION1,TZBMCHPH1,TZBM,1,2029,2.596120944025946
REGION1,ZMCOSCPH1,ZMCO,1,2029,2.670623145400593
REGION1,ZMLFRCPH1,ZMLF,1,2029,2.32558
REGION1,ZMHFGCPH1,ZMHF,1,2029,2.32558
REGION1,ZMBMCHPH1,ZMBM,1,2029,2.596120944025946
REGION1,ZWLFRCPH1,ZWLF,1,2029,2.32558
REGION1,DZNGCCPN1,DZNG,1,2029,1.727447216890595
REGION1,DZNGGCPN1,DZNG,1,2029,2.32558
REGION1,EGBMCHPN1,EGBM,1,2029,2.596120944025946
REGION1,LYNGCCPN1,LYNG,1,2029,1.727447216890595
REGION1,LYNGGCPN1,LYNG,1,2029,2.32558
REGION1,LYLFRCPN1,LYLF,1,2029,2.32558
REGION1,LYHFGCPN1,LYHF,1,2029,2.32558
REGION1,TNNGCCPN1,TNNG,1,2029,1.727447216890595
REGION1,TNNGGCPN1,TNNG,1,2029,2.32558
REGION1,BFLFRCPN1,BFLF,1,2029,2.32558
REGION1,BFHFGCPN1,BFHF,1,2029,2.32558
REGION1,CINGCCPN1,CING,1,2029,1.727447216890595
REGION1,CINGGCPN1,CING,1,2029,2.32558
REGION1,CDLFRCPN1,CDLF,1,2029,2.32558
REGION1,CDHFGCPN1,CDHF,1,2029,2.32558
REGION1,ETBMCHPN1,ETBM,1,2029,2.596120944025946
REGION1,GHNGCCPN1,GHNG,1,2029,1.727447216890595
REGION1,GHNGGCPN1,GHNG,1,2029,2.32558
REGION1,KEGOCVPN1,KEGO,1,2029,10.0
REGION1,MZLFRCPN1,MZLF,1,2029,2.32558
REGION1,MZHFGCPN1,MZHF,1,2029,2.32558
REGION1,NELFRCPN1,NELF,1,2029,2.32558
REGION1,NEHFGCPN1,NEHF,1,2029,2.32558
REGION1,NGNGCCPN1,NGNG,1,2029,1.727447216890595
REGION1,NGNGGCPN1,NGNG,1,2029,2.32558
REGION1,NGLFRCPN1,NGLF,1,2029,2.32558
REGION1,NGHFGCPN1,NGHF,1,2029,2.32558
REGION1,RWCOSCPN1,RWCO,1,2029,2.670623145400593
REGION1,SNNGCCPN1,SNNG,1,2029,1.727447216890595
REGION1,SNLFRCPN1,SNLF,1,2029,2.32558
REGION1,SNHFGCPN1,SNHF,1,2029,2.32558
REGION1,ZANULWPN1,ZANU,1,2029,2.631578947368421
REGION1,ZWCOSCPN1,ZWCO,1,2029,2.670623145400593
REGION1,DZLFRCPN1,DZLF,1,2029,2.32558
REGION1,DZHFGCPN1,DZHF,1,2029,2.32558
REGION1,EGNGCCPN1,EGNG,1,2029,1.727447216890595
REGION1,EGNGGCPN1,EGNG,1,2029,2.32558
REGION1,EGLFRCPN1,EGLF,1,2029,2.32558
REGION1,EGHFGCPN1,EGHF,1,2029,2.32558
REGION1,MACOSCPN1,MACO,1,2029,2.670623145400593
REGION1,MALFRCPN1,MALF,1,2029,2.32558
REGION1,MAHFGCPN1,MAHF,1,2029,2.32558
REGION1,MANGCCPN1,MANG,1,2029,1.727447216890595
REGION1,MANGGCPN1,MANG,1,2029,2.32558
REGION1,MABMCHPN1,MABM,1,2029,2.596120944025946
REGION1,SDLFRCPN1,SDLF,1,2029,2.32558
REGION1,SDHFGCPN1,SDHF,1,2029,2.32558
REGION1,SDBMCHPN1,SDBM,1,2029,2.596120944025946
REGION1,TNLFRCPN1,TNLF,1,2029,2.32558
REGION1,TNHFGCPN1,TNHF,1,2029,2.32558
REGION1,AONGGCPN1,AONG,1,2029,2.32558
REGION1,AOLFRCPN1,AOLF,1,2029,2.32558
REGION1,AOHFGCPN1,AOHF,1,2029,2.32558
REGION1,AOBMCHPN1,AOBM,1,2029,2.596120944025946
REGION1,BJNGGCPN1,BJNG,1,2029,2.32558
REGION1,BJLFRCPN1,BJLF,1,2029,2.32558
REGION1,BJHFGCPN1,BJHF,1,2029,2.32558
REGION1,BWCOSCPN1,BWCO,1,2029,2.670623145400593
REGION1,BWLFRCPN1,BWLF,1,2029,2.32558
REGION1,BFBMCHPN1,BFBM,1,2029,2.596120944025946
REGION1,BILFRCPN1,BILF,1,2029,2.32558
REGION1,CMNGGCPN1,CMNG,1,2029,2.32558
REGION1,CMLFRCPN1,CMLF,1,2029,2.32558
REGION1,CMHFGCPN1,CMHF,1,2029,2.32558
REGION1,CFLFRCPN1,CFLF,1,2029,2.32558
REGION1,TDNGCCPN1,TDNG,1,2029,1.727447216890595
REGION1,TDLFRCPN1,TDLF,1,2029,2.32558
REGION1,TDHFGCPN1,TDHF,1,2029,2.32558
REGION1,TDBMCHPN1,TDBM,1,2029,2.596120944025946
REGION1,CGNGGCPN1,CGNG,1,2029,2.32558
REGION1,CGLFRCPN1,CGLF,1,2029,2.32558
REGION1,CGHFGCPN1,CGHF,1,2029,2.32558
REGION1,CGBMCHPN1,CGBM,1,2029,2.596120944025946
REGION1,CILFRCPN1,CILF,1,2029,2.32558
REGION1,CIHFGCPN1,CIHF,1,2029,2.32558
REGION1,DJLFRCPN1,DJLF,1,2029,2.32558
REGION1,DJHFGCPN1,DJHF,1,2029,2.32558
REGION1,GWNGCCPN1,GWNG,1,2029,1.727447216890595
REGION1,GQNGGCPN1,GQNG,1,2029,2.32558
REGION1,GQLFRCPN1,GQLF,1,2029,2.32558
REGION1,GQHFGCPN1,GQHF,1,2029,2.32558
REGION1,ERLFRCPN1,ERLF,1,2029,2.32558
REGION1,ERHFGCPN1,ERHF,1,2029,2.32558
REGION1,SZLFRCPN1,SZLF,1,2029,2.32558
REGION1,SZHFGCPN1,SZHF,1,2029,2.32558
REGION1,SZBMCHPN1,SZBM,1,2029,2.596120944025946
REGION1,ETLFRCPN1,ETLF,1,2029,2.32558
REGION1,ETGOCVPN1,ETGO,1,2029,10.0
REGION1,GANGGCPN1,GANG,1,2029,2.32558
REGION1,GALFRCPN1,GALF,1,2029,2.32558
REGION1,GAHFGCPN1,GAHF,1,2029,2.32558
REGION1,GMLFRCPN1,GMLF,1,2029,2.32558
REGION1,GMHFGCPN1,GMHF,1,2029,2.32558
REGION1,GHLFRCPN1,GHLF,1,2029,2.32558
REGION1,GHHFGCPN1,GHHF,1,2029,2.32558
REGION1,GHBMCHPN1,GHBM,1,2029,2.596120944025946
REGION1,GNLFRCPN1,GNLF,1,2029,2.32558
REGION1,GNHFGCPN1,GNHF,1,2029,2.32558
REGION1,GWLFRCPN1,GWLF,1,2029,2.32558
REGION1,KELFRCPN1,KELF,1,2029,2.32558
REGION1,KEHFGCPN1,KEHF,1,2029,2.32558
REGION1,KEBMCHPN1,KEBM,1,2029,2.596120944025946
REGION1,LRLFRCPN1,LRLF,1,2029,2.32558
REGION1,LRHFGCPN1,LRHF,1,2029,2.32558
REGION1,MWLFRCPN1,MWLF,1,2029,2.32558
REGION1,MWBMCHPN1,MWBM,1,2029,2.596120944025946
REGION1,MLLFRCPN1,MLLF,1,2029,2.32558
REGION1,MLHFGCPN1,MLHF,1,2029,2.32558
REGION1,MLBMCHPN1,MLBM,1,2029,2.596120944025946
REGION1,MRNGCCPN1,MRNG,1,2029,1.727447216890595
REGION1,MRLFRCPN1,MRLF,1,2029,2.32558
REGION1,MRHFGCPN1,MRHF,1,2029,2.32558
REGION1,MZNGGCPN1,MZNG,1,2029,2.32558
REGION1,MZBMCHPN1,MZBM,1,2029,2.596120944025946
REGION1,NACOSCPN1,NACO,1,2029,2.670623145400593
REGION1,NALFRCPN1,NALF,1,2029,2.32558
REGION1,NAHFGCPN1,NAHF,1,2029,2.32558
REGION1,NABMCHPN1,NABM,1,2029,2.596120944025946
REGION1,NECOSCPN1,NECO,1,2029,2.670623145400593
REGION1,NENGCCPN1,NENG,1,2029,1.727447216890595
REGION1,NGBMCHPN1,NGBM,1,2029,2.596120944025946
REGION1,RWNGGCPN1,RWNG,1,2029,2.32558
REGION1,RWLFRCPN1,RWLF,1,2029,2.32558
REGION1,RWHFGCPN1,RWHF,1,2029,2.32558
REGION1,RWBMCHPN1,RWBM,1,2029,2.596120944025946
REGION1,SNCOSCPN1,SNCO,1,2029,2.670623145400593
REGION1,SNBMCHPN1,SNBM,1,2029,2.596120944025946
REGION1,SLLFRCPN1,SLLF,1,2029,2.32558
REGION1,SLHFGCPN1,SLHF,1,2029,2.32558
REGION1,SLBMCHPN1,SLBM,1,2029,2.596120944025946
REGION1,ZACOSCPN1,ZACO,1,2029,2.670623145400593
REGION1,ZALFRCPN1,ZALF,1,2029,2.32558
REGION1,ZAHFGCPN1,ZAHF,1,2029,2.32558
REGION1,ZABMCHPN1,ZABM,1,2029,2.596120944025946
REGION1,SSLFRCPN1,SSLF,1,2029,2.32558
REGION1,SSHFGCPN1,SSHF,1,2029,2.32558
REGION1,TGNGCCPN1,TGNG,1,2029,1.727447216890595
REGION1,TGLFRCPN1,TGLF,1,2029,2.32558
REGION1,TGHFGCPN1,TGHF,1,2029,2.32558
REGION1,UGLFRCPN1,UGLF,1,2029,2.32558
REGION1,UGHFGCPN1,UGHF,1,2029,2.32558
REGION1,UGBMCHPN1,UGBM,1,2029,2.596120944025946
REGION1,TZNGGCPN1,TZNG,1,2029,2.32558
REGION1,TZLFRCPN1,TZLF,1,2029,2.32558
REGION1,TZHFGCPN1,TZHF,1,2029,2.32558
REGION1,TZBMCHPN1,TZBM,1,2029,2.596120944025946
REGION1,ZMCOSCPN1,ZMCO,1,2029,2.670623145400593
REGION1,ZMLFRCPN1,ZMLF,1,2029,2.32558
REGION1,ZMHFGCPN1,ZMHF,1,2029,2.32558
REGION1,ZMBMCHPN1,ZMBM,1,2029,2.596120944025946
REGION1,ZWLFRCPN1,ZWLF,1,2029,2.32558
REGION1,BFNGCCPN1,BFNG,1,2029,1.727447216890595
REGION1,BINGCCPN1,BING,1,2029,1.727447216890595
REGION1,BWNGCCPN1,BWNG,1,2029,1.727447216890595
REGION1,CDNGCCPN1,CDNG,1,2029,1.727447216890595
REGION1,CFNGCCPN1,CFNG,1,2029,1.727447216890595
REGION1,DJNGCCPN1,DJNG,1,2029,1.727447216890595
REGION1,ERNGCCPN1,ERNG,1,2029,1.727447216890595
REGION1,ETNGCCPN1,ETNG,1,2029,1.727447216890595
REGION1,GMNGCCPN1,GMNG,1,2029,1.727447216890595
REGION1,GNNGCCPN1,GNNG,1,2029,1.727447216890595
REGION1,KENGCCPN1,KENG,1,2029,1.727447216890595
REGION1,LRNGCCPN1,LRNG,1,2029,1.727447216890595
REGION1,LSNGCCPN1,LSNG,1,2029,1.727447216890595
REGION1,MLNGCCPN1,MLNG,1,2029,1.727447216890595
REGION1,MWNGCCPN1,MWNG,1,2029,1.727447216890595
REGION1,NANGCCPN1,NANG,1,2029,1.727447216890595
REGION1,SDNGCCPN1,SDNG,1,2029,1.727447216890595
REGION1,SLNGCCPN1,SLNG,1,2029,1.727447216890595
REGION1,SONGCCPN1,SONG,1,2029,1.727447216890595
REGION1,SSNGCCPN1,SSNG,1,2029,1.727447216890595
REGION1,SZNGCCPN1,SZNG,1,2029,1.727447216890595
REGION1,UGNGCCPN1,UGNG,1,2029,1.727447216890595
REGION1,ZANGCCPN1,ZANG,1,2029,1.727447216890595
REGION1,ZMNGCCPN1,ZMNG,1,2029,1.727447216890595
REGION1,ZWNGCCPN1,ZWNG,1,2029,1.727447216890595
REGION1,AONGCCSPN1,AONG,1,2029,2.194891307425614
REGION1,BFNGCCSPN1,BFNG,1,2029,2.194891307425614
REGION1,BINGCCSPN1,BING,1,2029,2.194891307425614
REGION1,BJNGCCSPN1,BJNG,1,2029,2.194891307425614
REGION1,BWNGCCSPN1,BWNG,1,2029,2.194891307425614
REGION1,CDNGCCSPN1,CDNG,1,2029,2.194891307425614
REGION1,CFNGCCSPN1,CFNG,1,2029,2.194891307425614
REGION1,CGNGCCSPN1,CGNG,1,2029,2.194891307425614
REGION1,CINGCCSPN1,CING,1,2029,2.194891307425614
REGION1,CMNGCCSPN1,CMNG,1,2029,2.194891307425614
REGION1,DJNGCCSPN1,DJNG,1,2029,2.194891307425614
REGION1,DZNGCCSPN1,DZNG,1,2029,2.194891307425614
REGION1,EGNGCCSPN1,EGNG,1,2029,2.194891307425614
REGION1,ERNGCCSPN1,ERNG,1,2029,2.194891307425614
REGION1,ETNGCCSPN1,ETNG,1,2029,2.194891307425614
REGION1,GANGCCSPN1,GANG,1,2029,2.194891307425614
REGION1,GHNGCCSPN1,GHNG,1,2029,2.194891307425614
REGION1,GMNGCCSPN1,GMNG,1,2029,2.194891307425614
REGION1,GNNGCCSPN1,GNNG,1,2029,2.194891307425614
REGION1,GQNGCCSPN1,GQNG,1,2029,2.194891307425614
REGION1,GWNGCCSPN1,GWNG,1,2029,2.194891307425614
REGION1,KENGCCSPN1,KENG,1,2029,2.194891307425614
